"sex"	"age_group"	"cancer_site"	"Model"	"# Joinpoints"	"# Observations"	"# Parameters"	"D.F."	"SSE"	"BIC"	"BIC3"	"Weight"	"WBIC"
Female	20-49	Pancreas	4	3	19	8	11	       0.0969361	      -4.0383780	      -3.5734666	       0.9438445	      -3.5995739
Female	50+	Bladder	1	0	19	2	17	       0.0168314	      -6.7190069	      -6.7190069	       0.0000000	      -6.7190069
Female	50+	Bladder	2	1	19	4	15	       0.0102308	      -6.9069049	      -6.7519344	       0.3921572	      -6.8461321
Female	50+	Bladder	3	2	19	6	13	       0.0079734	      -6.8462562	      -6.5363153	       0.6297544	      -6.6510695
Female	50+	Bladder	4	3	19	8	11	       0.0060092	      -6.8191400	      -6.3542286	       0.6297544	      -6.5263600
Female	50+	Brain and CNS	1	0	19	2	17	       0.0388682	      -5.8820768	      -5.8820768	       0.0000000	      -5.8820768
Female	50+	Brain and CNS	2	1	19	4	15	       0.0155527	      -6.4880795	      -6.3331090	       0.5998612	      -6.3951187
Female	50+	Brain and CNS	3	2	19	6	13	       0.0085955	      -6.7711322	      -6.4611912	       0.9083649	      -6.4895927
Female	50+	Brain and CNS	4	3	19	8	11	       0.0081372	      -6.5159816	      -6.0510702	       0.8836827	      -6.1051474
Female	50+	Breast	1	0	19	2	17	       0.0066758	      -7.6437699	      -7.6437699	       0.0000000	      -7.6437699
Female	50+	Breast	2	1	19	4	15	       0.0046062	      -7.7049084	      -7.5499379	       0.3100112	      -7.6568658
Female	50+	Breast	3	2	19	6	13	       0.0037470	      -7.6014033	      -7.2914624	       0.2318661	      -7.5295385
Female	50+	Breast	4	3	19	8	11	       0.0029502	      -7.5305643	      -7.0656529	       0.6022744	      -7.2505601
Female	50+	Cervix	1	0	19	2	17	       0.0527735	      -5.5762437	      -5.5762437	       0.0000000	      -5.5762437
Female	50+	Cervix	2	1	19	4	15	       0.0270378	      -5.9350767	      -5.7801063	       0.4876637	      -5.8595033
Female	50+	Cervix	3	2	19	6	13	       0.0192796	      -5.9633258	      -5.6533848	       0.3933999	      -5.8413951
Female	50+	Cervix	4	3	19	8	11	       0.0155012	      -5.8715161	      -5.4066047	       0.7723471	      -5.5124431
Female	50+	Colorectum	1	0	19	2	17	       0.0154424	      -6.8051363	      -6.8051363	       0.0000000	      -6.8051363
Female	50+	Colorectum	2	1	19	4	15	       0.0038832	      -7.8756615	      -7.7206910	       0.7485389	      -7.7596601
Female	50+	Colorectum	3	2	19	6	13	       0.0019857	      -8.2364065	      -7.9264655	       0.8639640	      -7.9686287
Female	50+	Colorectum	4	3	19	8	11	       0.0015805	      -8.1546690	      -7.6897575	       0.8451035	      -7.7617707
Female	50+	Endometrium	1	0	19	2	17	       0.0298829	      -6.1449674	      -6.1449674	       0.0000000	      -6.1449674
Female	50+	Endometrium	2	1	19	4	15	       0.0050553	      -7.6118675	      -7.4568970	       0.8308284	      -7.4831136
Female	50+	Endometrium	3	2	19	6	13	       0.0044728	      -7.4243647	      -7.1144238	       0.5830933	      -7.2436402
Female	50+	Endometrium	4	3	19	8	11	       0.0039337	      -7.2428493	      -6.7779379	       0.5620794	      -6.9815322
Female	50+	Gallbladder	1	0	19	2	17	       0.0367589	      -5.9378723	      -5.9378723	       0.0000000	      -5.9378723
Female	50+	Gallbladder	2	1	19	4	15	       0.0286366	      -5.8776277	      -5.7226573	       0.2209627	      -5.8433850
Female	50+	Gallbladder	3	2	19	6	13	       0.0185215	      -6.0034370	      -5.6934961	       0.8819515	      -5.7300841
Female	50+	Gallbladder	4	3	19	8	11	       0.0159067	      -5.8456899	      -5.3807785	       0.6119748	      -5.5611758
Female	50+	Hodgkin Lymphoma	1	0	19	2	17	       0.1051477	      -4.8868875	      -4.8868875	       0.0000000	      -4.8868875
Female	50+	Hodgkin Lymphoma	2	1	19	4	15	       0.0573724	      -5.1827487	      -5.0277782	       0.4543634	      -5.1123358
Female	50+	Hodgkin Lymphoma	3	2	19	6	13	       0.0447626	      -5.1209996	      -4.8110586	       0.9919377	      -4.8135575
Female	50+	Hodgkin Lymphoma	4	3	19	8	11	       0.0432196	      -4.8461363	      -4.3812249	       0.9919377	      -4.3849732
Female	50+	Kidney	1	0	19	2	17	       0.0659092	      -5.3539757	      -5.3539757	       0.0000000	      -5.3539757
Female	50+	Kidney	2	1	19	4	15	       0.0147555	      -6.5406954	      -6.3857249	       0.7761235	      -6.4204192
Female	50+	Kidney	3	2	19	6	13	       0.0136214	      -6.3107270	      -6.0007861	       0.6588533	      -6.1065214
Female	50+	Kidney	4	3	19	8	11	       0.0109802	      -6.2163359	      -5.7514245	       0.6650719	      -5.9071364
Female	50+	Larynx	1	0	19	2	17	       0.0939748	      -4.9992269	      -4.9992269	       0.0000000	      -4.9992269
Female	50+	Larynx	2	1	19	4	15	       0.0803612	      -4.8457806	      -4.6908101	       0.1448639	      -4.8233310
Female	50+	Larynx	3	2	19	6	13	       0.0633485	      -4.7737196	      -4.4637786	       0.5849313	      -4.5924254
Female	50+	Larynx	4	3	19	8	11	       0.0615672	      -4.4923012	      -4.0273898	       0.4971995	      -4.2611474
Female	50+	Leukaemia	1	0	19	2	17	       0.0746716	      -5.2291541	      -5.2291541	       0.0000000	      -5.2291541
Female	50+	Leukaemia	2	1	19	4	15	       0.0220652	      -6.1383108	      -5.9833404	       0.7045033	      -6.0291336
Female	50+	Leukaemia	3	2	19	6	13	       0.0144737	      -6.2500399	      -5.9400989	       0.7903101	      -6.0050904
Female	50+	Leukaemia	4	3	19	8	11	       0.0133650	      -6.0197895	      -5.5548781	       0.5162721	      -5.7797687
Female	50+	Liver	1	0	19	2	17	       0.0796329	      -5.1648254	      -5.1648254	       0.0000000	      -5.1648254
Female	50+	Liver	2	1	19	4	15	       0.0374633	      -5.6089519	      -5.4539814	       0.5295509	      -5.5268871
Female	50+	Liver	3	2	19	6	13	       0.0239345	      -5.7470502	      -5.4371093	       0.6591735	      -5.5427454
Female	50+	Liver	4	3	19	8	11	       0.0207132	      -5.5816615	      -5.1167500	       0.7284405	      -5.2430012
Female	50+	Lung	1	0	19	2	17	       0.0134344	      -6.9444364	      -6.9444364	       0.0000000	      -6.9444364
Female	50+	Lung	2	1	19	4	15	       0.0029746	      -8.1422194	      -7.9872489	       0.7785869	      -8.0215614
Female	50+	Lung	3	2	19	6	13	       0.0020997	      -8.1805644	      -7.8706234	       0.8422631	      -7.9195126
Female	50+	Lung	4	3	19	8	11	       0.0015638	      -8.1653386	      -7.7004271	       0.6933123	      -7.8430097
Female	50+	Melanoma	1	0	19	2	17	       0.0231897	      -6.3985451	      -6.3985451	       0.0000000	      -6.3985451
Female	50+	Melanoma	2	1	19	4	15	       0.0062816	      -7.3946909	      -7.2397204	       0.7291221	      -7.2816985
Female	50+	Melanoma	3	2	19	6	13	       0.0044589	      -7.4274684	      -7.1175275	       0.5460836	      -7.2582148
Female	50+	Melanoma	4	3	19	8	11	       0.0042625	      -7.1625734	      -6.6976620	       0.5460836	      -6.9086929
Female	50+	Multiple Myeloma	1	0	19	2	17	       0.0502116	      -5.6260080	      -5.6260080	       0.0000000	      -5.6260080
Female	50+	Multiple Myeloma	2	1	19	4	15	       0.0466676	      -5.3892613	      -5.2342908	       0.0705797	      -5.3783235
Female	50+	Multiple Myeloma	3	2	19	6	13	       0.0244408	      -5.7261168	      -5.4161758	       0.6053106	      -5.5385062
Female	50+	Multiple Myeloma	4	3	19	8	11	       0.0216095	      -5.5392967	      -5.0743853	       0.6053106	      -5.2578809
Female	50+	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0550672	      -5.5336997	      -5.5336997	       0.0000000	      -5.5336997
Female	50+	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0065467	      -7.3533528	      -7.1983823	       0.8811145	      -7.2168061
Female	50+	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0060374	      -7.1244026	      -6.8144616	       0.6899918	      -6.9105458
Female	50+	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0051764	      -6.9683266	      -6.5034152	       0.5283133	      -6.7227077
Female	50+	Oesophagus	1	0	19	2	17	       0.0102760	      -7.2124400	      -7.2124400	       0.0000000	      -7.2124400
Female	50+	Oesophagus	2	1	19	4	15	       0.0059612	      -7.4470400	      -7.2920695	       0.4198921	      -7.3819691
Female	50+	Oesophagus	3	2	19	6	13	       0.0048126	      -7.3511286	      -7.0411877	       0.9184635	      -7.0664592
Female	50+	Oesophagus	4	3	19	8	11	       0.0040636	      -7.2103608	      -6.7454493	       0.7294181	      -6.8712460
Female	50+	Oral	1	0	19	2	17	       0.0244819	      -6.3443191	      -6.3443191	       0.0000000	      -6.3443191
Female	50+	Oral	2	1	19	4	15	       0.0107827	      -6.8543724	      -6.6994019	       0.5595658	      -6.7676562
Female	50+	Oral	3	2	19	6	13	       0.0080296	      -6.8392354	      -6.5292945	       0.3455585	      -6.7321327
Female	50+	Oral	4	3	19	8	11	       0.0064870	      -6.7426295	      -6.2777181	       0.6424064	      -6.4439675
Female	50+	Ovary	1	0	19	2	17	       0.0091539	      -7.3280747	      -7.3280747	       0.0000000	      -7.3280747
Female	50+	Ovary	2	1	19	4	15	       0.0077239	      -7.1879984	      -7.0330280	       0.1562211	      -7.1637888
Female	50+	Ovary	3	2	19	6	13	       0.0056954	      -7.1827168	      -6.8727759	       0.4182381	      -7.0530877
Female	50+	Ovary	4	3	19	8	11	       0.0037612	      -7.2876858	      -6.8227744	       0.5449199	      -7.0343464
Female	50+	Pancreas	1	0	19	2	17	       0.0099936	      -7.2403126	      -7.2403126	       0.0000000	      -7.2403126
Female	50+	Pancreas	2	1	19	4	15	       0.0034793	      -7.9854790	      -7.8305085	       0.6518451	      -7.8844622
Female	50+	Pancreas	3	2	19	6	13	       0.0029163	      -7.8520723	      -7.5421313	       0.5456368	      -7.6829571
Female	50+	Pancreas	4	3	19	8	11	       0.0026706	      -7.6301401	      -7.1652287	       0.5456368	      -7.3764673
Male	20-49	Bladder	1	0	19	2	17	       0.1201449	      -4.7535551	      -4.7535551	       0.0000000	      -4.7535551
Male	20-49	Bladder	2	1	19	4	15	       0.1121431	      -4.5125366	      -4.3575661	       0.0666009	      -4.5022154
Male	20-49	Bladder	3	2	19	6	13	       0.0722229	      -4.6426139	      -4.3326729	       0.6100418	      -4.4535369
Male	20-49	Bladder	4	3	19	8	11	       0.0522170	      -4.6570230	      -4.1921116	       0.6482434	      -4.3556472
Male	20-49	Brain and CNS	1	0	19	2	17	       0.0193804	      -6.5779904	      -6.5779904	       0.0000000	      -6.5779904
Male	20-49	Brain and CNS	2	1	19	4	15	       0.0178755	      -6.3488832	      -6.1939127	       0.0776529	      -6.3368493
Male	20-49	Brain and CNS	3	2	19	6	13	       0.0119849	      -6.4387202	      -6.1287792	       0.8308717	      -6.1811990
Male	20-49	Brain and CNS	4	3	19	8	11	       0.0108298	      -6.2301316	      -5.7652202	       0.8308717	      -5.8438498
Male	20-49	Breast	1	0	19	2	17	       0.8516949	      -2.7950250	      -2.7950250	       0.0000000	      -2.7950250
Male	20-49	Breast	2	1	19	4	15	       0.7906530	      -2.5594531	      -2.4044827	       0.0716710	      -2.5483462
Male	20-49	Breast	3	2	19	6	13	       0.7705418	      -2.2752775	      -1.9653365	       0.2386588	      -2.2013073
Male	20-49	Breast	4	3	19	8	11	       0.7124135	      -2.0437719	      -1.5788605	       0.5287638	      -1.7979436
Male	20-49	Colorectum	1	0	19	2	17	       0.0251825	      -6.3161051	      -6.3161051	       0.0000000	      -6.3161051
Male	20-49	Colorectum	2	1	19	4	15	       0.0210970	      -6.1831830	      -6.0282125	       0.1622360	      -6.1580412
Male	20-49	Colorectum	3	2	19	6	13	       0.0197338	      -5.9400391	      -5.6300981	       0.5602114	      -5.7664066
Male	20-49	Colorectum	4	3	19	8	11	       0.0157764	      -5.8539136	      -5.3890022	       0.5567743	      -5.5950629
Male	20-49	Gallbladder	1	0	19	2	17	       1.1488770	      -2.4957131	      -2.4957131	       0.0000000	      -2.4957131
Male	20-49	Gallbladder	2	1	19	4	15	       0.8281704	      -2.5130935	      -2.3581230	       0.2791479	      -2.4698338
Male	20-49	Gallbladder	3	2	19	6	13	       0.7787043	      -2.2647400	      -1.9547991	       0.6053917	      -2.0771043
Male	20-49	Gallbladder	4	3	19	8	11	       0.6957120	      -2.0674947	      -1.6025833	       0.7077451	      -1.7384559
Male	20-49	Hodgkin Lymphoma	1	0	19	2	17	       0.0466440	      -5.6997095	      -5.6997095	       0.0000000	      -5.6997095
Male	20-49	Hodgkin Lymphoma	2	1	19	4	15	       0.0384842	      -5.5820651	      -5.4270947	       0.1749379	      -5.5549549
Male	20-49	Hodgkin Lymphoma	3	2	19	6	13	       0.0331169	      -5.4223282	      -5.1123873	       0.6912941	      -5.2080678
Male	20-49	Hodgkin Lymphoma	4	3	19	8	11	       0.0306872	      -5.1885842	      -4.7236728	       0.6316390	      -4.8949280
Male	20-49	Kidney	1	0	19	2	17	       0.0732040	      -5.2490028	      -5.2490028	       0.0000000	      -5.2490028
Male	20-49	Kidney	2	1	19	4	15	       0.0428009	      -5.4757531	      -5.3207827	       0.4153204	      -5.4113907
Male	20-49	Kidney	3	2	19	6	13	       0.0253036	      -5.6914231	      -5.3814821	       0.7465197	      -5.4600461
Male	20-49	Kidney	4	3	19	8	11	       0.0218210	      -5.5295557	      -5.0646443	       0.8199581	      -5.1483479
Male	20-49	Larynx	1	0	19	2	17	       0.2251201	      -4.1256194	      -4.1256194	       0.0000000	      -4.1256194
Male	20-49	Larynx	2	1	19	4	15	       0.1931849	      -3.9686646	      -3.8136941	       0.1418584	      -3.9466808
Male	20-49	Larynx	3	2	19	6	13	       0.1557663	      -3.8740146	      -3.5640737	       0.3904146	      -3.7530092
Male	20-49	Larynx	4	3	19	8	11	       0.1324936	      -3.7258958	      -3.2609844	       0.4729867	      -3.5059989
Male	20-49	Leukaemia	1	0	19	2	17	       0.0575600	      -5.4894260	      -5.4894260	       0.0000000	      -5.4894260
Male	20-49	Leukaemia	2	1	19	4	15	       0.0460316	      -5.4029848	      -5.2480143	       0.2002849	      -5.3719466
Male	20-49	Leukaemia	3	2	19	6	13	       0.0404176	      -5.2231054	      -4.9131645	       0.1968913	      -5.1620808
Male	20-49	Leukaemia	4	3	19	8	11	       0.0389970	      -4.9489448	      -4.4840334	       0.6153105	      -4.6628799
Male	20-49	Liver	1	0	19	2	17	       0.3128736	      -3.7964541	      -3.7964541	       0.0000000	      -3.7964541
Male	20-49	Liver	2	1	19	4	15	       0.2042612	      -3.9129130	      -3.7579425	       0.3471447	      -3.8591158
Male	20-49	Liver	3	2	19	6	13	       0.1750232	      -3.7574530	      -3.4475121	       0.5355224	      -3.5914727
Male	20-49	Liver	4	3	19	8	11	       0.1585380	      -3.5464360	      -3.0815246	       0.5355224	      -3.2974655
Male	20-49	Lung	1	0	19	2	17	       0.0381184	      -5.9015564	      -5.9015564	       0.0000000	      -5.9015564
Male	20-49	Lung	2	1	19	4	15	       0.0296870	      -5.8416040	      -5.6866336	       0.2211903	      -5.8073261
Male	20-49	Lung	3	2	19	6	13	       0.0274300	      -5.6107341	      -5.3007931	       0.8429990	      -5.3494542
Male	20-49	Lung	4	3	19	8	11	       0.0263270	      -5.3418336	      -4.8769222	       0.8429990	      -4.9499138
Male	20-49	Melanoma	1	0	19	2	17	       0.1045663	      -4.8924319	      -4.8924319	       0.0000000	      -4.8924319
Male	20-49	Melanoma	2	1	19	4	15	       0.0324049	      -5.7540032	      -5.5990328	       0.6901021	      -5.6470578
Male	20-49	Melanoma	3	2	19	6	13	       0.0220905	      -5.8272246	      -5.5172836	       0.7603995	      -5.5915456
Male	20-49	Melanoma	4	3	19	8	11	       0.0191340	      -5.6609657	      -5.1960543	       0.9595978	      -5.2148377
Male	20-49	Multiple Myeloma	1	0	19	2	17	       0.2631123	      -3.9696725	      -3.9696725	       0.0000000	      -3.9696725
Male	20-49	Multiple Myeloma	2	1	19	4	15	       0.2194194	      -3.8413273	      -3.6863568	       0.1660617	      -3.8155927
Male	20-49	Multiple Myeloma	3	2	19	6	13	       0.1599763	      -3.8473460	      -3.5374051	       0.6988699	      -3.6307376
Male	20-49	Multiple Myeloma	4	3	19	8	11	       0.1448676	      -3.6366102	      -3.1716988	       0.6988699	      -3.3116976
Male	20-49	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0668327	      -5.3400614	      -5.3400614	       0.0000000	      -5.3400614
Male	20-49	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0138780	      -6.6020052	      -6.4470347	       0.7923466	      -6.4792149
Male	20-49	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0130963	      -6.3500379	      -6.0400970	       0.6531829	      -6.1475898
Male	20-49	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0123041	      -6.1024973	      -5.6375859	       0.6309289	      -5.8091712
Male	20-49	Oesophagus	1	0	19	2	17	       0.1236754	      -4.7245925	      -4.7245925	       0.0000000	      -4.7245925
Male	20-49	Oesophagus	2	1	19	4	15	       0.1178708	      -4.4627234	      -4.3077530	       0.0469347	      -4.4554499
Male	20-49	Oesophagus	3	2	19	6	13	       0.1042266	      -4.2758044	      -3.9658635	       0.2964896	      -4.1839102
Male	20-49	Oesophagus	4	3	19	8	11	       0.0932427	      -4.0772242	      -3.6123128	       0.3144038	      -3.9310543
Male	20-49	Oral	1	0	19	2	17	       0.0751384	      -5.2229212	      -5.2229212	       0.0000000	      -5.2229212
Male	20-49	Oral	2	1	19	4	15	       0.0065119	      -7.3586791	      -7.2037086	       0.9133345	      -7.2171392
Male	20-49	Oral	3	2	19	6	13	       0.0063086	      -7.0804528	      -6.7705118	       0.8940226	      -6.8033585
Male	20-49	Oral	4	3	19	8	11	       0.0061526	      -6.7955560	      -6.3306446	       0.7615708	      -6.4414931
Male	20-49	Pancreas	1	0	19	2	17	       0.1007052	      -4.9300558	      -4.9300558	       0.0000000	      -4.9300558
