"sex"	"age_group"	"cancer_site"	"Model"	"Segment"	"Segment Start"	"Segment End"	"APC"	"APC 95% LCL"	"APC 95% UCL"	"APC Significant"	"Test Statistic"	"P-Value"
Women	20-49	Bladder	0	0	2001	2019	-0.8115	-1.8942	0.2833	0	-1.5661	0.135755
Women	20-49	Brain and CNS	2	0	2001	2012	0.9223	0.0923	1.7591	1	2.4470	0.032419
Women	20-49	Brain and CNS	2	1	2012	2015	7.1215	-5.2269	21.0790	0	1.2362	0.242114
Women	20-49	Brain and CNS	2	2	2015	2019	-3.8846	-7.5361	-0.0889	1	-2.2515	0.045767
Women	20-49	Breast	1	0	2001	2013	1.5771	1.2817	1.8734	1	11.5233	0.000000
Women	20-49	Breast	1	1	2013	2019	-0.4907	-1.3158	0.3412	0	-1.2674	0.225701
Women	20-49	Cervix	0	0	2001	2019	1.3678	0.8513	1.8870	1	5.6112	0.000031
Women	20-49	Colorectum	0	0	2001	2019	3.3891	2.9782	3.8017	1	17.6576	0.000000
Women	20-49	Endometrium	1	0	2001	2007	5.8734	2.8131	9.0249	1	4.1733	0.000938
Women	20-49	Endometrium	1	1	2007	2019	2.0484	1.0067	3.1010	1	4.2385	0.000826
Women	20-49	Gallbladder	0	0	2001	2019	3.4044	1.9021	4.9287	1	4.8264	0.000158
Women	20-49	Hodgkin Lymphoma	0	0	2001	2019	1.5691	1.0617	2.0790	1	6.5589	0.000005
Women	20-49	Kidney	0	0	2001	2019	4.6272	3.8761	5.3837	1	13.2467	0.000000
Women	20-49	Larynx	0	0	2001	2019	-0.6382	-2.4510	1.2084	0	-0.7336	0.473217
Women	20-49	Leukaemia	0	0	2001	2019	1.5290	1.0556	2.0045	1	6.8511	0.000003
Women	20-49	Liver	1	0	2001	2008	9.6354	5.9058	13.4962	1	5.7006	0.000055
Women	20-49	Liver	1	1	2008	2019	0.8900	-0.8564	2.6672	0	1.0884	0.294821
Women	20-49	Lung	0	0	2001	2019	-0.1478	-0.7293	0.4370	0	-0.5344	0.599958
Women	20-49	Melanoma	1	0	2001	2006	5.3379	2.3768	8.3845	1	3.9118	0.001565
Women	20-49	Melanoma	1	1	2006	2019	1.0420	0.3690	1.7196	1	3.3267	0.004990
Women	20-49	MultipleMyeloma	0	0	2001	2019	6.0651	4.9857	7.1555	1	12.1458	0.000000
Women	20-49	Non-Hodgkin Lymphoma	0	0	2001	2019	0.4667	-0.1104	1.0472	0	1.7052	0.106364
Women	20-49	Oesophagus	0	0	2001	2019	-1.5696	-2.9153	-0.2052	1	-2.4246	0.026758
Women	20-49	Oral	2	0	2001	2004	-2.1363	-10.5822	7.1073	0	-0.5266	0.608917
Women	20-49	Oral	2	1	2004	2008	7.7586	-1.5413	17.9368	0	1.8222	0.095698
Women	20-49	Oral	2	2	2008	2019	0.8155	-0.4040	2.0499	0	1.4688	0.169898
Women	20-49	Ovary	2	0	2001	2005	-0.5892	-3.1668	2.0570	0	-0.4951	0.630283
Women	20-49	Ovary	2	1	2005	2008	5.3392	-3.0582	14.4640	0	1.3781	0.195562
Women	20-49	Ovary	2	2	2008	2019	0.0282	-0.5305	0.5901	0	0.1109	0.913669
Women	20-49	Pancreas	0	0	2001	2019	2.8955	2.0480	3.7501	1	7.2813	0.000001
Women	20-49	Stomach	0	0	2001	2019	0.4964	-0.3663	1.3665	0	1.2118	0.242172
Women	20-49	Thyroid	1	0	2001	2013	7.3019	6.6854	7.9220	1	26.2307	0.000000
Women	20-49	Thyroid	1	1	2013	2019	3.3740	1.6851	5.0910	1	4.3206	0.000705
Women	50+	Bladder	1	0	2001	2011	-0.8264	-1.4206	-0.2285	1	-2.9611	0.010317
Women	50+	Bladder	1	1	2011	2019	-2.1841	-3.0046	-1.3566	1	-5.6225	0.000063
Women	50+	Brain and CNS	2	0	2001	2005	-0.4852	-3.0659	2.1641	0	-0.4075	0.691475
Women	50+	Brain and CNS	2	1	2005	2009	3.9607	-0.2698	8.3705	0	2.0579	0.064100
Women	50+	Brain and CNS	2	2	2009	2019	-0.7602	-1.4001	-0.1163	1	-2.5968	0.024836
Women	50+	Breast	1	0	2001	2004	2.0487	-0.6920	4.8651	0	1.5977	0.132430
Women	50+	Breast	1	1	2004	2019	0.3914	0.1607	0.6226	1	3.6412	0.002671
Women	50+	Cervix	1	0	2001	2008	-3.4106	-5.1098	-1.6809	1	-4.1933	0.000902
Women	50+	Cervix	1	1	2008	2019	-0.6027	-1.4888	0.2914	0	-1.4479	0.169670
Women	50+	Colorectum	2	0	2001	2011	0.9706	0.6648	1.2773	1	7.0090	0.000022
Women	50+	Colorectum	2	1	2011	2017	-1.4342	-2.2892	-0.5718	1	-3.6497	0.003823
Women	50+	Colorectum	2	2	2017	2019	2.1840	-1.7206	6.2437	0	1.2205	0.247790
Women	50+	Endometrium	1	0	2001	2011	3.0196	2.5645	3.4768	1	14.4104	0.000000
Women	50+	Endometrium	1	1	2011	2019	0.3019	-0.3186	0.9263	0	1.0419	0.315095
Women	50+	Gallbladder	0	0	2001	2019	3.3095	2.8858	3.7349	1	16.7167	0.000000
Women	50+	Hodgkin Lymphoma	1	0	2001	2014	3.5889	2.5553	4.6329	1	7.5413	0.000003
Women	50+	Hodgkin Lymphoma	1	1	2014	2019	-1.3576	-5.4886	2.9540	0	-0.6853	0.504358
Women	50+	Kidney	1	0	2001	2014	4.4816	3.9746	4.9911	1	19.3308	0.000000
Women	50+	Kidney	1	1	2014	2019	-0.6765	-2.7164	1.4062	0	-0.7016	0.494440
Women	50+	Larynx	0	0	2001	2019	-0.9786	-1.6271	-0.3259	1	-3.1579	0.005744
Women	50+	Leukaemia	1	0	2001	2015	1.8481	1.2754	2.4239	1	6.9658	0.000007
Women	50+	Leukaemia	1	1	2015	2019	-4.3134	-7.8842	-0.6041	1	-2.4865	0.026139
Women	50+	Liver	2	0	2001	2003	-1.1891	-14.0079	13.5406	0	-0.1895	0.853172
Women	50+	Liver	2	1	2003	2013	5.9040	4.5692	7.2559	1	9.9535	0.000001
Women	50+	Liver	2	2	2013	2019	0.7438	-1.5948	3.1380	0	0.6945	0.501798
Women	50+	Lung	1	0	2001	2012	2.3120	2.0157	2.6091	1	16.9055	0.000000
Women	50+	Lung	1	1	2012	2019	0.4598	-0.1159	1.0389	0	1.7119	0.108962
Women	50+	Melanoma	1	0	2001	2013	4.5417	4.1456	4.9394	1	25.0907	0.000000
Women	50+	Melanoma	1	1	2013	2019	1.9186	0.8184	3.0308	1	3.7555	0.002130
Women	50+	MultipleMyeloma	0	0	2001	2019	2.4821	1.9911	2.9755	1	10.7707	0.000000
Women	50+	Non-Hodgkin Lymphoma	1	0	2001	2011	2.3633	1.8442	2.8852	1	9.8528	0.000000
Women	50+	Non-Hodgkin Lymphoma	1	1	2011	2019	-1.3918	-2.0920	-0.6865	1	-4.2181	0.000860
Women	50+	Oesophagus	1	0	2001	2013	-0.5303	-0.8902	-0.1690	1	-3.1453	0.007158
Women	50+	Oesophagus	1	1	2013	2019	-1.7990	-2.8115	-0.7760	1	-3.7571	0.002124
Women	50+	Oral	1	0	2001	2011	3.6496	2.9742	4.3295	1	11.7594	0.000000
Women	50+	Oral	1	1	2011	2019	1.6116	0.6848	2.5470	1	3.7421	0.002187
Women	50+	Ovary	0	0	2001	2019	-1.3000	-1.5022	-1.0974	1	-13.4633	0.000000
Women	50+	Pancreas	1	0	2001	2013	1.4113	1.1316	1.6918	1	10.8843	0.000000
Women	50+	Pancreas	1	1	2013	2019	-0.1757	-0.9607	0.6154	0	-0.4779	0.640109
Women	50+	Stomach	1	0	2001	2017	-3.6405	-3.9419	-3.3383	1	-25.3945	0.000000
Women	50+	Stomach	1	1	2017	2019	1.6561	-6.3167	10.3074	0	0.4313	0.672798
Women	50+	Thyroid	1	0	2001	2014	5.6126	4.9211	6.3086	1	17.8302	0.000000
Women	50+	Thyroid	1	1	2014	2019	2.3555	-0.4730	5.2644	0	1.7819	0.096461
