Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,DeathsAgeUnder5,DeathsAge5To9,DeathsAge10To14,DeathsAge15To19,DeathsAge20To24,DeathsAge25To29,DeathsAge30To34,DeathsAge35To39,DeathsAge40To44,DeathsAge45To49,DeathsAge50To54,DeathsAge55To59,DeathsAge60To64,DeathsAge65To69,DeathsAge70To74,DeathsAge75To79,DeathsAge80To84,DeathsAge85To89,DeathsAge90AndOver,DeathsAllAges,MortalityRateAgeUnder5,MortalityRateAge5To9,MortalityRateAge10To14,MortalityRateAge15To19,MortalityRateAge20To24,MortalityRateAge25To29,MortalityRateAge30To34,MortalityRateAge35To39,MortalityRateAge40To44,MortalityRateAge45To49,MortalityRateAge50To54,MortalityRateAge55To59,MortalityRateAge60To64,MortalityRateAge65To69,MortalityRateAge70To74,MortalityRateAge75To79,MortalityRateAge80To84,MortalityRateAge85To89,MortalityRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedMortalityRatio,StandardisedMortalityRatioQF
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2008,2,7,10,14,20,19,26,94,173,342,533,940,1445,1898,2378,2527,2356,1627,800,15211,.709028772387583,2.5714684554291,3.29176926014194,4.25367715198085,5.7689256818149,5.64669519733714,8.48212392383053,25.414059923109,42.4250449999755,86.536490818782,151.108792660592,286.865234375,458.772394918897,761.017309334691,1096.37293277454,1456.08131467951,1976.24479935579,2338.95429910438,2745.74409665019,292.356185973207,287.728392515249,297.039760681444,351.017394384982,345.115639750731, ,356.968491082242, ,133.69742608651,131.378202193311, ,136.036660947995, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2009,5,8,6,12,8,27,38,67,189,321,571,904,1465,1868,2352,2578,2297,1637,766,15119,1.73909414064402,2.96753516529171,1.99907376249005,3.61096650527652,2.29422915334341,7.94178378346579,12.2797323018358,18.7401579207935,46.7790518950466,79.9290847248298,158.116557655777,277.253837542746,453.122680259316,735.412803584153,1070.75057247825,1475.00557847339,1900.89210347738,2266.68512877319,2634.8376444689,288.977235803437,284.389087393629,293.62085673285,342.955723939522,337.194497392692, ,348.765075672023, ,130.930655273075,128.652046959986, ,133.228988541035, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2010,7,6,1,13,15,22,36,77,167,295,579,884,1495,1825,2316,2624,2463,1586,859,15270,2.40615976900866,2.22553579774331,.338179444776988,3.91771591135113,4.24060635016666,6.41584597303595,11.4098809569087,22.1956387011228,42.093695019837,72.2232015198699,156.866357449391,270.113362055795,451.233572985144,710.163707326944,1047.52772601451,1481.64878599661,2000.22739085239,2218.77142177642,2648.78199198273,290.182813272015,285.598270330012,294.822508571212,340.712554389071,335.070586828027, ,346.400973623724, ,128.945272170447,126.708751697638, ,131.201087685257, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2011,9,4,7,14,15,33,40,72,169,334,528,874,1454,1875,2363,2574,2451,1669,890,15375,3.065541272404,1.4765596160945,2.41158110147244,4.28355939308083,4.10306909568357,9.52796168027048,12.3538386465134,21.422132037691,42.9300113802634,81.3109071035059,139.935385895679,263.313288584134,432.142613006482,709.11793293068,1072.3021142004,1436.83293886482,1954.60780248174,2322.08695652174,2530.63777758822,290.099813204023,285.532196917942,294.722189019082,338.354441784605,332.803356176869, ,343.950804520377, ,128.314725757971,126.092610249249, ,130.555981898581, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2012,10,5,1,10,8,23,41,72,168,283,583,905,1444,1914,2385,2645,2519,1775,996,15787,3.3807769025322,1.81424326099341,.355141381784088,3.13542528908621,2.15437729070898,6.62190641806686,12.3146421094682,22.3610123327194,43.5830451577421,68.9796376009711,151.543902242486,266.728756012449,447.581232584162,669.8279934907,1076.54044587281,1464.57067868593,1958.37576869553,2454.30159564171,2698.82129792711,297.105540499849,292.488825608408,301.776871785064,339.4989584132,334.025181752837, ,345.016605221396, ,127.803256508752,125.613918695432, ,130.011247062203, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2013,10,3,4,15,8,21,46,71,147,309,566,906,1364,2012,2363,2600,2522,1800,997,15764,3.40086313906469,1.06120687520561,1.45384760769376,4.78470425742985,2.16054467331214,5.96463821628914,13.5012576715027,22.6035465282863,39.2758285329543,75.7692788677274,144.227338980114,261.530734191246,429.864895102251,676.570875170656,1050.59576738396,1416.56178661131,1935.16209476309,2464.47054957693,2645.26399575484,295.887531204835,291.286403007635,300.543131357582,334.123721994244,328.747600850221, ,339.542842007478, ,125.918802153714,123.755179999465, ,128.100914555753, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2014,6,8,6,11,9,15,34,63,163,303,545,903,1331,1988,2375,2641,2436,1893,1016,15746,2.05580129995169,2.77084105416648,2.20670175322454,3.56828894057501,2.442062077218,4.19512358834091,9.89286607968995,20.0027305314694,45.1663674048458,75.059824909953,136.716545210531,254.615074453057,421.455938697318,650.572523455627,1034.25000544342,1416.73908612014,1839.28180424787,2529.7678707453,2568.77022653722,294.449846660184,289.86846861801,299.085494034901,326.778850649775,321.536662479225, ,332.062839852355, ,123.00707549339,120.885888358662, ,125.146455949955, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2015,4,4,7,8,11,38,55,61,130,325,588,889,1279,2118,2422,2625,2458,1818,1171,16011,1.37374902978975,1.36819494041511,2.57218657906534,2.63172611626308,2.9918133108494,10.4428309965209,15.8091405576315,19.0543423596773,37.161437861788,82.1084437797169,145.080225910637,245.025081307535,403.472577114051,676.774616158873,1042.500624123,1399.48498952386,1829.67225195584,2391.72762195443,2942.58072622189,297.989949748744,293.391872093525,302.642038981705,329.303260603685,324.057231738388, ,334.590828550223, ,123.715222088215,121.599118735913, ,125.849326765946, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2016,3,6,5,9,15,26,44,70,165,321,554,882,1272,2049,2307,2567,2532,1867,1119,15813,1.04443005451925,2.00761555500532,1.82230353745563,3.01346012187772,4.12125275093621,6.94956752306722,12.5030902524203,21.3575466891226,48.8689069358307,81.8353554229307,136.221357246657,237.850607166261,395.581430064189,645.305551706328,965.195235525209,1373.85868576261,1856.06005072644,2394.26504911642,2724.81554532837,292.578681517938,288.036034046715,297.175024667008,319.393349938951,314.29140910873, ,324.535799243343, ,120.000993902179,117.927848193881, ,122.091953804764, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2017,7,5,8,10,9,16,42,74,119,280,564,847,1239,1940,2472,2743,2649,1892,1189,16105,2.4813368024785,1.65589781123427,2.85615340399933,3.44780030340643,2.5237725351856,4.18576421590172,11.8283203785063,21.8254963088367,36.6116671230306,72.7140519905472,138.558257114008,223.550091584276,376.583153754738,635.92796312929,952.491041498093,1457.01203641733,1921.05473084203,2362.31286911139,2849.61054523667,296.877304232414,292.309731973304,301.498371910469,320.673581184685,315.604663781927, ,325.782321403473, ,118.105665586131,116.07520227968, ,120.15349062663, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2018,3,11,9,9,11,17,44,81,123,273,542,926,1344,1891,2555,2719,2595,1900,1100,16153,1.08357232122863,3.65340480721647,3.12728030855832,3.16273316371712,3.13726384959387,4.44630433645446,12.1796610732496,23.2760627246787,38.7374733089361,72.9386807449898,133.930667404686,239.48688770496,399.636045744055,629.466767416856,942.926208181869,1422.80038932089,1850.16184460066,2332.74810003806,2623.60769909605,297.033890513231,292.470678198061,301.650467202548,314.942903263427,309.981980607428, ,319.942662936039, ,117.910253462371,115.881473535858, ,119.956395204355, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2019,5,8,4,8,6,23,45,82,145,258,514,898,1400,1869,2548,2730,2626,2007,1190,16366,1.8401634065105,2.67276056074517,1.35743228109708,2.83730200951915,1.72683735494566,6.01692587408929,12.1798393885179,23.2609595996846,45.3930727040497,71.3775874375446,128.150789099703,228.427235241896,406.158523671789,624.156770548082,913.733253005135,1393.2054442182,1838.8454347476,2405.63832720037,2725.73182463695,299.562535463914,294.990407826248,304.187780407975,312.719479745542,307.836935919399, ,317.639907936261, ,116.792573565768,114.784889277956, ,118.817423070839, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2020,2,7,6,7,11,20,35,75,142,256,520,859,1291,1858,2578,2728,2647,1951,1191,16184,.758132870366861,2.34975814275116,2.01287569486146,2.48121366794272,3.21868004857281,5.30217070868814,9.35656255931392,21.0871997885657,43.7777078978685,73.1587430413461,132.277487643502,215.102768540406,366.169459027878,618.440717231463,901.934716439842,1376.31804651632,1847.22532380527,2307.18289539036,2722.34793938147,296.084888401025,291.540597035206,300.68227161934,305.980377655174,301.179285486923, ,310.818908978349, ,113.540329729731,111.575698349757, ,115.52186983269, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1995,5,6,3,6,10,16,24,29,87,177,324,552,871,1279,1471,1224,999,526,144,7753,3.07667694276766,3.61269501026608,1.83617634637631,3.84997914594629,5.60849350256028,8.12785109776789,11.9994000299985,15.7313732403917,52.3191830990997,101.457665785838,227.590421533988,415.393645681261,712.876797538079,1173.87912440916,1638.86939180231,2225.45454545455,2845.34320706351,3601.99958912552,3254.97287522604,316.01648845478,309.020840870265,323.130562444878,493.077818197002,481.222346605866, ,505.075550698819, ,191.823510589697,187.421276069707, ,196.276137876388, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1996,6,6,6,6,12,13,25,40,71,181,363,550,832,1159,1512,1249,992,504,157,7684,3.78522626189981,3.62157007134493,3.69214864590448,3.81419771529557,7.08131712498525,6.72613257724705,12.593570226785,21.374486344375,42.22119147013,102.569333469337,248.305299231827,417.70459930737,682.034298455586,1068.67554309741,1692.67626446947,2154.9716178678,2855.41579114015,3348.83720930233,3394.59459459459,314.014597346977,307.032298220897,321.115631402566,484.707836034699,473.037838339932, ,496.518060777539, ,188.265440749838,183.915558378677, ,192.665458269088, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1997,2,4,3,5,11,14,23,42,79,149,316,547,744,1185,1462,1296,968,504,167,7521,1.29117225529058,2.41098928918008,1.83735714548194,3.13607426223853,6.86967600109915,7.52162467092892,11.6332001416216,22.0822511277721,46.0466878442573,88.273279855919,200.897682047631,414.196254817776,609.871058175469,1087.75472737287,1652.53758336159,2116.43667837021,2854.78353190987,3242.61725535611,3452.55323547654,307.944652670696,301.023935406489,314.984338178106,472.261586706845,460.805571229649, ,483.856307880816, ,180.668550032613,176.453285762572, ,184.932879630445, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1998,6,9,5,6,9,13,24,38,90,156,330,497,817,1164,1398,1323,842,520,173,7420,3.94949907186772,5.48767103241384,3.02398016269013,3.72111484600786,5.86774111526199,7.29984389564592,12.2728248974708,19.746311856621,51.5455060909606,94.0835896508051,201.776859251469,371.713847649677,660.96045563394,1066.77419946111,1574.73219414939,2067.09060512788,2591.88573539371,3216.62748979339,3326.28340703711,304.224164828817,297.340948593716,311.226514917717,458.379956604661,447.243276209266, ,469.651689815402, ,178.082681667194,173.89211563754, ,182.322448838181, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1999,5,6,5,10,12,15,25,40,64,147,354,553,746,1072,1405,1432,835,529,196,7451,3.35782305615623,3.68652268747504,3.00748261675048,6.22552590130051,7.86751111285945,8.87789345344137,12.9761601984833,20.607934054611,35.9391056778171,89.203359386378,211.265083968919,405.785190675012,598.283743684337,984.009840098401,1576.17231321517,2146.82997766217,2646.00564058687,3210.14624673827,3548.15351194786,305.803117952338,298.898503876366,312.826984998566,458.57701169495,447.4768748405, ,469.811252665022, ,175.408894878884,171.283221464162, ,179.582984121846, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2000,4,7,6,10,3,10,27,40,79,136,290,478,836,1095,1371,1343,932,572,214,7453,2.749972500275,4.37000181042932,3.62152635264009,6.22033676903268,1.94830497467204,6.2373693271126,14.4274699026947,20.4784796776687,43.4842438420256,82.4797287872448,169.018353061855,346.950033388497,667.039016995133,1000.84088914887,1529.1781922013,2040.07230636023,2717.67656149764,3425.97029228558,3600.26917900404,306.464917106853,299.546283755083,313.503029375354,455.446637743265,444.499049974267, ,466.52555429967, ,172.926847140584,168.855489314364, ,177.046031709746, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2001,6,7,5,6,11,10,15,35,75,166,338,559,833,1064,1389,1398,1017,560,244,7738,4.23214739158649,4.47699146173771,3.01679146127345,3.72363203068273,6.97487144043777,6.53078284493962,8.14411831775092,17.977297241769,40.6376315304674,99.2674540290028,194.32211477653,393.720198057459,668.421306029433,965.035599292549,1539.22872340426,2111.97389491495,2750.65588402348,3357.11288292069,3832.26009109471,317.947778166298,310.902596883885,325.112341012796,464.482719388999,453.566450082098, ,475.526992330507, ,176.856524540957,172.751630365423, ,181.008948397203, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2002,5,1,7,8,15,11,25,46,80,146,317,527,858,1113,1374,1375,1048,536,245,7737,3.62148263499077,.649599521894752,4.2358009899672,4.94703579798779,9.28292498777748,7.44788175472094,14.046127482653,23.7137849262811,42.4635211813352,85.5066267635742,189.844231909402,344.098097339932,685.615655689891,1004.44917739854,1504.41799608019,2074.40709673526,2655.71942628351,3227.94339054502,3766.91266912669,317.658434042868,310.619211794076,324.816944659555,455.972143659714,445.258728912056, ,466.811149700417, ,174.431704597898,170.375795059038, ,178.534662289327, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2003,8,6,5,8,6,9,28,33,62,133,273,537,819,1037,1336,1377,1132,542,251,7602,5.90196830643019,3.95556581072618,3.064232440416,4.9043949509254,3.65381336321341,6.24744028488328,16.2233256658806,17.1080189950853,32.4186396720489,76.5591001715384,166.41572232348,336.527313860288,646.429247963629,921.958071800708,1448.70960746042,2055.86825721495,2747.17274183371,3392.37654127809,3765.94148537134,311.801706911317,304.83152931832,318.891056880811,446.336940518076,435.740679066198, ,457.058729177106, ,167.229847691946,163.289481302354, ,171.216539463412, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2004,8,4,6,8,8,9,22,35,73,172,264,523,770,1090,1369,1349,1133,535,262,7640,5.93198973765775,2.66915788068864,3.69492256058133,4.88916865798432,4.86923072241124,6.18471687740517,13.2430398796087,18.2806762805614,37.658760046635,97.0298705328181,161.797422272886,318.888827915882,593.783014721192,956.190676702283,1474.16707944781,1988.41442742803,2625.48083607545,3369.22980036526,3870.01477104874,312.269706200802,305.306351542253,319.351817335754,441.539022278602,431.056298187668, ,452.145932971142, ,165.980330330324,162.075950192422, ,169.930535067108, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2005,2,5,8,5,7,11,22,44,84,138,302,527,758,1061,1305,1378,1147,579,254,7637,1.47318797878609,3.37698651231587,4.9763003694903,3.0533418826906,4.21202110824293,7.3243487988068,13.6462035641403,23.4000234000234,42.6493361427737,76.0632316952179,184.646237374355,313.034594183615,576.364493513998,924.216027874564,1387.50079741425,2001.04553903346,2667.19374941866,3260.13513513513,3616.68802506052,310.286461401697,303.3659801714,317.324991321772,432.07993962097,421.89827448312, ,442.381314736716, ,161.942657585604,158.139049931533, ,165.790838420955, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2006,5,4,7,7,14,13,25,34,72,148,268,547,758,1020,1286,1389,1149,672,274,7692,3.64386336969909,2.75628260165515,4.42086648983201,4.24453364702458,8.35382008258348,8.38206753367334,16.01342565607,18.243377385724,36.423606544108,80.0480288172904,161.724416766236,320.557899671824,558.210779801312,893.044757301954,1351.0957954235,1984.68265081588,2634.23357329543,3447.39137126148,3862.41894558782,310.779842460639,303.873044485351,317.804029791359,430.185538789009,420.086748704681, ,440.402611321604, ,159.734225775318,155.983898722795, ,163.528484918998, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2007,9,1,7,6,11,12,15,33,66,126,281,503,819,976,1328,1412,1177,657,300,7739,6.39558846520089,.705412631118573,4.45400287601329,3.59318014408652,6.50095150290179,7.41715959873167,9.84633158506246,18.0513314224449,33.2594235033259,66.5979544913978,165.64880096206,306.778399873141,556.287612242403,847.104568809887,1380.85929376534,1970.44334975369,2654.42818159266,3138.4350816853,4283.26670474015,309.986665646596,303.118330389088,316.971378197963,426.164496631504,416.1412871711, ,436.305326724865, ,156.280197828109,152.621340401437, ,159.981793246258, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2008,1,3,5,7,12,10,10,42,69,165,267,509,805,1056,1303,1266,1157,705,299,7691,.691123213446493,2.15625673830231,3.20650535807045,4.20832406500057,6.96690141253926,6.00705227937599,6.6501300100417,23.510182147935,34.8731426260993,85.4784982722982,154.327231531308,315.819517522089,523.461478437289,900.977765643397,1329.02225576794,1731.96891758783,2553.0694205393,3195.82955575703,4333.96144368749,305.768938710244,298.973064185137,312.680324892424,414.968292626333,405.130779488655, ,424.922176539139, ,153.351797087247,149.765693071297, ,156.97973978089, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2009,2,3,2,6,4,12,13,28,76,140,277,496,784,1039,1298,1385,1131,717,281,7694,1.35864027281497,2.1754106087524,1.29710097931124,3.56760613628255,2.30898889376342,7.16084450226163,8.53623302602894,16.1552752743512,38.710334640656,71.4854680255714,156.672435832174,309.555014666417,496.306190533466,866.187026369101,1300.52301464842,1865.49573697184,2435.24320134358,3063.05536568694,3991.47727272727,303.874178554319,297.121725561661,310.74138256598,405.317226896112,395.748696462534, ,414.998467214595, ,148.953138275957,145.466894278389, ,152.480091368556, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2010,6,4,0,6,8,14,19,28,52,132,286,467,823,989,1240,1398,1256,730,317,7775,4.04454391026505,2.90239955883527,0,3.56709709638296,4.54806451429514,8.30821088613004,12.2051492882471,16.6067636976146,27.0267460837205,66.3113317023425,158.25586542718,291.123537369166,507.17314139223,811.473862993018,1229.74393557729,1840.03053555681,2635.61011436366,3065.68116915841,3925.69659442724,305.115182452993,298.370366568837,311.974015350891,401.102145642094,391.790504548062, ,410.521626227803, ,146.233585155495,142.806089823558, ,149.701161580502, ,100, 
