"sex"	"age_group"	"cancer_site"	"Model"	"Segment"	"Segment Start"	"Segment End"	"APC"	"APC 95% LCL"	"APC 95% UCL"	"APC Significant"	"Test Statistic"	"P-Value"
Men	50+	Oral	1	0	2001	2013	5.2569	4.4103	14.1567	1	NA	0.000800
Men	50+	Oral	1	1	2013	2019	3.7914	-1.8274	5.1559	0	NA	0.069986
Men	50+	Pancreas	0	0	2001	2019	3.1213	2.9044	3.3650	1	NA	0.000000
Men	50+	Thyroid	1	0	2001	2014	8.0555	6.4812	32.9984	1	NA	0.003199
Men	50+	Thyroid	1	1	2014	2019	4.0874	-8.7307	7.7247	0	NA	0.173965
Women	20-49	Breast	1	0	2001	2013	2.1622	1.8949	2.4832	1	NA	0.000000
Women	20-49	Breast	1	1	2013	2019	-0.8317	-1.7740	-0.1664	1	NA	0.020796
Women	20-49	Colorectum	1	0	2001	2015	4.2504	3.4302	18.4397	1	NA	0.005199
Women	20-49	Colorectum	1	1	2015	2019	0.6116	-9.7045	3.8314	0	NA	0.681864
Women	20-49	Endometrium	1	0	2001	2007	7.0130	4.6084	13.4713	1	NA	0.000000
Women	20-49	Endometrium	1	1	2007	2019	2.0562	0.7560	2.8327	1	NA	0.018396
Women	20-49	Gallbladder	0	0	2001	2019	3.2321	2.1182	4.4824	1	NA	0.000000
Women	20-49	Kidney	1	0	2001	2015	5.7592	4.9199	19.1458	1	NA	0.001600
Women	20-49	Kidney	1	1	2015	2019	0.0948	-10.7855	4.5037	0	NA	0.960208
Women	20-49	Liver	1	0	2001	2008	9.0437	5.1399	32.2349	1	NA	0.000000
Women	20-49	Liver	1	1	2008	2019	1.7433	-3.5317	3.4517	0	NA	0.210758
Women	20-49	MultipleMyeloma	0	0	2001	2019	6.1850	5.0586	7.5790	1	NA	0.000000
Women	20-49	Oral	2	0	2001	2004	-2.0803	-11.2092	5.8441	0	NA	0.483503
Women	20-49	Oral	2	1	2004	2008	8.8104	-3.1843	15.7343	0	NA	0.139972
Women	20-49	Oral	2	2	2008	2019	0.8872	-1.8757	5.5390	0	NA	0.200360
Women	20-49	Pancreas	0	0	2001	2019	3.0526	2.3433	3.8206	1	NA	0.000000
Women	20-49	Thyroid	1	0	2001	2013	7.9192	7.3628	8.6910	1	NA	0.000000
Women	20-49	Thyroid	1	1	2013	2019	3.0210	1.4097	4.2204	1	NA	0.005999
Women	50+	Breast	0	0	2001	2019	1.8140	1.5880	2.0465	1	NA	0.000000
Women	50+	Colorectum	2	0	2001	2011	1.8727	1.3649	2.3081	1	NA	0.007998
Women	50+	Colorectum	2	1	2011	2017	0.3841	-1.2530	2.4034	0	NA	0.529094
Women	50+	Colorectum	2	2	2017	2019	3.5090	0.9115	5.1355	1	NA	0.000000
Women	50+	Endometrium	1	0	2001	2012	3.8353	3.4372	4.6320	1	NA	0.000000
Women	50+	Endometrium	1	1	2012	2019	1.8685	0.5219	2.5900	1	NA	0.029194
Women	50+	Gallbladder	0	0	2001	2019	4.6111	4.1228	5.1844	1	NA	0.000000
Women	50+	Kidney	1	0	2001	2014	5.6648	5.1188	6.5575	1	NA	0.000000
Women	50+	Kidney	1	1	2014	2019	1.2313	-1.8191	3.0480	0	NA	0.270346
Women	50+	Liver	1	0	2001	2013	6.4958	5.6869	10.9671	1	NA	0.000000
Women	50+	Liver	1	1	2013	2019	2.9609	-2.5393	4.8837	0	NA	0.142771
Women	50+	MultipleMyeloma	2	0	2001	2011	2.6434	0.0800	3.4534	1	NA	0.048790
Women	50+	MultipleMyeloma	2	1	2011	2014	9.4255	5.0439	11.9813	1	NA	0.002799
Women	50+	MultipleMyeloma	2	2	2014	2019	1.1940	-3.2538	2.9606	0	NA	0.445511
Women	50+	Oral	2	0	2001	2007	3.6024	0.0025	5.5280	1	NA	0.049590
Women	50+	Oral	2	1	2007	2010	6.6328	1.0017	8.5771	1	NA	0.005999
Women	50+	Oral	2	2	2010	2019	3.2032	1.0226	6.0434	1	NA	0.032394
Women	50+	Pancreas	1	0	2001	2014	2.4385	2.0406	6.0512	1	NA	0.001600
Women	50+	Pancreas	1	1	2014	2019	1.5661	-1.4961	2.3933	0	NA	0.101580
Women	50+	Thyroid	2	0	2001	2010	5.8165	2.0230	6.7799	1	NA	0.009998
Women	50+	Thyroid	2	1	2010	2013	10.3331	7.0148	12.3170	1	NA	0.000000
Women	50+	Thyroid	2	2	2013	2019	3.7694	1.8701	4.8540	1	NA	0.009998
