"Year","Cancer Type","Geography","Sex","ASR (Europe)"
2012,"Bladder Cancer (C67)","UK","Men",31.417184935476
2013,"Bladder Cancer (C67)","UK","Men",30.6055557472713
2014,"Bladder Cancer (C67)","UK","Men",29.5978739565306
2015,"Bladder Cancer (C67)","UK","Men",28.5354675417289
2016,"Bladder Cancer (C67)","UK","Men",27.9311328968861
2017,"Bladder Cancer (C67)","UK","Men",27.5425693712814
1994,"Brain","UK","Men",15.3619022918808
1995,"Brain","UK","Men",15.4748062116554
1996,"Brain","UK","Men",15.9116272028444
1997,"Brain","UK","Men",16.0281137861894
1998,"Brain","UK","Men",16.3153877914584
1999,"Brain","UK","Men",16.5779371023942
2000,"Brain","UK","Men",17.2806774597485
2001,"Brain","UK","Men",17.555205650954
2002,"Brain","UK","Men",17.5310343658479
2003,"Brain","UK","Men",17.5461154882667
2004,"Brain","UK","Men",17.9945009648069
2005,"Brain","UK","Men",18.2699752900659
2006,"Brain","UK","Men",18.6066360005713
2007,"Brain","UK","Men",18.9471723588139
2008,"Brain","UK","Men",19.3998717023828
2009,"Brain","UK","Men",19.6112218655398
2010,"Brain","UK","Men",19.4104381475409
2011,"Brain","UK","Men",19.5015978886337
2012,"Brain","UK","Men",19.9335026131713
2013,"Brain","UK","Men",20.3511770184372
2014,"Brain","UK","Men",20.6229740632061
2015,"Brain","UK","Men",20.3955693754235
2016,"Brain","UK","Men",20.5104265375222
2017,"Brain","UK","Men",20.1085617616085
1994,"Liver Cancer (C22)","UK","Men",5.36901934356844
1995,"Liver Cancer (C22)","UK","Men",5.50914028660286
1996,"Liver Cancer (C22)","UK","Men",5.73599736089701
1997,"Liver Cancer (C22)","UK","Men",6.10603267370309
1998,"Liver Cancer (C22)","UK","Men",6.42023170005314
1999,"Liver Cancer (C22)","UK","Men",6.84609793691685
2000,"Liver Cancer (C22)","UK","Men",7.07602546010181
2001,"Liver Cancer (C22)","UK","Men",7.46996746166539
2002,"Liver Cancer (C22)","UK","Men",7.63082423879683
2003,"Liver Cancer (C22)","UK","Men",7.92376159758743
2004,"Liver Cancer (C22)","UK","Men",8.20969615941834
2005,"Liver Cancer (C22)","UK","Men",8.82942650299947
2006,"Liver Cancer (C22)","UK","Men",9.50661238537687
2007,"Liver Cancer (C22)","UK","Men",10.0278806665556
2008,"Liver Cancer (C22)","UK","Men",10.4807190702549
2009,"Liver Cancer (C22)","UK","Men",10.955278069925
2010,"Liver Cancer (C22)","UK","Men",11.5079583062589
2011,"Liver Cancer (C22)","UK","Men",12.1801791984987
2012,"Liver Cancer (C22)","UK","Men",13.2197727190581
2013,"Liver Cancer (C22)","UK","Men",14.0522749935753
2014,"Liver Cancer (C22)","UK","Men",14.4989891092721
2015,"Liver Cancer (C22)","UK","Men",14.6797010256483
2016,"Liver Cancer (C22)","UK","Men",14.7277647354611
2017,"Liver Cancer (C22)","UK","Men",14.7969720097048
1994,"Bladder Cancer (C67)","UK","Women",14.0333265604542
1995,"Bladder Cancer (C67)","UK","Women",13.7200310484051
1996,"Bladder Cancer (C67)","UK","Women",13.6085659217389
1997,"Bladder Cancer (C67)","UK","Women",13.1223369090073
1998,"Bladder Cancer (C67)","UK","Women",12.940668841719
1999,"Bladder Cancer (C67)","UK","Women",12.0916442513501
2000,"Bladder Cancer (C67)","UK","Women",11.4922870788762
2001,"Bladder Cancer (C67)","UK","Women",10.6383656529949
2002,"Bladder Cancer (C67)","UK","Women",10.4799690115282
2003,"Bladder Cancer (C67)","UK","Women",10.1980023995737
2004,"Bladder Cancer (C67)","UK","Women",10.1972417700229
2005,"Bladder Cancer (C67)","UK","Women",10.1075347138879
2006,"Bladder Cancer (C67)","UK","Women",9.95516229532729
2007,"Bladder Cancer (C67)","UK","Women",9.824792888167
2008,"Bladder Cancer (C67)","UK","Women",9.59123389218425
2009,"Bladder Cancer (C67)","UK","Women",9.52151559658813
2010,"Bladder Cancer (C67)","UK","Women",9.44464535820719
2011,"Bladder Cancer (C67)","UK","Women",9.45237107901131
2012,"Bladder Cancer (C67)","UK","Women",9.392024245328
2013,"Bladder Cancer (C67)","UK","Women",9.04349102107068
2014,"Bladder Cancer (C67)","UK","Women",8.79398428835167
2015,"Bladder Cancer (C67)","UK","Women",8.59419640763398
2016,"Bladder Cancer (C67)","UK","Women",8.51289904517419
2017,"Bladder Cancer (C67)","UK","Women",8.26211189328216
1994,"Brain","UK","Women",12.8826936719979
1995,"Brain","UK","Women",13.0939036879151
1996,"Brain","UK","Women",13.217874991536
1997,"Brain","UK","Women",13.4526649866659
1998,"Brain","UK","Women",13.5901136039503
1999,"Brain","UK","Women",14.0660021018205
2000,"Brain","UK","Women",14.5798185378305
2001,"Brain","UK","Women",15.2002638962637
2002,"Brain","UK","Women",15.2040517112317
2003,"Brain","UK","Women",15.3648970205399
2004,"Brain","UK","Women",15.5455389594891
2005,"Brain","UK","Women",16.0412079558168
2006,"Brain","UK","Women",16.6207490500654
2007,"Brain","UK","Women",17.4625820059384
2008,"Brain","UK","Women",18.020584503999
2009,"Brain","UK","Women",18.308628294462
2010,"Brain","UK","Women",18.0669828697509
2011,"Brain","UK","Women",18.2348681234891
2012,"Brain","UK","Women",18.9640668297926
2013,"Brain","UK","Women",19.827196899001
2014,"Brain","UK","Women",20.5950126350199
2015,"Brain","UK","Women",20.7034365623521
2016,"Brain","UK","Women",20.5943726143552
2017,"Brain","UK","Women",20.1897927504565
1994,"Liver Cancer (C22)","UK","Women",2.5657893763293
1995,"Liver Cancer (C22)","UK","Women",2.70778302213318
1996,"Liver Cancer (C22)","UK","Women",2.87871568265925
1997,"Liver Cancer (C22)","UK","Women",3.10067512399905
1998,"Liver Cancer (C22)","UK","Women",3.15535666276319
1999,"Liver Cancer (C22)","UK","Women",3.26087667728295
2000,"Liver Cancer (C22)","UK","Women",3.42305347672603
2001,"Liver Cancer (C22)","UK","Women",3.57870299901728
2002,"Liver Cancer (C22)","UK","Women",3.59369283016551
2003,"Liver Cancer (C22)","UK","Women",3.68162165796085
2004,"Liver Cancer (C22)","UK","Women",3.83508361439202
2005,"Liver Cancer (C22)","UK","Women",4.1169946542727
2006,"Liver Cancer (C22)","UK","Women",4.35557203911914
2007,"Liver Cancer (C22)","UK","Women",4.52228160878098
2008,"Liver Cancer (C22)","UK","Women",4.76782958145843
2009,"Liver Cancer (C22)","UK","Women",5.0154910712321
2010,"Liver Cancer (C22)","UK","Women",5.30847782907977
2011,"Liver Cancer (C22)","UK","Women",5.55501869724262
2012,"Liver Cancer (C22)","UK","Women",5.91424921517086
2013,"Liver Cancer (C22)","UK","Women",6.14681916104742
2014,"Liver Cancer (C22)","UK","Women",6.38557103848495
2015,"Liver Cancer (C22)","UK","Women",6.39126085008264
2016,"Liver Cancer (C22)","UK","Women",6.4349793560405
2017,"Liver Cancer (C22)","UK","Women",6.26196751676076
