"Sex"	"Cancer Type"	"Year"	"ASR (Europe)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All	Liver Cancer (C22)	2000	5.00	5.06	Joinpoint 1	NA	3	3
All	Liver Cancer (C22)	2001	5.27	5.21	NA	3.1091*	3	3
All	Liver Cancer (C22)	2002	5.34	5.37	NA	3.1091*	3	3
All	Liver Cancer (C22)	2003	5.54	5.54	Joinpoint 2	NA	3	3
All	Liver Cancer (C22)	2004	5.78	5.86	NA	5.7246*	3	3
All	Liver Cancer (C22)	2005	6.20	6.19	NA	5.7246*	3	3
All	Liver Cancer (C22)	2006	6.65	6.55	NA	5.7246*	3	3
All	Liver Cancer (C22)	2007	6.98	6.92	NA	5.7246*	3	3
All	Liver Cancer (C22)	2008	7.34	7.32	NA	5.7246*	3	3
All	Liver Cancer (C22)	2009	7.70	7.74	NA	5.7246*	3	3
All	Liver Cancer (C22)	2010	8.12	8.18	NA	5.7246*	3	3
All	Liver Cancer (C22)	2011	8.58	8.65	NA	5.7246*	3	3
All	Liver Cancer (C22)	2012	9.24	9.15	NA	5.7246*	3	3
All	Liver Cancer (C22)	2013	9.76	9.67	NA	5.7246*	3	3
All	Liver Cancer (C22)	2014	10.11	10.22	Joinpoint 3	NA	3	3
All	Liver Cancer (C22)	2015	10.21	10.23	NA	0.0316	3	3
All	Liver Cancer (C22)	2016	10.27	10.23	NA	0.0316	3	3
All	Liver Cancer (C22)	2017	10.21	10.23	NA	0.0316	3	3
Men	Bladder Cancer (C67)	1994	51.54	51.64	NA	-2.9514*	3	3
Men	Bladder Cancer (C67)	1995	50.42	50.11	NA	-2.9514*	3	3
Men	Bladder Cancer (C67)	1996	48.56	48.63	NA	-2.9514*	3	3
Men	Bladder Cancer (C67)	1997	46.84	47.20	NA	-2.9514*	3	3
Men	Bladder Cancer (C67)	1998	45.71	45.81	Joinpoint 1	NA	3	3
Men	Bladder Cancer (C67)	1999	42.93	42.77	NA	-6.6283*	3	3
Men	Bladder Cancer (C67)	2000	40.51	39.94	NA	-6.6283*	3	3
Men	Bladder Cancer (C67)	2001	37.55	37.29	Joinpoint 2	NA	3	3
Men	Bladder Cancer (C67)	2002	36.79	36.70	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2003	35.51	36.11	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2004	35.21	35.54	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2005	34.77	34.98	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2006	34.49	34.42	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2007	33.98	33.88	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2008	33.55	33.34	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2009	32.85	32.81	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2010	32.23	32.29	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2011	31.70	31.78	NA	-1.5867*	3	3
Men	Bladder Cancer (C67)	2012	31.42	31.27	Joinpoint 3	NA	3	3
Men	Bladder Cancer (C67)	2013	30.61	30.43	NA	-2.6787*	3	3
Men	Bladder Cancer (C67)	2014	29.60	29.62	NA	-2.6787*	3	3
Men	Bladder Cancer (C67)	2015	28.54	28.83	NA	-2.6787*	3	3
Men	Bladder Cancer (C67)	2016	27.93	28.05	NA	-2.6787*	3	3
Men	Bladder Cancer (C67)	2017	27.54	27.30	NA	-2.6787*	3	3
Men	Brain	1994	15.36	15.25	NA	1.8821*	2	2
Men	Brain	1995	15.47	15.54	NA	1.8821*	2	2
Men	Brain	1996	15.91	15.83	NA	1.8821*	2	2
Men	Brain	1997	16.03	16.13	NA	1.8821*	2	2
Men	Brain	1998	16.32	16.43	NA	1.8821*	2	2
Men	Brain	1999	16.58	16.74	NA	1.8821*	2	2
Men	Brain	2000	17.28	17.06	NA	1.8821*	2	2
Men	Brain	2001	17.56	17.38	Joinpoint 1	NA	2	2
Men	Brain	2002	17.53	17.61	NA	1.3179*	2	2
Men	Brain	2003	17.55	17.84	NA	1.3179*	2	2
Men	Brain	2004	17.99	18.07	NA	1.3179*	2	2
Men	Brain	2005	18.27	18.31	NA	1.3179*	2	2
Men	Brain	2006	18.61	18.55	NA	1.3179*	2	2
Men	Brain	2007	18.95	18.80	NA	1.3179*	2	2
Men	Brain	2008	19.40	19.04	NA	1.3179*	2	2
Men	Brain	2009	19.61	19.30	NA	1.3179*	2	2
Men	Brain	2010	19.41	19.55	NA	1.3179*	2	2
Men	Brain	2011	19.50	19.81	NA	1.3179*	2	2
Men	Brain	2012	19.93	20.07	NA	1.3179*	2	2
Men	Brain	2013	20.35	20.33	NA	1.3179*	2	2
Men	Brain	2014	20.62	20.60	Joinpoint 2	NA	2	2
Men	Brain	2015	20.40	20.47	NA	-0.6508	2	2
Men	Brain	2016	20.51	20.33	NA	-0.6508	2	2
Men	Brain	2017	20.11	20.20	NA	-0.6508	2	2
Men	Liver Cancer (C22)	1994	5.37	5.34	NA	4.6168*	2	2
Men	Liver Cancer (C22)	1995	5.51	5.59	NA	4.6168*	2	2
Men	Liver Cancer (C22)	1996	5.74	5.84	NA	4.6168*	2	2
Men	Liver Cancer (C22)	1997	6.11	6.11	NA	4.6168*	2	2
Men	Liver Cancer (C22)	1998	6.42	6.40	NA	4.6168*	2	2
Men	Liver Cancer (C22)	1999	6.85	6.69	NA	4.6168*	2	2
Men	Liver Cancer (C22)	2000	7.08	7.00	NA	4.6168*	2	2
Men	Liver Cancer (C22)	2001	7.47	7.32	NA	4.6168*	2	2
Men	Liver Cancer (C22)	2002	7.63	7.66	NA	4.6168*	2	2
Men	Liver Cancer (C22)	2003	7.92	8.01	NA	4.6168*	2	2
Men	Liver Cancer (C22)	2004	8.21	8.38	Joinpoint 1	NA	2	2
Men	Liver Cancer (C22)	2005	8.83	8.86	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2006	9.51	9.37	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2007	10.03	9.90	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2008	10.48	10.47	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2009	10.96	11.06	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2010	11.51	11.70	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2011	12.18	12.36	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2012	13.22	13.07	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2013	14.05	13.81	NA	5.7043*	2	2
Men	Liver Cancer (C22)	2014	14.50	14.60	Joinpoint 2	NA	2	2
Men	Liver Cancer (C22)	2015	14.68	14.67	NA	0.4483	2	2
Men	Liver Cancer (C22)	2016	14.73	14.73	NA	0.4483	2	2
Men	Liver Cancer (C22)	2017	14.80	14.80	NA	0.4483	2	2
Women	Bladder Cancer (C67)	1994	14.03	14.04	NA	-1.9743*	3	3
Women	Bladder Cancer (C67)	1995	13.72	13.76	NA	-1.9743*	3	3
Women	Bladder Cancer (C67)	1996	13.61	13.49	NA	-1.9743*	3	3
Women	Bladder Cancer (C67)	1997	13.12	13.22	NA	-1.9743*	3	3
Women	Bladder Cancer (C67)	1998	12.94	12.96	Joinpoint 1	NA	3	3
Women	Bladder Cancer (C67)	1999	12.09	12.12	NA	-6.5298*	3	3
Women	Bladder Cancer (C67)	2000	11.49	11.32	NA	-6.5298*	3	3
Women	Bladder Cancer (C67)	2001	10.64	10.58	Joinpoint 2	NA	3	3
Women	Bladder Cancer (C67)	2002	10.48	10.46	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2003	10.20	10.33	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2004	10.20	10.20	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2005	10.11	10.08	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2006	9.96	9.96	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2007	9.82	9.84	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2008	9.59	9.72	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2009	9.52	9.60	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2010	9.44	9.48	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2011	9.45	9.37	NA	-1.2159*	3	3
Women	Bladder Cancer (C67)	2012	9.39	9.25	Joinpoint 3	NA	3	3
Women	Bladder Cancer (C67)	2013	9.04	9.04	NA	-2.2369*	3	3
Women	Bladder Cancer (C67)	2014	8.79	8.84	NA	-2.2369*	3	3
Women	Bladder Cancer (C67)	2015	8.59	8.64	NA	-2.2369*	3	3
Women	Bladder Cancer (C67)	2016	8.51	8.45	NA	-2.2369*	3	3
Women	Bladder Cancer (C67)	2017	8.26	8.26	NA	-2.2369*	3	3
Women	Brain	1994	12.88	12.62	NA	2.3688*	1	1
Women	Brain	1995	13.09	12.92	NA	2.3688*	1	1
Women	Brain	1996	13.22	13.23	NA	2.3688*	1	1
Women	Brain	1997	13.45	13.54	NA	2.3688*	1	1
Women	Brain	1998	13.59	13.86	NA	2.3688*	1	1
Women	Brain	1999	14.07	14.19	NA	2.3688*	1	1
Women	Brain	2000	14.58	14.53	NA	2.3688*	1	1
Women	Brain	2001	15.20	14.87	NA	2.3688*	1	1
Women	Brain	2002	15.20	15.22	NA	2.3688*	1	1
Women	Brain	2003	15.36	15.58	NA	2.3688*	1	1
Women	Brain	2004	15.55	15.95	NA	2.3688*	1	1
Women	Brain	2005	16.04	16.33	NA	2.3688*	1	1
Women	Brain	2006	16.62	16.72	NA	2.3688*	1	1
Women	Brain	2007	17.46	17.11	NA	2.3688*	1	1
Women	Brain	2008	18.02	17.52	NA	2.3688*	1	1
Women	Brain	2009	18.31	17.94	NA	2.3688*	1	1
Women	Brain	2010	18.07	18.36	NA	2.3688*	1	1
Women	Brain	2011	18.23	18.79	NA	2.3688*	1	1
Women	Brain	2012	18.96	19.24	NA	2.3688*	1	1
Women	Brain	2013	19.83	19.70	NA	2.3688*	1	1
Women	Brain	2014	20.60	20.16	NA	2.3688*	1	1
Women	Brain	2015	20.70	20.64	Joinpoint 1	NA	1	1
Women	Brain	2016	20.59	20.45	NA	-0.9218	1	1
Women	Brain	2017	20.19	20.26	NA	-0.9218	1	1
Women	Liver Cancer (C22)	1994	2.57	2.55	NA	6.5447*	3	3
Women	Liver Cancer (C22)	1995	2.71	2.72	NA	6.5447*	3	3
Women	Liver Cancer (C22)	1996	2.88	2.90	NA	6.5447*	3	3
Women	Liver Cancer (C22)	1997	3.10	3.09	Joinpoint 1	NA	3	3
Women	Liver Cancer (C22)	1998	3.16	3.18	NA	3.1194*	3	3
Women	Liver Cancer (C22)	1999	3.26	3.28	NA	3.1194*	3	3
Women	Liver Cancer (C22)	2000	3.42	3.39	NA	3.1194*	3	3
Women	Liver Cancer (C22)	2001	3.58	3.49	NA	3.1194*	3	3
Women	Liver Cancer (C22)	2002	3.59	3.60	NA	3.1194*	3	3
Women	Liver Cancer (C22)	2003	3.68	3.71	Joinpoint 2	NA	3	3
Women	Liver Cancer (C22)	2004	3.84	3.90	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2005	4.12	4.11	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2006	4.36	4.32	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2007	4.52	4.54	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2008	4.77	4.78	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2009	5.02	5.02	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2010	5.31	5.28	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2011	5.56	5.56	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2012	5.91	5.84	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2013	6.15	6.15	NA	5.1720*	3	3
Women	Liver Cancer (C22)	2014	6.39	6.46	Joinpoint 3	NA	3	3
Women	Liver Cancer (C22)	2015	6.39	6.41	NA	-0.8255	3	3
Women	Liver Cancer (C22)	2016	6.43	6.36	NA	-0.8255	3	3
Women	Liver Cancer (C22)	2017	6.26	6.31	NA	-0.8255	3	3
