"Year","Sex","ASR (World)","Cancer label","incmort"
1998,1,14.48095522,"Prostate","Mortality"
1999,1,16.11694334,"Prostate","Mortality"
2000,1,15.77670594,"Prostate","Mortality"
2001,1,15.50799744,"Prostate","Mortality"
2002,1,15.60033068,"Prostate","Mortality"
2003,1,15.43682817,"Prostate","Mortality"
2004,1,15.45892191,"Prostate","Mortality"
2005,1,14.16132753,"Prostate","Mortality"
2006,1,14.16181561,"Prostate","Mortality"
2007,1,14.03662448,"Prostate","Mortality"
2008,1,13.6739217,"Prostate","Mortality"
2009,1,13.11518284,"Prostate","Mortality"
2010,1,13.60735939,"Prostate","Mortality"
2011,1,13.92951289,"Prostate","Mortality"
2012,1,13.45744447,"Prostate","Mortality"
2013,1,12.98247479,"Prostate","Mortality"
2014,1,13.25513659,"Prostate","Mortality"
2015,1,14.40113373,"Prostate","Mortality"
2016,1,12.4476496,"Prostate","Mortality"
2017,1,13.23178558,"Prostate","Mortality"
2018,1,12.08169357,"Prostate","Mortality"
1993,2,262.0843781,"All sites excl. non-melanoma skin cancer","Incidence"
1994,2,263.6397221,"All sites excl. non-melanoma skin cancer","Incidence"
1995,2,263.8212327,"All sites excl. non-melanoma skin cancer","Incidence"
1996,2,279.1198695,"All sites excl. non-melanoma skin cancer","Incidence"
1997,2,271.0276585,"All sites excl. non-melanoma skin cancer","Incidence"
1998,2,264.900622,"All sites excl. non-melanoma skin cancer","Incidence"
1999,2,264.3432227,"All sites excl. non-melanoma skin cancer","Incidence"
2000,2,268.3593043,"All sites excl. non-melanoma skin cancer","Incidence"
2001,2,262.7592936,"All sites excl. non-melanoma skin cancer","Incidence"
2002,2,267.8806515,"All sites excl. non-melanoma skin cancer","Incidence"
2003,2,266.3313937,"All sites excl. non-melanoma skin cancer","Incidence"
2004,2,275.4835053,"All sites excl. non-melanoma skin cancer","Incidence"
2005,2,269.446777,"All sites excl. non-melanoma skin cancer","Incidence"
2006,2,271.2548373,"All sites excl. non-melanoma skin cancer","Incidence"
2007,2,282.5177983,"All sites excl. non-melanoma skin cancer","Incidence"
2008,2,285.6152939,"All sites excl. non-melanoma skin cancer","Incidence"
2009,2,285.9696032,"All sites excl. non-melanoma skin cancer","Incidence"
2010,2,288.3080216,"All sites excl. non-melanoma skin cancer","Incidence"
2011,2,285.5888179,"All sites excl. non-melanoma skin cancer","Incidence"
2012,2,289.0702022,"All sites excl. non-melanoma skin cancer","Incidence"
2013,2,287.4319556,"All sites excl. non-melanoma skin cancer","Incidence"
1998,2,125.602465,"All sites excl. non-melanoma skin cancer","Mortality"
1999,2,124.8970838,"All sites excl. non-melanoma skin cancer","Mortality"
2000,2,124.2222661,"All sites excl. non-melanoma skin cancer","Mortality"
2001,2,123.3216511,"All sites excl. non-melanoma skin cancer","Mortality"
2002,2,120.9487233,"All sites excl. non-melanoma skin cancer","Mortality"
2003,2,122.7517607,"All sites excl. non-melanoma skin cancer","Mortality"
2004,2,119.6190308,"All sites excl. non-melanoma skin cancer","Mortality"
2005,2,120.3316238,"All sites excl. non-melanoma skin cancer","Mortality"
2006,2,116.5169921,"All sites excl. non-melanoma skin cancer","Mortality"
2007,2,117.7115358,"All sites excl. non-melanoma skin cancer","Mortality"
2008,2,114.3221102,"All sites excl. non-melanoma skin cancer","Mortality"
2009,2,113.2372773,"All sites excl. non-melanoma skin cancer","Mortality"
2010,2,111.9559776,"All sites excl. non-melanoma skin cancer","Mortality"
2011,2,111.110295,"All sites excl. non-melanoma skin cancer","Mortality"
2012,2,113.4869282,"All sites excl. non-melanoma skin cancer","Mortality"
2013,2,111.1061556,"All sites excl. non-melanoma skin cancer","Mortality"
2014,2,107.3270934,"All sites excl. non-melanoma skin cancer","Mortality"
2015,2,106.1179864,"All sites excl. non-melanoma skin cancer","Mortality"
2016,2,103.2375636,"All sites excl. non-melanoma skin cancer","Mortality"
2017,2,104.14295,"All sites excl. non-melanoma skin cancer","Mortality"
2018,2,104.9493223,"All sites excl. non-melanoma skin cancer","Mortality"
1993,2,73.4411721,"Breast","Incidence"
1994,2,72.53815344,"Breast","Incidence"
1995,2,76.01460685,"Breast","Incidence"
1996,2,76.1318687,"Breast","Incidence"
1997,2,77.67930971,"Breast","Incidence"
1998,2,79.69880458,"Breast","Incidence"
1999,2,80.97035194,"Breast","Incidence"
2000,2,81.2732639,"Breast","Incidence"
2001,2,77.00400642,"Breast","Incidence"
2002,2,79.30724896,"Breast","Incidence"
2003,2,81.23563202,"Breast","Incidence"
2004,2,83.57058623,"Breast","Incidence"
2005,2,83.43740979,"Breast","Incidence"
2006,2,84.84617961,"Breast","Incidence"
2007,2,84.77878916,"Breast","Incidence"
2008,2,85.65684383,"Breast","Incidence"
2009,2,87.8027037,"Breast","Incidence"
2010,2,88.10458409,"Breast","Incidence"
2011,2,89.00897758,"Breast","Incidence"
2012,2,88.96872055,"Breast","Incidence"
2013,2,89.40744654,"Breast","Incidence"
1998,2,22.70018296,"Breast","Mortality"
1999,2,21.98654664,"Breast","Mortality"
2000,2,21.35312203,"Breast","Mortality"
2001,2,21.8125733,"Breast","Mortality"
2002,2,20.22910391,"Breast","Mortality"
2003,2,21.05171897,"Breast","Mortality"
2004,2,19.56326022,"Breast","Mortality"
2005,2,20.67996451,"Breast","Mortality"
2006,2,19.42665711,"Breast","Mortality"
2007,2,18.64627068,"Breast","Mortality"
2008,2,17.44948741,"Breast","Mortality"
2009,2,17.03271576,"Breast","Mortality"
2010,2,16.5775905,"Breast","Mortality"
2011,2,17.83949044,"Breast","Mortality"
2012,2,17.58898458,"Breast","Mortality"
2013,2,16.35586535,"Breast","Mortality"
2014,2,15.42877142,"Breast","Mortality"
2015,2,15.36101535,"Breast","Mortality"
2016,2,15.58722316,"Breast","Mortality"
2017,2,14.3197388,"Breast","Mortality"
2018,2,15.18009344,"Breast","Mortality"
1993,2,28.61950808,"Colorectum","Incidence"
1994,2,28.99267598,"Colorectum","Incidence"
1995,2,28.27310144,"Colorectum","Incidence"
1996,2,30.18508858,"Colorectum","Incidence"
1997,2,26.81376221,"Colorectum","Incidence"
1998,2,26.34333544,"Colorectum","Incidence"
1999,2,27.49075527,"Colorectum","Incidence"
2000,2,27.85450361,"Colorectum","Incidence"
2001,2,28.74710443,"Colorectum","Incidence"
2002,2,27.56498267,"Colorectum","Incidence"
2003,2,26.09699782,"Colorectum","Incidence"
2004,2,26.5932906,"Colorectum","Incidence"
2005,2,26.30679314,"Colorectum","Incidence"
2006,2,27.12396376,"Colorectum","Incidence"
2007,2,28.26629269,"Colorectum","Incidence"
2008,2,29.17116948,"Colorectum","Incidence"
2009,2,29.71835919,"Colorectum","Incidence"
2010,2,29.34229149,"Colorectum","Incidence"
2011,2,29.41510272,"Colorectum","Incidence"
2012,2,29.72696162,"Colorectum","Incidence"
2013,2,27.90857278,"Colorectum","Incidence"
1998,2,12.16200812,"Colorectum","Mortality"
1999,2,12.11245117,"Colorectum","Mortality"
2000,2,11.00459379,"Colorectum","Mortality"
2001,2,11.34840767,"Colorectum","Mortality"
2002,2,10.63592368,"Colorectum","Mortality"
2003,2,11.70061207,"Colorectum","Mortality"
2004,2,10.10929843,"Colorectum","Mortality"
2005,2,10.34556543,"Colorectum","Mortality"
2006,2,10.28881607,"Colorectum","Mortality"
2007,2,10.33916783,"Colorectum","Mortality"
2008,2,10.68912974,"Colorectum","Mortality"
2009,2,10.34391143,"Colorectum","Mortality"
2010,2,9.925582484,"Colorectum","Mortality"
2011,2,9.851313208,"Colorectum","Mortality"
2012,2,10.65378848,"Colorectum","Mortality"
2013,2,9.289021133,"Colorectum","Mortality"
2014,2,9.772387371,"Colorectum","Mortality"
2015,2,9.233071008,"Colorectum","Mortality"
2016,2,9.974719851,"Colorectum","Mortality"
2017,2,10.07828693,"Colorectum","Mortality"
2018,2,10.52862567,"Colorectum","Mortality"
1993,2,34.17184866,"Lung","Incidence"
1994,2,34.09814271,"Lung","Incidence"
1995,2,34.3913602,"Lung","Incidence"
1996,2,38.04051901,"Lung","Incidence"
1997,2,36.07265068,"Lung","Incidence"
1998,2,35.77966932,"Lung","Incidence"
1999,2,34.07998244,"Lung","Incidence"
2000,2,35.79307205,"Lung","Incidence"
2001,2,32.71045443,"Lung","Incidence"
2002,2,35.80249416,"Lung","Incidence"
2003,2,35.27214402,"Lung","Incidence"
2004,2,37.1183575,"Lung","Incidence"
2005,2,36.43871568,"Lung","Incidence"
2006,2,37.84458217,"Lung","Incidence"
2007,2,38.97937706,"Lung","Incidence"
2008,2,38.82555085,"Lung","Incidence"
2009,2,38.47664231,"Lung","Incidence"
2010,2,38.17248105,"Lung","Incidence"
2011,2,39.02948495,"Lung","Incidence"
2012,2,38.85364822,"Lung","Incidence"
2013,2,39.35525498,"Lung","Incidence"
1998,2,28.79047071,"Lung","Mortality"
1999,2,29.01830655,"Lung","Mortality"
2000,2,29.73167408,"Lung","Mortality"
2001,2,27.96326043,"Lung","Mortality"
2002,2,29.38586461,"Lung","Mortality"
2003,2,28.27442895,"Lung","Mortality"
2004,2,29.02904184,"Lung","Mortality"
2005,2,29.33981953,"Lung","Mortality"
2006,2,30.75780463,"Lung","Mortality"
2007,2,30.01116739,"Lung","Mortality"
2008,2,30.52348557,"Lung","Mortality"
2009,2,29.95880639,"Lung","Mortality"
2010,2,29.83374138,"Lung","Mortality"
2011,2,29.54465239,"Lung","Mortality"
2012,2,30.39772034,"Lung","Mortality"
2013,2,28.68040276,"Lung","Mortality"
2014,2,28.20514799,"Lung","Mortality"
2015,2,27.43883144,"Lung","Mortality"
2016,2,26.1804174,"Lung","Mortality"
2017,2,26.88524731,"Lung","Mortality"
2018,2,26.4306676,"Lung","Mortality"
1993,2,5.877130986,"Oesophagus","Incidence"
1994,2,5.351162245,"Oesophagus","Incidence"
1995,2,5.415613253,"Oesophagus","Incidence"
1996,2,5.625222683,"Oesophagus","Incidence"
1997,2,5.101601092,"Oesophagus","Incidence"
1998,2,4.601339278,"Oesophagus","Incidence"
1999,2,5.324501337,"Oesophagus","Incidence"
2000,2,4.507031254,"Oesophagus","Incidence"
2001,2,4.305053885,"Oesophagus","Incidence"
2002,2,4.773371343,"Oesophagus","Incidence"
2003,2,4.432142123,"Oesophagus","Incidence"
2004,2,5.130844504,"Oesophagus","Incidence"
2005,2,4.68260988,"Oesophagus","Incidence"
2006,2,4.415859004,"Oesophagus","Incidence"
2007,2,4.312530858,"Oesophagus","Incidence"
2008,2,4.14985588,"Oesophagus","Incidence"
2009,2,4.355911918,"Oesophagus","Incidence"
2010,2,4.753816662,"Oesophagus","Incidence"
2011,2,4.21842703,"Oesophagus","Incidence"
2012,2,4.276786654,"Oesophagus","Incidence"
2013,2,4.548913375,"Oesophagus","Incidence"
1998,2,3.783093229,"Oesophagus","Mortality"
1999,2,5.102387313,"Oesophagus","Mortality"
2000,2,4.131247698,"Oesophagus","Mortality"
2001,2,3.864441366,"Oesophagus","Mortality"
2002,2,4.373847289,"Oesophagus","Mortality"
2003,2,3.717959156,"Oesophagus","Mortality"
2004,2,4.127355046,"Oesophagus","Mortality"
2005,2,4.34118736,"Oesophagus","Mortality"
2006,2,3.817286829,"Oesophagus","Mortality"
2007,2,4.086988975,"Oesophagus","Mortality"
2008,2,4.18264727,"Oesophagus","Mortality"
2009,2,3.398757197,"Oesophagus","Mortality"
2010,2,3.6175367,"Oesophagus","Mortality"
2011,2,3.720359733,"Oesophagus","Mortality"
2012,2,3.569389707,"Oesophagus","Mortality"
2013,2,3.64876067,"Oesophagus","Mortality"
2014,2,3.830424117,"Oesophagus","Mortality"
2015,2,3.327435145,"Oesophagus","Mortality"
2016,2,3.426045947,"Oesophagus","Mortality"
2017,2,3.317771043,"Oesophagus","Mortality"
2018,2,3.308704018,"Oesophagus","Mortality"
1993,2,5.379912268,"Pancreas","Incidence"
1994,2,5.303877665,"Pancreas","Incidence"
1995,2,4.864786281,"Pancreas","Incidence"
1996,2,5.551597803,"Pancreas","Incidence"
1997,2,5.306354789,"Pancreas","Incidence"
1998,2,5.858375464,"Pancreas","Incidence"
1999,2,5.378946871,"Pancreas","Incidence"
2000,2,4.994756875,"Pancreas","Incidence"
2001,2,5.083397369,"Pancreas","Incidence"
2002,2,5.03534391,"Pancreas","Incidence"
2003,2,5.829954819,"Pancreas","Incidence"
2004,2,5.020066791,"Pancreas","Incidence"
2005,2,5.605139819,"Pancreas","Incidence"
2006,2,5.101920869,"Pancreas","Incidence"
2007,2,5.244451587,"Pancreas","Incidence"
2008,2,5.276649988,"Pancreas","Incidence"
2009,2,5.721962674,"Pancreas","Incidence"
2010,2,5.355655457,"Pancreas","Incidence"
2011,2,6.04730473,"Pancreas","Incidence"
2012,2,5.40129202,"Pancreas","Incidence"
2013,2,5.506795046,"Pancreas","Incidence"
1998,2,5.438142584,"Pancreas","Mortality"
1999,2,5.017779143,"Pancreas","Mortality"
2000,2,4.972122674,"Pancreas","Mortality"
2001,2,4.909929925,"Pancreas","Mortality"
2002,2,4.430681054,"Pancreas","Mortality"
2003,2,5.289358975,"Pancreas","Mortality"
2004,2,5.160851418,"Pancreas","Mortality"
2005,2,4.983882419,"Pancreas","Mortality"
2006,2,4.628029204,"Pancreas","Mortality"
2007,2,5.501003799,"Pancreas","Mortality"
2008,2,4.708123016,"Pancreas","Mortality"
2009,2,5.499135822,"Pancreas","Mortality"
2010,2,4.65001347,"Pancreas","Mortality"
2011,2,4.700864235,"Pancreas","Mortality"
2012,2,5.150452668,"Pancreas","Mortality"
2013,2,5.43340919,"Pancreas","Mortality"
2014,2,4.383733455,"Pancreas","Mortality"
2015,2,4.93136179,"Pancreas","Mortality"
2016,2,4.957009741,"Pancreas","Mortality"
2017,2,4.784668848,"Pancreas","Mortality"
2018,2,4.7690076,"Pancreas","Mortality"
