"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C21","Malignant neoplasm of anus and anal canal","86","Age-specific","0.8","0.7","1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts","105","Age-specific","1","0.8","1.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C23","Malignant neoplasm of gallbladder","17","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract","17","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C25","Malignant neoplasm of pancreas","240","Age-specific","2.3","2","2.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs","23","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear","27","Age-specific","0.3","0.2","0.4",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C31","Malignant neoplasm of accessory sinuses","19","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C32","Malignant neoplasm of larynx","112","Age-specific","1.1","0.9","1.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C33","Malignant neoplasm of trachea","4","Age-specific","0","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung","940","Age-specific","8.9","8.4","9.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C34","Malignant neoplasm of bronchus and lung","936","Age-specific","8.9","8.3","9.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C37","Malignant neoplasm of thymus","13","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura","13","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs","25","Age-specific","0.2","0.2","0.4",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","22","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C43","Malignant melanoma of skin","1410","Age-specific","13.4","12.7","14.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C44","Other malignant neoplasms of skin","3573","Age-specific","33.9","32.8","35",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C45","Mesothelioma","43","Age-specific","0.4","0.3","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C46","Kaposi sarcoma","34","Age-specific","0.3","0.2","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system","18","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum","38","Age-specific","0.4","0.3","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue","138","Age-specific","1.3","1.1","1.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C50","Malignant neoplasm of breast","6224","Age-specific","59.1","57.6","60.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis","376","Age-specific","3.6","3.2","3.9",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C65","Malignant neoplasm of renal pelvis","23","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C66","Malignant neoplasm of ureter","7","Age-specific","0.1","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C67","Malignant neoplasm of bladder","224","Age-specific","2.1","1.9","2.4",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs","4","Age-specific","0","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C69","Malignant neoplasm of eye and adnexa","45","Age-specific","0.4","0.3","0.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C70","Malignant neoplasm of meninges","12","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C71","Malignant neoplasm of brain","506","Age-specific","4.8","4.4","5.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","14","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C73","Malignant neoplasm of thyroid gland","315","Age-specific","3","2.7","3.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C74","Malignant neoplasm of adrenal gland","24","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures","15","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites","44","Age-specific","0.4","0.3","0.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes","58","Age-specific","0.6","0.4","0.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs","150","Age-specific","1.4","1.2","1.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites","66","Age-specific","0.6","0.5","0.8",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C80","Malignant neoplasm, without specification of site","157","Age-specific","1.5","1.3","1.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C81","Hodgkin lymphoma","270","Age-specific","2.6","2.3","2.9",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C82","Follicular lymphoma","202","Age-specific","1.9","1.7","2.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C82-C86","Non-Hodgkin lymphoma","840","Age-specific","8","7.4","8.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C83","Non-follicular lymphoma","269","Age-specific","2.6","2.3","2.9",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C84","Mature T/NK-cell lymphomas","65","Age-specific","0.6","0.5","0.8",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma","304","Age-specific","2.9","2.6","3.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C86","Other specified types of T/NK-cell lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C88","Malignant immunoproliferative diseases","5","Age-specific","0","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms","144","Age-specific","1.4","1.2","1.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C91","Lymphoid leukaemia","153","Age-specific","1.5","1.2","1.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C91-C95","Leukaemia","422","Age-specific","4","3.6","4.4",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C92","Myeloid leukaemia","247","Age-specific","2.3","2.1","2.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C93","Monocytic leukaemia","10","Age-specific","0.1","0","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C94","Other leukaemias of specified cell type","4","Age-specific","0","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C95","Leukaemia of unspecified cell type","8","Age-specific","0.1","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue","6","Age-specific","0.1","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach","9","Age-specific","0.1","0","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs","38","Age-specific","0.4","0.3","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system","4","Age-specific","0","0","0.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D03","Melanoma in situ","311","Age-specific","3","2.6","3.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D05","Carcinoma in situ of breast","482","Age-specific","4.6","4.2","5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D06","Carcinoma in situ of cervix uteri","5236","Age-specific","98.7","96.1","101.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs","249","Age-specific","2.4","2.1","2.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D09","Carcinoma in situ of other and unspecified sites","96","Age-specific","0.9","0.7","1.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D32","Benign neoplasm of meninges","204","Age-specific","1.9","1.7","2.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system","160","Age-specific","1.5","1.3","1.8",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D352","Benign neoplasm: Pituitary gland","98","Age-specific","0.9","0.8","1.1",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D354","Benign neoplasm: Pineal gland","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs","66","Age-specific","0.6","0.5","0.8",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs","12","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs","83","Age-specific","1.6","1.2","1.9",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs","20","Age-specific","0.4","0.2","0.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs","184","Age-specific","1.7","1.5","2",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges","18","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system","79","Age-specific","0.7","0.6","0.9",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands","39","Age-specific","0.4","0.3","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D45","Polycythaemia vera","52","Age-specific","0.5","0.4","0.6",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D46","Myelodysplastic syndromes","42","Age-specific","0.4","0.3","0.5",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue","153","Age-specific","1.5","1.2","1.7",NA
2001,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites","126","Age-specific","1.2","1","1.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C00","Malignant neoplasm of lip","28","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C00-C14","Malignant neoplasm of lip, oral cavity and pharynx","575","Age-specific","5.4","4.9","5.8",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C00-C97","All malignant cancers","21709","Age-specific","202.6","199.9","205.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C00-C97 excl. C44","All maligant cancers excluding non-melanoma skin cancer (NMSC)","18107","Age-specific","169","166.5","171.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C00-C97, D00-D48","All registrations","29473","Age-specific","275.1","271.9","278.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C01","Malignant neoplasm of base of tongue","45","Age-specific","0.4","0.3","0.6",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue","121","Age-specific","1.1","0.9","1.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C03","Malignant neoplasm of gum","18","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C04","Malignant neoplasm of floor of mouth","30","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C05","Malignant neoplasm of palate","35","Age-specific","0.3","0.2","0.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth","29","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C07","Malignant neoplasm of parotid gland","50","Age-specific","0.5","0.3","0.6",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands","20","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C09","Malignant neoplasm of tonsil","101","Age-specific","0.9","0.8","1.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C10","Malignant neoplasm of oropharynx","14","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C11","Malignant neoplasm of nasopharynx","41","Age-specific","0.4","0.3","0.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C12","Malignant neoplasm of piriform sinus","18","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C13","Malignant neoplasm of hypopharynx","4","Age-specific","0","0","0.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx","21","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C15","Malignant neoplasm of oesophagus","254","Age-specific","2.4","2.1","2.7",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C16","Malignant neoplasm of stomach","285","Age-specific","2.7","2.4","3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C17","Malignant neoplasm of small intestine","48","Age-specific","0.4","0.3","0.6",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C18","Malignant neoplasm of colon","665","Age-specific","6.2","5.7","6.7",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum","1177","Age-specific","11","10.4","11.6",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction","90","Age-specific","0.8","0.7","1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C20","Malignant neoplasm of rectum","422","Age-specific","3.9","3.6","4.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C21","Malignant neoplasm of anus and anal canal","99","Age-specific","0.9","0.8","1.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts","117","Age-specific","1.1","0.9","1.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C23","Malignant neoplasm of gallbladder","14","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract","27","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C25","Malignant neoplasm of pancreas","222","Age-specific","2.1","1.8","2.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs","18","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear","16","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C31","Malignant neoplasm of accessory sinuses","16","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C32","Malignant neoplasm of larynx","103","Age-specific","1","0.8","1.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C33","Malignant neoplasm of trachea","4","Age-specific","0","0","0.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung","885","Age-specific","8.3","7.7","8.8",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C34","Malignant neoplasm of bronchus and lung","881","Age-specific","8.2","7.7","8.8",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C37","Malignant neoplasm of thymus","17","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura","17","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs","21","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","35","Age-specific","0.3","0.2","0.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C43","Malignant melanoma of skin","1321","Age-specific","12.3","11.7","13",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C44","Other malignant neoplasms of skin","3602","Age-specific","33.6","32.5","34.7",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C45","Mesothelioma","35","Age-specific","0.3","0.2","0.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C46","Kaposi sarcoma","26","Age-specific","0.2","0.2","0.4",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system","11","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum","19","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue","157","Age-specific","1.5","1.2","1.7",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C50","Malignant neoplasm of breast","6145","Age-specific","57.4","55.9","58.8",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis","422","Age-specific","3.9","3.6","4.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C65","Malignant neoplasm of renal pelvis","23","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C66","Malignant neoplasm of ureter","4","Age-specific","0","0","0.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C67","Malignant neoplasm of bladder","205","Age-specific","1.9","1.7","2.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs","9","Age-specific","0.1","0","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C69","Malignant neoplasm of eye and adnexa","52","Age-specific","0.5","0.4","0.6",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C70","Malignant neoplasm of meninges","7","Age-specific","0.1","0","0.1",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C71","Malignant neoplasm of brain","512","Age-specific","4.8","4.4","5.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","14","Age-specific","0.1","0.1","0.2",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C73","Malignant neoplasm of thyroid gland","338","Age-specific","3.2","2.8","3.5",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C74","Malignant neoplasm of adrenal gland","21","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","35 to 39, 40 to 44, 45 to 49","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures","12","Age-specific","0.1","0.1","0.2",NA
