"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C17","Malignant neoplasm of small intestine","177","Age-specific","2.1","1.8","2.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C18","Malignant neoplasm of colon","3479","Age-specific","40.5","39.2","41.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum","6011","Age-specific","70","68.2","71.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction","514","Age-specific","6","5.5","6.5",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C20","Malignant neoplasm of rectum","2018","Age-specific","23.5","22.5","24.5",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C21","Malignant neoplasm of anus and anal canal","201","Age-specific","2.3","2","2.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts","473","Age-specific","5.5","5","6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C23","Malignant neoplasm of gallbladder","86","Age-specific","1","0.8","1.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract","132","Age-specific","1.5","1.3","1.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C25","Malignant neoplasm of pancreas","1175","Age-specific","13.7","12.9","14.5",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs","74","Age-specific","0.9","0.7","1.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear","49","Age-specific","0.6","0.4","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C31","Malignant neoplasm of accessory sinuses","46","Age-specific","0.5","0.4","0.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C32","Malignant neoplasm of larynx","692","Age-specific","8.1","7.5","8.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C33","Malignant neoplasm of trachea","14","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung","6867","Age-specific","79.9","78","81.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C34","Malignant neoplasm of bronchus and lung","6853","Age-specific","79.8","77.9","81.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C37","Malignant neoplasm of thymus","25","Age-specific","0.3","0.2","0.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura","50","Age-specific","0.6","0.4","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs","2","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs","35","Age-specific","0.4","0.3","0.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","49","Age-specific","0.6","0.4","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C43","Malignant melanoma of skin","1821","Age-specific","21.2","20.2","22.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C44","Other malignant neoplasms of skin","11535","Age-specific","134.2","131.8","136.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C45","Mesothelioma","510","Age-specific","5.9","5.4","6.5",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C46","Kaposi sarcoma","15","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system","19","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum","101","Age-specific","1.2","1","1.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue","253","Age-specific","2.9","2.6","3.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C50","Malignant neoplasm of breast","13161","Age-specific","153.2","150.6","155.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis","1321","Age-specific","15.4","14.6","16.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C65","Malignant neoplasm of renal pelvis","92","Age-specific","1.1","0.9","1.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C66","Malignant neoplasm of ureter","55","Age-specific","0.6","0.5","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C67","Malignant neoplasm of bladder","1604","Age-specific","18.7","17.8","19.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs","25","Age-specific","0.3","0.2","0.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C69","Malignant neoplasm of eye and adnexa","123","Age-specific","1.4","1.2","1.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C70","Malignant neoplasm of meninges","12","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C71","Malignant neoplasm of brain","998","Age-specific","11.6","10.9","12.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","20","Age-specific","0.2","0.1","0.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C73","Malignant neoplasm of thyroid gland","316","Age-specific","3.7","3.3","4.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C74","Malignant neoplasm of adrenal gland","42","Age-specific","0.5","0.4","0.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures","17","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites","62","Age-specific","0.7","0.6","0.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes","149","Age-specific","1.7","1.5","2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs","683","Age-specific","7.9","7.4","8.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites","337","Age-specific","3.9","3.5","4.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C80","Malignant neoplasm, without specification of site","722","Age-specific","8.4","7.8","9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C81","Hodgkin lymphoma","209","Age-specific","2.4","2.1","2.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C82","Follicular lymphoma","463","Age-specific","5.4","4.9","5.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C82-C86","Non-Hodgkin lymphoma","2194","Age-specific","25.5","24.5","26.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C83","Non-follicular lymphoma","731","Age-specific","8.5","7.9","9.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C84","Mature T/NK-cell lymphomas","140","Age-specific","1.6","1.4","1.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma","860","Age-specific","10","9.4","10.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C86","Other specified types of T/NK-cell lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C88","Malignant immunoproliferative diseases","40","Age-specific","0.5","0.3","0.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms","703","Age-specific","8.2","7.6","8.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C91","Lymphoid leukaemia","669","Age-specific","7.8","7.2","8.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C91-C95","Leukaemia","1248","Age-specific","14.5","13.7","15.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C92","Myeloid leukaemia","533","Age-specific","6.2","5.7","6.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C93","Monocytic leukaemia","15","Age-specific","0.2","0.1","0.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C94","Other leukaemias of specified cell type","9","Age-specific","0.1","0","0.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C95","Leukaemia of unspecified cell type","22","Age-specific","0.3","0.2","0.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue","5","Age-specific","0.1","0","0.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach","53","Age-specific","0.6","0.5","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs","100","Age-specific","1.2","0.9","1.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system","73","Age-specific","0.8","0.7","1.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D03","Melanoma in situ","548","Age-specific","6.4","5.9","6.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D05","Carcinoma in situ of breast","1892","Age-specific","22","21","23",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D06","Carcinoma in situ of cervix uteri","1032","Age-specific","23.7","22.3","25.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs","305","Age-specific","3.5","3.2","4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D09","Carcinoma in situ of other and unspecified sites","531","Age-specific","6.2","5.7","6.7",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D32","Benign neoplasm of meninges","317","Age-specific","3.7","3.3","4.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system","171","Age-specific","2","1.7","2.3",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D352","Benign neoplasm: Pituitary gland","135","Age-specific","1.6","1.3","1.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D354","Benign neoplasm: Pineal gland","0","Age-specific","[u]","[u]","[u]","[note2]"
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs","117","Age-specific","1.4","1.1","1.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs","21","Age-specific","0.2","0.2","0.4",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs","66","Age-specific","1.5","1.2","1.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs","14","Age-specific","0.3","0.2","0.6",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs","884","Age-specific","10.3","9.6","11",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges","12","Age-specific","0.1","0.1","0.2",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system","74","Age-specific","0.9","0.7","1.1",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands","50","Age-specific","0.6","0.4","0.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D45","Polycythaemia vera","138","Age-specific","1.6","1.3","1.9",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D46","Myelodysplastic syndromes","207","Age-specific","2.4","2.1","2.8",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue","432","Age-specific","5","4.6","5.5",NA
2001,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites","140","Age-specific","1.6","1.4","1.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C00","Malignant neoplasm of lip","54","Age-specific","0.6","0.5","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C00-C14","Malignant neoplasm of lip, oral cavity and pharynx","1531","Age-specific","17.6","16.8","18.5",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C00-C97","All malignant cancers","69056","Age-specific","795.6","789.7","801.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C00-C97 excl. C44","All maligant cancers excluding non-melanoma skin cancer (NMSC)","57194","Age-specific","658.9","653.6","664.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C00-C97, D00-D48","All registrations","76668","Age-specific","883.3","877.1","889.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C01","Malignant neoplasm of base of tongue","140","Age-specific","1.6","1.4","1.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue","272","Age-specific","3.1","2.8","3.5",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C03","Malignant neoplasm of gum","56","Age-specific","0.6","0.5","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C04","Malignant neoplasm of floor of mouth","142","Age-specific","1.6","1.4","1.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C05","Malignant neoplasm of palate","83","Age-specific","1","0.8","1.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth","119","Age-specific","1.4","1.1","1.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C07","Malignant neoplasm of parotid gland","55","Age-specific","0.6","0.5","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands","22","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C09","Malignant neoplasm of tonsil","247","Age-specific","2.8","2.5","3.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C10","Malignant neoplasm of oropharynx","53","Age-specific","0.6","0.5","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C11","Malignant neoplasm of nasopharynx","72","Age-specific","0.8","0.6","1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C12","Malignant neoplasm of piriform sinus","96","Age-specific","1.1","0.9","1.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C13","Malignant neoplasm of hypopharynx","45","Age-specific","0.5","0.4","0.7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx","75","Age-specific","0.9","0.7","1.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C15","Malignant neoplasm of oesophagus","1431","Age-specific","16.5","15.6","17.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C16","Malignant neoplasm of stomach","1279","Age-specific","14.7","13.9","15.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C17","Malignant neoplasm of small intestine","154","Age-specific","1.8","1.5","2.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C18","Malignant neoplasm of colon","3341","Age-specific","38.5","37.2","39.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum","5952","Age-specific","68.6","66.8","70.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction","556","Age-specific","6.4","5.9","7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C20","Malignant neoplasm of rectum","2055","Age-specific","23.7","22.7","24.7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C21","Malignant neoplasm of anus and anal canal","176","Age-specific","2","1.7","2.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts","456","Age-specific","5.3","4.8","5.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C23","Malignant neoplasm of gallbladder","85","Age-specific","1","0.8","1.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract","121","Age-specific","1.4","1.2","1.7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C25","Malignant neoplasm of pancreas","1239","Age-specific","14.3","13.5","15.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs","78","Age-specific","0.9","0.7","1.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear","57","Age-specific","0.7","0.5","0.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C31","Malignant neoplasm of accessory sinuses","42","Age-specific","0.5","0.3","0.7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C32","Malignant neoplasm of larynx","635","Age-specific","7.3","6.8","7.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C33","Malignant neoplasm of trachea","7","Age-specific","0.1","0","0.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung","6818","Age-specific","78.6","76.7","80.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C34","Malignant neoplasm of bronchus and lung","6811","Age-specific","78.5","76.6","80.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C37","Malignant neoplasm of thymus","22","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura","50","Age-specific","0.6","0.4","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs","1","Age-specific","[u]","[u]","[u]","[note2]"
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs","39","Age-specific","0.4","0.3","0.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","49","Age-specific","0.6","0.4","0.7",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C43","Malignant melanoma of skin","1951","Age-specific","22.5","21.5","23.5",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C44","Other malignant neoplasms of skin","11862","Age-specific","136.7","134.2","139.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C45","Mesothelioma","499","Age-specific","5.7","5.3","6.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C46","Kaposi sarcoma","8","Age-specific","0.1","0","0.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system","25","Age-specific","0.3","0.2","0.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum","110","Age-specific","1.3","1","1.5",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue","234","Age-specific","2.7","2.4","3.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C50","Malignant neoplasm of breast","13334","Age-specific","153.6","151","156.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis","1380","Age-specific","15.9","15.1","16.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C65","Malignant neoplasm of renal pelvis","78","Age-specific","0.9","0.7","1.1",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C66","Malignant neoplasm of ureter","53","Age-specific","0.6","0.5","0.8",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C67","Malignant neoplasm of bladder","1505","Age-specific","17.3","16.5","18.2",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs","18","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C69","Malignant neoplasm of eye and adnexa","102","Age-specific","1.2","1","1.4",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C70","Malignant neoplasm of meninges","16","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C71","Malignant neoplasm of brain","1031","Age-specific","11.9","11.2","12.6",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","18","Age-specific","0.2","0.1","0.3",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C73","Malignant neoplasm of thyroid gland","306","Age-specific","3.5","3.1","3.9",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C74","Malignant neoplasm of adrenal gland","32","Age-specific","0.4","0.3","0.5",NA
2002,"Persons","50 to 54, 55 to 59, 60 to 64","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures","24","Age-specific","0.3","0.2","0.4",NA
