"Country"	"Cancer_Site"	"Sex"	"Year"	"ASR_rolling"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
England	All sites excl. NMSC	Women	2011	540.37	542.49	NA	1.1616*	2	2
England	All sites excl. NMSC	Women	2012	548.73	548.79	NA	1.1616*	2	2
England	All sites excl. NMSC	Women	2013	553.97	555.16	Joinpoint 2	NA	2	2
England	All sites excl. NMSC	Women	2014	555.90	554.05	NA	-0.1999	2	2
England	All sites excl. NMSC	Women	2015	553.57	552.94	NA	-0.1999	2	2
England	All sites excl. NMSC	Women	2016	550.37	551.84	NA	-0.1999	2	2
England	All sites excl. NMSC	Women	2017	549.53	550.74	NA	-0.1999	2	2
England	All sites excl. NMSC	Women	2018	550.87	549.64	NA	-0.1999	2	2
England	Breast	Women	2001	151.80	151.81	NA	1.8582*	3	3
England	Breast	Women	2002	154.80	154.63	NA	1.8582*	3	3
England	Breast	Women	2003	157.20	157.51	NA	1.8582*	3	3
England	Breast	Women	2004	160.83	160.43	Joinpoint 1	NA	3	3
England	Breast	Women	2005	161.37	161.09	NA	0.4099*	3	3
England	Breast	Women	2006	161.33	161.75	NA	0.4099*	3	3
England	Breast	Women	2007	162.17	162.41	NA	0.4099*	3	3
England	Breast	Women	2008	162.63	163.08	NA	0.4099*	3	3
England	Breast	Women	2009	164.43	163.75	NA	0.4099*	3	3
England	Breast	Women	2010	164.03	164.42	NA	0.4099*	3	3
England	Breast	Women	2011	165.17	165.09	Joinpoint 2	NA	3	3
England	Breast	Women	2012	167.20	167.34	NA	1.3618	3	3
England	Breast	Women	2013	170.57	169.62	NA	1.3618	3	3
England	Breast	Women	2014	172.17	171.93	Joinpoint 3	NA	3	3
England	Breast	Women	2015	171.33	171.25	NA	-0.3954	3	3
England	Breast	Women	2016	169.03	170.57	NA	-0.3954	3	3
England	Breast	Women	2017	169.47	169.90	NA	-0.3954	3	3
England	Breast	Women	2018	170.30	169.23	NA	-0.3954	3	3
England	Colorectal	Men	2001	87.50	86.27	NA	0.7953*	2	2
England	Colorectal	Men	2002	86.37	86.95	NA	0.7953*	2	2
England	Colorectal	Men	2003	86.90	87.64	NA	0.7953*	2	2
England	Colorectal	Men	2004	88.00	88.34	NA	0.7953*	2	2
England	Colorectal	Men	2005	88.97	89.04	NA	0.7953*	2	2
England	Colorectal	Men	2006	89.37	89.75	NA	0.7953*	2	2
England	Colorectal	Men	2007	90.67	90.46	NA	0.7953*	2	2
England	Colorectal	Men	2008	91.70	91.18	NA	0.7953*	2	2
England	Colorectal	Men	2009	92.60	91.91	NA	0.7953*	2	2
England	Colorectal	Men	2010	92.60	92.64	NA	0.7953*	2	2
England	Colorectal	Men	2011	92.83	93.38	Joinpoint 1	NA	2	2
England	Colorectal	Men	2012	91.60	91.28	NA	-2.2475*	2	2
England	Colorectal	Men	2013	89.20	89.23	NA	-2.2475*	2	2
England	Colorectal	Men	2014	86.70	87.22	NA	-2.2475*	2	2
England	Colorectal	Men	2015	85.67	85.26	Joinpoint 2	NA	2	2
England	Colorectal	Men	2016	84.73	84.76	NA	-0.5892	2	2
England	Colorectal	Men	2017	84.07	84.26	NA	-0.5892	2	2
England	Colorectal	Men	2018	83.90	83.76	NA	-0.5892	2	2
England	Colorectal	Women	2001	55.07	54.90	NA	-0.5269	3	3
England	Colorectal	Women	2002	54.27	54.61	NA	-0.5269	3	3
England	Colorectal	Women	2003	54.50	54.32	Joinpoint 1	NA	3	3
England	Colorectal	Women	2004	55.20	55.23	NA	1.6746*	3	3
England	Colorectal	Women	2005	56.20	56.15	NA	1.6746*	3	3
England	Colorectal	Women	2006	57.03	57.09	NA	1.6746*	3	3
England	Colorectal	Women	2007	57.90	58.05	Joinpoint 2	NA	3	3
England	Colorectal	Women	2008	58.47	58.33	NA	0.4903	3	3
England	Colorectal	Women	2009	58.70	58.62	NA	0.4903	3	3
England	Colorectal	Women	2010	59.07	58.91	NA	0.4903	3	3
England	Colorectal	Women	2011	59.30	59.20	Joinpoint 3	NA	3	3
England	Colorectal	Women	2012	58.93	58.72	NA	-0.8103*	3	3
England	Colorectal	Women	2013	58.07	58.24	NA	-0.8103*	3	3
England	Colorectal	Women	2014	57.53	57.77	NA	-0.8103*	3	3
England	Colorectal	Women	2015	57.10	57.30	NA	-0.8103*	3	3
England	Colorectal	Women	2016	56.57	56.84	NA	-0.8103*	3	3
England	Colorectal	Women	2017	56.03	56.38	NA	-0.8103*	3	3
England	Colorectal	Women	2018	56.63	55.92	NA	-0.8103*	3	3
England	Lung	Men	2001	107.80	107.47	NA	-2.7881*	2	2
England	Lung	Men	2002	103.83	104.47	NA	-2.7881*	2	2
England	Lung	Men	2003	101.53	101.56	Joinpoint 1	NA	2	2
England	Lung	Men	2004	100.40	100.91	NA	-0.6393*	2	2
England	Lung	Men	2005	100.83	100.27	NA	-0.6393*	2	2
England	Lung	Men	2006	99.90	99.62	NA	-0.6393*	2	2
England	Lung	Men	2007	100.00	98.99	NA	-0.6393*	2	2
England	Lung	Men	2008	98.23	98.36	NA	-0.6393*	2	2
England	Lung	Men	2009	97.33	97.73	NA	-0.6393*	2	2
England	Lung	Men	2010	96.20	97.10	NA	-0.6393*	2	2
England	Lung	Men	2011	96.50	96.48	NA	-0.6393*	2	2
England	Lung	Men	2012	96.20	95.86	NA	-0.6393*	2	2
England	Lung	Men	2013	95.20	95.25	Joinpoint 2	NA	2	2
England	Lung	Men	2014	93.33	93.59	NA	-1.7466*	2	2
England	Lung	Men	2015	92.23	91.95	NA	-1.7466*	2	2
England	Lung	Men	2016	90.60	90.35	NA	-1.7466*	2	2
England	Lung	Men	2017	89.00	88.77	NA	-1.7466*	2	2
England	Lung	Men	2018	86.83	87.22	NA	-1.7466*	2	2
England	Lung	Women	2001	52.93	52.95	NA	0.2464	3	3
England	Lung	Women	2002	53.10	53.08	NA	0.2464	3	3
England	Lung	Women	2003	53.33	53.21	Joinpoint 1	NA	3	3
England	Lung	Women	2004	54.53	54.62	NA	2.6592*	3	3
England	Lung	Women	2005	55.93	56.07	NA	2.6592*	3	3
England	Lung	Women	2006	57.53	57.57	NA	2.6592*	3	3
England	Lung	Women	2007	59.30	59.10	Joinpoint 2	NA	3	3
England	Lung	Women	2008	60.33	60.27	NA	1.9796*	3	3
England	Lung	Women	2009	61.40	61.46	NA	1.9796*	3	3
England	Lung	Women	2010	62.30	62.68	NA	1.9796*	3	3
England	Lung	Women	2011	64.00	63.92	NA	1.9796*	3	3
England	Lung	Women	2012	65.53	65.18	NA	1.9796*	3	3
England	Lung	Women	2013	66.40	66.47	Joinpoint 3	NA	3	3
England	Lung	Women	2014	66.70	66.80	NA	0.4865*	3	3
England	Lung	Women	2015	66.97	67.12	NA	0.4865*	3	3
England	Lung	Women	2016	67.63	67.45	NA	0.4865*	3	3
England	Lung	Women	2017	67.87	67.77	NA	0.4865*	3	3
England	Lung	Women	2018	68.00	68.10	NA	0.4865*	3	3
England	Oesophageal	Men	2001	21.47	21.41	NA	0.7547*	1	1
England	Oesophageal	Men	2002	21.67	21.57	NA	0.7547*	1	1
England	Oesophageal	Men	2003	21.77	21.73	NA	0.7547*	1	1
England	Oesophageal	Men	2004	21.83	21.90	NA	0.7547*	1	1
England	Oesophageal	Men	2005	21.90	22.06	NA	0.7547*	1	1
England	Oesophageal	Men	2006	22.03	22.23	NA	0.7547*	1	1
England	Oesophageal	Men	2007	22.47	22.40	NA	0.7547*	1	1
England	Oesophageal	Men	2008	22.60	22.57	NA	0.7547*	1	1
England	Oesophageal	Men	2009	22.80	22.74	Joinpoint 1	NA	1	1
England	Oesophageal	Men	2010	22.57	22.71	NA	-0.1096	1	1
England	Oesophageal	Men	2011	22.87	22.69	NA	-0.1096	1	1
England	Oesophageal	Men	2012	22.77	22.66	NA	-0.1096	1	1
England	Oesophageal	Men	2013	22.60	22.64	NA	-0.1096	1	1
England	Oesophageal	Men	2014	22.50	22.61	NA	-0.1096	1	1
England	Oesophageal	Men	2015	22.60	22.59	NA	-0.1096	1	1
England	Oesophageal	Men	2016	22.73	22.56	NA	-0.1096	1	1
England	Oesophageal	Men	2017	22.60	22.54	NA	-0.1096	1	1
England	Oesophageal	Men	2018	22.33	22.51	NA	-0.1096	1	1
England	Oesophageal	Women	2001	9.53	9.51	NA	-0.7669*	2	2
England	Oesophageal	Women	2002	9.43	9.43	NA	-0.7669*	2	2
England	Oesophageal	Women	2003	9.27	9.36	NA	-0.7669*	2	2
England	Oesophageal	Women	2004	9.27	9.29	NA	-0.7669*	2	2
England	Oesophageal	Women	2005	9.23	9.22	NA	-0.7669*	2	2
England	Oesophageal	Women	2006	9.23	9.15	NA	-0.7669*	2	2
England	Oesophageal	Women	2007	9.13	9.08	NA	-0.7669*	2	2
England	Oesophageal	Women	2008	8.97	9.01	NA	-0.7669*	2	2
England	Oesophageal	Women	2009	8.93	8.94	NA	-0.7669*	2	2
England	Oesophageal	Women	2010	8.83	8.87	Joinpoint 1	NA	2	2
England	Oesophageal	Women	2011	8.93	8.92	NA	0.5927	2	2
England	Oesophageal	Women	2012	8.97	8.97	NA	0.5927	2	2
England	Oesophageal	Women	2013	9.00	9.03	Joinpoint 2	NA	2	2
England	Oesophageal	Women	2014	8.90	8.84	NA	-2.0751*	2	2
England	Oesophageal	Women	2015	8.67	8.66	NA	-2.0751*	2	2
England	Oesophageal	Women	2016	8.43	8.48	NA	-2.0751*	2	2
England	Oesophageal	Women	2017	8.27	8.30	NA	-2.0751*	2	2
England	Oesophageal	Women	2018	8.17	8.13	NA	-2.0751*	2	2
England	Pancreatic	Men	2001	16.87	16.80	NA	-0.3479	1	1
England	Pancreatic	Men	2002	16.60	16.74	NA	-0.3479	1	1
England	Pancreatic	Men	2003	16.77	16.68	Joinpoint 1	NA	1	1
England	Pancreatic	Men	2004	16.80	16.88	NA	1.1683*	1	1
England	Pancreatic	Men	2005	17.20	17.07	NA	1.1683*	1	1
England	Pancreatic	Men	2006	17.13	17.27	NA	1.1683*	1	1
England	Pancreatic	Men	2007	17.53	17.47	NA	1.1683*	1	1
England	Pancreatic	Men	2008	17.67	17.68	NA	1.1683*	1	1
England	Pancreatic	Men	2009	17.93	17.88	NA	1.1683*	1	1
England	Pancreatic	Men	2010	17.90	18.09	NA	1.1683*	1	1
England	Pancreatic	Men	2011	18.17	18.30	NA	1.1683*	1	1
England	Pancreatic	Men	2012	18.67	18.52	NA	1.1683*	1	1
England	Pancreatic	Men	2013	18.93	18.73	NA	1.1683*	1	1
England	Pancreatic	Men	2014	19.03	18.95	NA	1.1683*	1	1
England	Pancreatic	Men	2015	19.17	19.17	NA	1.1683*	1	1
England	Pancreatic	Men	2016	19.50	19.40	NA	1.1683*	1	1
England	Pancreatic	Men	2017	19.67	19.63	NA	1.1683*	1	1
England	Pancreatic	Men	2018	19.60	19.85	NA	1.1683*	1	1
England	Pancreatic	Women	2001	12.87	12.72	NA	1.9112*	2	2
England	Pancreatic	Women	2002	12.87	12.96	NA	1.9112*	2	2
England	Pancreatic	Women	2003	13.07	13.21	NA	1.9112*	2	2
England	Pancreatic	Women	2004	13.43	13.46	NA	1.9112*	2	2
England	Pancreatic	Women	2005	13.83	13.72	NA	1.9112*	2	2
England	Pancreatic	Women	2006	14.00	13.98	Joinpoint 1	NA	2	2
England	Pancreatic	Women	2007	14.20	14.15	NA	1.2047*	2	2
England	Pancreatic	Women	2008	14.33	14.32	NA	1.2047*	2	2
England	Pancreatic	Women	2009	14.47	14.49	NA	1.2047*	2	2
England	Pancreatic	Women	2010	14.60	14.67	NA	1.2047*	2	2
England	Pancreatic	Women	2011	14.73	14.84	NA	1.2047*	2	2
England	Pancreatic	Women	2012	15.10	15.02	NA	1.2047*	2	2
England	Pancreatic	Women	2013	15.23	15.20	NA	1.2047*	2	2
England	Pancreatic	Women	2014	15.43	15.39	Joinpoint 2	NA	2	2
England	Pancreatic	Women	2015	15.33	15.38	NA	-0.0585	2	2
England	Pancreatic	Women	2016	15.43	15.37	NA	-0.0585	2	2
England	Pancreatic	Women	2017	15.27	15.36	NA	-0.0585	2	2
England	Pancreatic	Women	2018	15.40	15.35	NA	-0.0585	2	2
England	Prostate	Men	2001	160.03	161.54	NA	1.2348*	2	2
England	Prostate	Men	2002	165.00	163.54	NA	1.2348*	2	2
England	Prostate	Men	2003	167.60	165.55	NA	1.2348*	2	2
England	Prostate	Men	2004	168.07	167.60	NA	1.2348*	2	2
England	Prostate	Men	2005	171.10	169.67	NA	1.2348*	2	2
England	Prostate	Men	2006	170.07	171.76	NA	1.2348*	2	2
England	Prostate	Men	2007	171.47	173.88	NA	1.2348*	2	2
England	Prostate	Men	2008	174.80	176.03	NA	1.2348*	2	2
England	Prostate	Men	2009	178.10	178.20	NA	1.2348*	2	2
England	Prostate	Men	2010	180.80	180.41	NA	1.2348*	2	2
England	Prostate	Men	2011	180.70	182.63	NA	1.2348*	2	2
England	Prostate	Men	2012	185.80	184.89	NA	1.2348*	2	2
England	Prostate	Men	2013	187.77	187.17	Joinpoint 1	NA	2	2
England	Prostate	Men	2014	187.93	185.14	NA	-1.0830	2	2
England	Prostate	Men	2015	182.53	183.14	NA	-1.0830	2	2
England	Prostate	Men	2016	180.17	181.16	Joinpoint 2	NA	2	2
England	Prostate	Men	2017	188.13	187.12	NA	3.2941*	2	2
England	Prostate	Men	2018	192.77	193.29	NA	3.2941*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2001	631.23	635.32	NA	0.8268*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2002	644.60	640.57	NA	0.8268*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2003	648.33	645.87	NA	0.8268*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2004	650.83	651.21	NA	0.8268*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2005	655.43	656.60	Joinpoint 1	NA	2	2
Nothern Ireland	All sites excl. NMSC	Men	2006	666.67	669.73	NA	1.9999*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2007	686.80	683.12	NA	1.9999*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2008	696.87	696.78	Joinpoint 2	NA	2	2
Nothern Ireland	All sites excl. NMSC	Men	2009	692.13	694.42	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2010	692.23	692.07	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2011	691.37	689.72	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2012	692.83	687.39	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2013	683.23	685.06	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2014	678.77	682.74	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2015	677.17	680.43	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2016	676.47	678.12	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2017	674.50	675.82	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Men	2018	679.17	673.53	NA	-0.3388*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2001	479.50	476.39	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2002	481.43	481.85	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2003	492.27	487.38	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2004	492.83	492.97	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2005	491.60	498.63	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2006	496.57	504.35	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2007	509.33	510.14	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2008	522.10	515.99	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2009	523.30	521.91	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2010	526.60	527.90	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2011	533.20	533.95	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2012	543.93	540.08	NA	1.1473*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2013	545.43	546.28	Joinpoint 1	NA	1	1
Nothern Ireland	All sites excl. NMSC	Women	2014	546.77	549.43	NA	0.5765*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2015	553.33	552.59	NA	0.5765*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2016	558.43	555.78	NA	0.5765*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2017	562.00	558.98	NA	0.5765*	1	1
Nothern Ireland	All sites excl. NMSC	Women	2018	558.43	562.20	NA	0.5765*	1	1
Nothern Ireland	Breast	Women	2001	133.20	136.39	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2002	135.13	138.16	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2003	142.90	139.95	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2004	146.77	141.77	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2005	142.90	143.61	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2006	142.07	145.47	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2007	144.60	147.36	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2008	153.13	149.28	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2009	153.07	151.21	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2010	155.53	153.18	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2011	157.13	155.16	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2012	158.60	157.18	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2013	156.37	159.22	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2014	159.57	161.29	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2015	162.83	163.38	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2016	168.00	165.50	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2017	167.73	167.65	NA	1.2981*	0	0
Nothern Ireland	Breast	Women	2018	166.47	169.83	NA	1.2981*	0	0
Nothern Ireland	Colorectal	Men	2001	93.90	95.60	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2002	98.93	96.78	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2003	96.00	97.97	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2004	100.00	99.18	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2005	99.67	100.41	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2006	104.80	101.64	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2007	103.80	102.90	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2008	104.07	104.17	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2009	103.13	105.45	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2010	105.80	106.75	NA	1.2335*	1	1
Nothern Ireland	Colorectal	Men	2011	108.53	108.07	Joinpoint 1	NA	1	1
Nothern Ireland	Colorectal	Men	2012	106.57	104.64	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2013	102.83	101.31	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2014	96.63	98.09	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2015	93.30	94.98	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2016	90.40	91.96	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2017	88.37	89.04	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Men	2018	88.70	86.21	NA	-3.1769*	1	1
Nothern Ireland	Colorectal	Women	2001	60.93	60.50	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2002	61.40	61.05	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2003	62.63	61.60	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2004	60.77	62.16	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2005	61.13	62.72	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2006	62.60	63.29	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2007	65.80	63.86	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2008	65.13	64.44	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2009	64.10	65.02	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2010	65.23	65.61	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2011	66.37	66.21	NA	0.9059*	2	2
Nothern Ireland	Colorectal	Women	2012	67.20	66.81	Joinpoint 1	NA	2	2
Nothern Ireland	Colorectal	Women	2013	64.37	64.37	NA	-3.6510	2	2
Nothern Ireland	Colorectal	Women	2014	62.20	62.02	NA	-3.6510	2	2
Nothern Ireland	Colorectal	Women	2015	59.70	59.75	Joinpoint 2	NA	2	2
Nothern Ireland	Colorectal	Women	2016	59.70	60.01	NA	0.4254	2	2
Nothern Ireland	Colorectal	Women	2017	60.70	60.26	NA	0.4254	2	2
Nothern Ireland	Colorectal	Women	2018	60.33	60.52	NA	0.4254	2	2
Nothern Ireland	Lung	Men	2001	103.97	103.32	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2002	103.70	103.87	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2003	104.33	104.44	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2004	105.50	105.00	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2005	105.77	105.57	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2006	103.17	106.14	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2007	107.53	106.71	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2008	107.90	107.28	NA	0.5398*	1	1
Nothern Ireland	Lung	Men	2009	108.43	107.86	Joinpoint 1	NA	1	1
Nothern Ireland	Lung	Men	2010	105.47	106.61	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2011	105.70	105.37	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2012	105.57	104.15	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2013	103.37	102.94	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2014	101.83	101.75	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2015	98.77	100.56	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2016	99.70	99.40	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2017	98.47	98.24	NA	-1.1610*	1	1
Nothern Ireland	Lung	Men	2018	97.23	97.10	NA	-1.1610*	1	1
Nothern Ireland	Lung	Women	2001	50.13	50.11	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2002	50.67	50.96	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2003	52.67	51.82	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2004	52.93	52.69	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2005	52.67	53.58	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2006	54.37	54.48	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2007	54.47	55.40	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2008	57.83	56.33	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2009	56.80	57.28	NA	1.6844*	2	2
Nothern Ireland	Lung	Women	2010	58.50	58.24	Joinpoint 1	NA	2	2
Nothern Ireland	Lung	Women	2011	60.63	61.46	NA	5.5228*	2	2
Nothern Ireland	Lung	Women	2012	65.40	64.85	NA	5.5228*	2	2
Nothern Ireland	Lung	Women	2013	69.73	68.43	NA	5.5228*	2	2
Nothern Ireland	Lung	Women	2014	70.87	72.21	NA	5.5228*	2	2
Nothern Ireland	Lung	Women	2015	75.80	76.20	Joinpoint 2	NA	2	2
Nothern Ireland	Lung	Women	2016	76.50	75.90	NA	-0.3925	2	2
Nothern Ireland	Lung	Women	2017	76.33	75.61	NA	-0.3925	2	2
Nothern Ireland	Lung	Women	2018	74.63	75.31	NA	-0.3925	2	2
Nothern Ireland	Oesophageal	Men	2001	16.87	17.02	NA	4.1129*	2	2
Nothern Ireland	Oesophageal	Men	2002	18.37	17.72	NA	4.1129*	2	2
Nothern Ireland	Oesophageal	Men	2003	18.07	18.45	NA	4.1129*	2	2
Nothern Ireland	Oesophageal	Men	2004	18.97	19.21	NA	4.1129*	2	2
Nothern Ireland	Oesophageal	Men	2005	19.83	20.00	NA	4.1129*	2	2
Nothern Ireland	Oesophageal	Men	2006	20.77	20.82	Joinpoint 1	NA	2	2
Nothern Ireland	Oesophageal	Men	2007	20.83	20.28	NA	-2.6139	2	2
Nothern Ireland	Oesophageal	Men	2008	19.77	19.75	NA	-2.6139	2	2
Nothern Ireland	Oesophageal	Men	2009	18.77	19.23	Joinpoint 2	NA	2	2
Nothern Ireland	Oesophageal	Men	2010	18.83	19.47	NA	1.2291*	2	2
Nothern Ireland	Oesophageal	Men	2011	20.13	19.71	NA	1.2291*	2	2
Nothern Ireland	Oesophageal	Men	2012	20.50	19.95	NA	1.2291*	2	2
Nothern Ireland	Oesophageal	Men	2013	21.10	20.20	NA	1.2291*	2	2
Nothern Ireland	Oesophageal	Men	2014	19.90	20.44	NA	1.2291*	2	2
Nothern Ireland	Oesophageal	Men	2015	20.40	20.69	NA	1.2291*	2	2
