"Sex"	"Cancer Type"	"Year"	"ASR (Europe)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All	All Cancers Combined (C00-C97)	2012	284.22	282.86	NA	-0.9523*	5	5
All	All Cancers Combined (C00-C97)	2013	281.47	280.16	NA	-0.9523*	5	5
All	All Cancers Combined (C00-C97)	2014	276.60	277.50	NA	-0.9523*	5	5
All	All Cancers Combined (C00-C97)	2015	274.39	274.85	NA	-0.9523*	5	5
All	All Cancers Combined (C00-C97)	2016	271.58	272.24	NA	-0.9523*	5	5
All	All Cancers Combined (C00-C97)	2017	269.60	269.64	NA	-0.9523*	5	5
All	Bowel Cancer (C18-C20)	1976	47.92	47.80	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1977	47.22	47.14	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1978	46.23	46.49	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1979	45.84	45.85	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1980	45.33	45.22	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1981	44.39	44.59	NA	-1.3792*	5	5
All	Bowel Cancer (C18-C20)	1982	43.99	43.98	Joinpoint 1	NA	5	5
All	Bowel Cancer (C18-C20)	1983	44.35	44.31	NA	0.7436	5	5
All	Bowel Cancer (C18-C20)	1984	45.04	44.64	NA	0.7436	5	5
All	Bowel Cancer (C18-C20)	1985	44.91	44.97	Joinpoint 2	NA	5	5
All	Bowel Cancer (C18-C20)	1986	44.33	44.53	NA	-0.9738*	5	5
All	Bowel Cancer (C18-C20)	1987	43.81	44.10	NA	-0.9738*	5	5
All	Bowel Cancer (C18-C20)	1988	43.78	43.67	NA	-0.9738*	5	5
All	Bowel Cancer (C18-C20)	1989	43.41	43.24	NA	-0.9738*	5	5
All	Bowel Cancer (C18-C20)	1990	42.93	42.82	NA	-0.9738*	5	5
All	Bowel Cancer (C18-C20)	1991	42.53	42.40	Joinpoint 3	NA	5	5
All	Bowel Cancer (C18-C20)	1992	41.46	41.30	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1993	40.27	40.23	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1994	38.75	39.18	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1995	37.93	38.16	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1996	37.10	37.17	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1997	36.27	36.20	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1998	35.34	35.26	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	1999	34.33	34.34	NA	-2.6023*	5	5
All	Bowel Cancer (C18-C20)	2000	33.42	33.45	Joinpoint 4	NA	5	5
All	Bowel Cancer (C18-C20)	2001	32.79	32.96	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2002	32.39	32.48	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2003	32.07	32.01	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2004	31.65	31.55	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2005	31.20	31.09	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2006	30.71	30.64	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2007	30.39	30.20	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2008	29.86	29.76	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2009	29.36	29.33	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2010	28.71	28.90	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2011	28.55	28.48	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2012	28.17	28.07	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2013	27.78	27.66	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2014	27.02	27.26	NA	-1.4497*	5	5
All	Bowel Cancer (C18-C20)	2015	26.80	26.87	Joinpoint 5	NA	5	5
All	Bowel Cancer (C18-C20)	2016	26.75	26.81	NA	-0.2147	5	5
All	Bowel Cancer (C18-C20)	2017	26.78	26.75	NA	-0.2147	5	5
All	Breast Cancer (C50)	1976	31.46	31.43	NA	0.6153*	7	7
All	Breast Cancer (C50)	1977	31.65	31.62	NA	0.6153*	7	7
All	Breast Cancer (C50)	1978	31.79	31.82	NA	0.6153*	7	7
All	Breast Cancer (C50)	1979	31.93	32.01	NA	0.6153*	7	7
All	Breast Cancer (C50)	1980	32.23	32.21	NA	0.6153*	7	7
All	Breast Cancer (C50)	1981	32.37	32.41	NA	0.6153*	7	7
All	Breast Cancer (C50)	1982	32.67	32.61	Joinpoint 1	NA	7	7
All	Breast Cancer (C50)	1983	33.34	33.36	NA	2.2973*	7	7
All	Breast Cancer (C50)	1984	34.14	34.12	NA	2.2973*	7	7
All	Breast Cancer (C50)	1985	34.88	34.91	Joinpoint 2	NA	7	7
All	Breast Cancer (C50)	1986	34.95	34.93	NA	0.0600	7	7
All	Breast Cancer (C50)	1987	34.95	34.95	NA	0.0600	7	7
All	Breast Cancer (C50)	1988	34.93	34.97	Joinpoint 3	NA	7	7
All	Breast Cancer (C50)	1989	34.60	34.62	NA	-0.9855	7	7
All	Breast Cancer (C50)	1990	34.41	34.28	NA	-0.9855	7	7
All	Breast Cancer (C50)	1991	33.84	33.94	Joinpoint 4	NA	7	7
All	Breast Cancer (C50)	1992	33.13	32.94	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1993	32.05	31.96	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1994	30.91	31.01	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1995	29.99	30.09	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1996	29.06	29.20	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1997	28.24	28.33	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1998	27.51	27.49	NA	-2.9686*	7	7
All	Breast Cancer (C50)	1999	26.81	26.67	Joinpoint 5	NA	7	7
All	Breast Cancer (C50)	2000	26.45	26.41	NA	-0.9835	7	7
All	Breast Cancer (C50)	2001	26.12	26.15	NA	-0.9835	7	7
All	Breast Cancer (C50)	2002	25.85	25.89	Joinpoint 6	NA	7	7
All	Breast Cancer (C50)	2003	25.18	25.27	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2004	24.63	24.66	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2005	24.12	24.07	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2006	23.61	23.49	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2007	23.08	22.92	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2008	22.35	22.37	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2009	21.75	21.83	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2010	21.17	21.30	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2011	20.80	20.79	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2012	20.38	20.29	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2013	19.85	19.80	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2014	19.21	19.33	NA	-2.4086*	7	7
All	Breast Cancer (C50)	2015	18.92	18.86	Joinpoint 7	NA	7	7
All	Breast Cancer (C50)	2016	18.66	18.72	NA	-0.7184	7	7
All	Breast Cancer (C50)	2017	18.62	18.59	NA	-0.7184	7	7
All	Lung Cancer (C33-C34)	1976	84.53	84.51	NA	1.3845*	7	7
All	Lung Cancer (C33-C34)	1977	85.64	85.68	NA	1.3845*	7	7
All	Lung Cancer (C33-C34)	1978	86.65	86.87	Joinpoint 1	NA	7	7
All	Lung Cancer (C33-C34)	1979	87.55	87.11	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1980	87.54	87.35	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1981	87.22	87.59	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1982	87.40	87.83	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1983	88.18	88.07	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1984	88.82	88.31	NA	0.2748*	7	7
All	Lung Cancer (C33-C34)	1985	88.25	88.55	Joinpoint 2	NA	7	7
All	Lung Cancer (C33-C34)	1986	87.49	87.68	NA	-0.9842*	7	7
All	Lung Cancer (C33-C34)	1987	86.83	86.82	NA	-0.9842*	7	7
All	Lung Cancer (C33-C34)	1988	86.27	85.96	NA	-0.9842*	7	7
All	Lung Cancer (C33-C34)	1989	85.33	85.12	NA	-0.9842*	7	7
All	Lung Cancer (C33-C34)	1990	84.23	84.28	NA	-0.9842*	7	7
All	Lung Cancer (C33-C34)	1991	83.23	83.45	Joinpoint 3	NA	7	7
All	Lung Cancer (C33-C34)	1992	81.84	81.71	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1993	80.16	80.01	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1994	78.30	78.35	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1995	76.74	76.72	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1996	74.85	75.12	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1997	73.44	73.56	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1998	71.86	72.03	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	1999	70.62	70.53	NA	-2.0803*	7	7
All	Lung Cancer (C33-C34)	2000	69.20	69.07	Joinpoint 4	NA	7	7
All	Lung Cancer (C33-C34)	2001	68.35	68.28	NA	-1.1401*	7	7
All	Lung Cancer (C33-C34)	2002	67.60	67.50	NA	-1.1401*	7	7
All	Lung Cancer (C33-C34)	2003	66.69	66.73	NA	-1.1401*	7	7
All	Lung Cancer (C33-C34)	2004	65.97	65.97	Joinpoint 5	NA	7	7
All	Lung Cancer (C33-C34)	2005	65.85	66.02	NA	0.0848	7	7
All	Lung Cancer (C33-C34)	2006	66.12	66.08	NA	0.0848	7	7
All	Lung Cancer (C33-C34)	2007	66.41	66.14	NA	0.0848	7	7
All	Lung Cancer (C33-C34)	2008	66.02	66.19	Joinpoint 6	NA	7	7
All	Lung Cancer (C33-C34)	2009	65.25	65.28	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2010	64.26	64.38	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2011	63.44	63.49	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2012	62.75	62.61	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2013	62.00	61.75	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2014	60.86	60.90	NA	-1.3805*	7	7
All	Lung Cancer (C33-C34)	2015	59.91	60.06	Joinpoint 7	NA	7	7
All	Lung Cancer (C33-C34)	2016	58.51	58.56	NA	-2.4903*	7	7
All	Lung Cancer (C33-C34)	2017	57.13	57.10	NA	-2.4903*	7	7
All	Oesophageal Cancer (C15)	1976	9.80	9.84	NA	1.1439*	4	4
All	Oesophageal Cancer (C15)	1977	10.00	9.96	NA	1.1439*	4	4
All	Oesophageal Cancer (C15)	1978	10.09	10.07	NA	1.1439*	4	4
All	Oesophageal Cancer (C15)	1979	10.19	10.19	NA	1.1439*	4	4
All	Oesophageal Cancer (C15)	1980	10.30	10.30	Joinpoint 1	NA	4	4
All	Oesophageal Cancer (C15)	1981	10.55	10.55	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1982	10.74	10.80	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1983	11.01	11.06	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1984	11.39	11.33	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1985	11.65	11.60	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1986	11.93	11.87	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1987	12.11	12.16	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1988	12.43	12.45	NA	2.3924*	4	4
All	Oesophageal Cancer (C15)	1989	12.74	12.75	Joinpoint 2	NA	4	4
All	Oesophageal Cancer (C15)	1990	13.00	13.00	NA	1.9562*	4	4
All	Oesophageal Cancer (C15)	1991	13.23	13.25	NA	1.9562*	4	4
All	Oesophageal Cancer (C15)	1992	13.51	13.51	NA	1.9562*	4	4
All	Oesophageal Cancer (C15)	1993	13.80	13.77	NA	1.9562*	4	4
All	Oesophageal Cancer (C15)	1994	14.03	14.04	Joinpoint 3	NA	4	4
All	Oesophageal Cancer (C15)	1995	14.12	14.10	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	1996	14.15	14.15	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	1997	14.19	14.20	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	1998	14.27	14.26	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	1999	14.29	14.31	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	2000	14.33	14.36	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	2001	14.37	14.42	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	2002	14.54	14.47	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	2003	14.54	14.53	NA	0.3764*	4	4
All	Oesophageal Cancer (C15)	2004	14.51	14.58	Joinpoint 4	NA	4	4
All	Oesophageal Cancer (C15)	2005	14.39	14.45	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2006	14.30	14.32	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2007	14.21	14.19	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2008	14.11	14.06	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2009	14.06	13.94	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2010	13.86	13.81	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2011	13.70	13.69	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2012	13.54	13.56	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2013	13.41	13.44	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2014	13.29	13.32	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2015	13.22	13.20	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2016	13.06	13.08	NA	-0.8985*	4	4
All	Oesophageal Cancer (C15)	2017	12.95	12.97	NA	-0.8985*	4	4
All	Pancreatic Cancer (C25)	1976	15.41	15.34	NA	0.9020*	7	7
All	Pancreatic Cancer (C25)	1977	15.38	15.48	NA	0.9020*	7	7
All	Pancreatic Cancer (C25)	1978	15.60	15.62	NA	0.9020*	7	7
All	Pancreatic Cancer (C25)	1979	15.74	15.76	Joinpoint 1	NA	7	7
All	Pancreatic Cancer (C25)	1980	15.65	15.54	NA	-1.3950*	7	7
All	Pancreatic Cancer (C25)	1981	15.30	15.32	NA	-1.3950*	7	7
All	Pancreatic Cancer (C25)	1982	15.05	15.11	Joinpoint 2	NA	7	7
All	Pancreatic Cancer (C25)	1983	15.20	15.19	NA	0.5451	7	7
All	Pancreatic Cancer (C25)	1984	15.35	15.27	NA	0.5451	7	7
All	Pancreatic Cancer (C25)	1985	15.37	15.36	Joinpoint 3	NA	7	7
All	Pancreatic Cancer (C25)	1986	15.24	15.30	NA	-0.3830	7	7
All	Pancreatic Cancer (C25)	1987	15.16	15.24	NA	-0.3830	7	7
All	Pancreatic Cancer (C25)	1988	15.19	15.18	NA	-0.3830	7	7
All	Pancreatic Cancer (C25)	1989	15.20	15.12	NA	-0.3830	7	7
All	Pancreatic Cancer (C25)	1990	15.06	15.06	Joinpoint 4	NA	7	7
All	Pancreatic Cancer (C25)	1991	14.89	14.83	NA	-1.5756*	7	7
All	Pancreatic Cancer (C25)	1992	14.58	14.59	NA	-1.5756*	7	7
All	Pancreatic Cancer (C25)	1993	14.33	14.36	NA	-1.5756*	7	7
All	Pancreatic Cancer (C25)	1994	14.02	14.14	NA	-1.5756*	7	7
All	Pancreatic Cancer (C25)	1995	13.89	13.91	NA	-1.5756*	7	7
All	Pancreatic Cancer (C25)	1996	13.80	13.70	Joinpoint 5	NA	7	7
All	Pancreatic Cancer (C25)	1997	13.76	13.74	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	1998	13.71	13.79	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	1999	13.86	13.83	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	2000	13.90	13.88	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	2001	13.95	13.93	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	2002	13.95	13.97	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	2003	14.01	14.02	NA	0.3345*	7	7
All	Pancreatic Cancer (C25)	2004	14.11	14.07	Joinpoint 6	NA	7	7
All	Pancreatic Cancer (C25)	2005	14.16	14.24	NA	1.2105*	7	7
All	Pancreatic Cancer (C25)	2006	14.44	14.41	NA	1.2105*	7	7
All	Pancreatic Cancer (C25)	2007	14.60	14.58	NA	1.2105*	7	7
All	Pancreatic Cancer (C25)	2008	14.83	14.76	Joinpoint 7	NA	7	7
All	Pancreatic Cancer (C25)	2009	14.71	14.81	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2010	14.81	14.86	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2011	14.94	14.90	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2012	15.05	14.95	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2013	15.07	15.00	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2014	14.89	15.05	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2015	15.05	15.10	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2016	15.14	15.15	NA	0.3243*	7	7
All	Pancreatic Cancer (C25)	2017	15.28	15.20	NA	0.3243*	7	7
All	Prostate Cancer (C61)	1976	13.40	13.29	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1977	13.47	13.45	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1978	13.54	13.62	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1979	13.69	13.78	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1980	13.89	13.95	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1981	14.07	14.12	NA	1.2184*	7	7
All	Prostate Cancer (C61)	1982	14.38	14.29	Joinpoint 1	NA	7	7
All	Prostate Cancer (C61)	1983	15.22	15.16	NA	6.0986*	7	7
All	Prostate Cancer (C61)	1984	16.21	16.09	NA	6.0986*	7	7
All	Prostate Cancer (C61)	1985	17.07	17.07	Joinpoint 2	NA	7	7
All	Prostate Cancer (C61)	1986	17.59	17.62	NA	3.2381*	7	7
All	Prostate Cancer (C61)	1987	18.08	18.19	NA	3.2381*	7	7
All	Prostate Cancer (C61)	1988	18.77	18.78	NA	3.2381*	7	7
All	Prostate Cancer (C61)	1989	19.36	19.39	NA	3.2381*	7	7
All	Prostate Cancer (C61)	1990	20.04	20.02	NA	3.2381*	7	7
All	Prostate Cancer (C61)	1991	20.57	20.67	Joinpoint 3	NA	7	7
All	Prostate Cancer (C61)	1992	20.88	20.76	NA	0.4290	7	7
All	Prostate Cancer (C61)	1993	20.94	20.84	NA	0.4290	7	7
All	Prostate Cancer (C61)	1994	20.98	20.93	NA	0.4290	7	7
All	Prostate Cancer (C61)	1995	20.94	21.02	Joinpoint 4	NA	7	7
All	Prostate Cancer (C61)	1996	20.68	20.69	NA	-1.5943*	7	7
All	Prostate Cancer (C61)	1997	20.30	20.36	NA	-1.5943*	7	7
All	Prostate Cancer (C61)	1998	20.03	20.03	NA	-1.5943*	7	7
All	Prostate Cancer (C61)	1999	19.77	19.71	Joinpoint 5	NA	7	7
All	Prostate Cancer (C61)	2000	19.92	19.94	NA	1.1659*	7	7
All	Prostate Cancer (C61)	2001	20.09	20.18	NA	1.1659*	7	7
All	Prostate Cancer (C61)	2002	20.55	20.41	NA	1.1659*	7	7
All	Prostate Cancer (C61)	2003	20.60	20.65	Joinpoint 6	NA	7	7
All	Prostate Cancer (C61)	2004	20.44	20.41	NA	-1.1877*	7	7
All	Prostate Cancer (C61)	2005	20.13	20.16	NA	-1.1877*	7	7
All	Prostate Cancer (C61)	2006	19.88	19.92	NA	-1.1877*	7	7
All	Prostate Cancer (C61)	2007	19.71	19.69	Joinpoint 7	NA	7	7
All	Prostate Cancer (C61)	2008	19.63	19.63	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2009	19.60	19.58	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2010	19.66	19.52	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2011	19.57	19.47	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2012	19.29	19.41	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2013	19.18	19.36	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2014	19.17	19.31	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2015	19.26	19.25	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2016	19.33	19.20	NA	-0.2788*	7	7
All	Prostate Cancer (C61)	2017	19.20	19.14	NA	-0.2788*	7	7
Men	All Cancers Combined (C00-C97)	1976	448.55	449.47	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1977	450.31	450.40	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1978	451.78	451.33	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1979	453.76	452.27	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1980	454.08	453.20	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1981	452.11	454.14	NA	0.2069*	5	5
Men	All Cancers Combined (C00-C97)	1982	454.11	455.08	Joinpoint 1	NA	5	5
Men	All Cancers Combined (C00-C97)	1983	461.34	460.80	NA	1.2566*	5	5
Men	All Cancers Combined (C00-C97)	1984	469.16	466.59	NA	1.2566*	5	5
Men	All Cancers Combined (C00-C97)	1985	470.89	472.45	Joinpoint 2	NA	5	5
Men	All Cancers Combined (C00-C97)	1986	469.18	470.94	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1987	468.11	469.43	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1988	468.94	467.93	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1989	468.24	466.43	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1990	466.50	464.94	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1991	465.45	463.45	NA	-0.3200*	5	5
Men	All Cancers Combined (C00-C97)	1992	460.03	461.97	Joinpoint 3	NA	5	5
Men	All Cancers Combined (C00-C97)	1993	452.07	452.89	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1994	442.59	444.00	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1995	434.89	435.28	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1996	426.43	426.73	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1997	419.52	418.34	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1998	410.56	410.13	NA	-1.9643*	5	5
Men	All Cancers Combined (C00-C97)	1999	402.59	402.07	Joinpoint 4	NA	5	5
Men	All Cancers Combined (C00-C97)	2000	398.30	399.71	NA	-0.5883	5	5
Men	All Cancers Combined (C00-C97)	2001	397.46	397.35	NA	-0.5883	5	5
Men	All Cancers Combined (C00-C97)	2002	397.23	395.02	Joinpoint 5	NA	5	5
Men	All Cancers Combined (C00-C97)	2003	391.75	390.04	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2004	384.69	385.13	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2005	379.10	380.28	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2006	374.04	375.49	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2007	370.52	370.76	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2008	365.36	366.09	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2009	360.29	361.48	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2010	355.92	356.93	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2011	352.94	352.44	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2012	349.36	348.00	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2013	345.01	343.62	NA	-1.2593*	5	5
