variable	age_group	sex	exposure	year	value	SE
BMI	20-49	Men	BMI_overweight_men	2002	0.424613402061856	0.0125467389294996
BMI	20-49	Men	BMI_overweight_men	2003	0.420453316992104	0.00829088010134869
BMI	20-49	Men	BMI_overweight_men	2004	0.431924036282654	0.00340688412784716
BMI	20-49	Men	BMI_overweight_men	2005	0.424861627538445	0.0120308120905436
BMI	20-49	Men	BMI_overweight_men	2006	0.438284198753686	0.00875640584526551
BMI	20-49	Men	BMI_overweight_men	2007	0.400514723682151	0.0121781283795996
BMI	20-49	Men	BMI_overweight_men	2008	0.421489313573243	0.00853895677706604
BMI	20-49	Men	BMI_overweight_men	2009	0.43167775387253	0.0149993541772996
BMI	20-49	Men	BMI_overweight_men	2010	0.417822259958675	0.0114419451700453
BMI	20-49	Men	BMI_overweight_men	2011	0.407836120434225	0.0114520820251817
BMI	20-49	Men	BMI_overweight_men	2012	0.425577794771415	0.0117345827978533
BMI	20-49	Men	BMI_overweight_men	2013	0.400767105841301	0.0113107859865582
BMI	20-49	Men	BMI_overweight_men	2014	0.383547110106192	0.0115329095924561
BMI	20-49	Men	BMI_overweight_men	2015	0.40263255842109	0.0118747588084968
BMI	20-49	Men	BMI_overweight_men	2016	0.385411181292251	0.0120523845013754
BMI	20-49	Men	BMI_overweight_men	2017	0.394133275538372	0.0121905591987757
BMI	50+	Men	BMI_overweight_men	1997	0.508025122121424	0.0132065981261207
BMI	50+	Men	BMI_overweight_men	1998	0.530337078651685	0.00965858492707853
BMI	50+	Men	BMI_overweight_men	1999	0.505247376311844	0.0136888880466386
BMI	50+	Men	BMI_overweight_men	2000	0.514243973703433	0.013508028865723
BMI	50+	Men	BMI_overweight_men	2001	0.514738393515107	0.00959348333681508
BMI	50+	Men	BMI_overweight_men	2002	0.492244897959184	0.0142839958507111
BMI	50+	Men	BMI_overweight_men	2003	0.495153658089672	0.00993842185147623
BMI	50+	Men	BMI_overweight_men	2004	0.49076845271386	0.00404160870272231
BMI	50+	Men	BMI_overweight_men	2005	0.479820228541799	0.0143393169595323
BMI	50+	Men	BMI_overweight_men	2006	0.480093377933335	0.0103346034603832
BMI	50+	Men	BMI_overweight_men	2007	0.465203116864606	0.0144727467407451
BMI	50+	Men	BMI_overweight_men	2008	0.460547781460153	0.00989158004415554
BMI	50+	Men	BMI_overweight_men	2009	0.484847300174628	0.0176308761132196
BMI	50+	Men	BMI_overweight_men	2010	0.470915299072222	0.0132270688712144
BMI	50+	Men	BMI_overweight_men	2011	0.457055368062795	0.0132207930171505
BMI	50+	Men	BMI_overweight_men	2012	0.470436670010692	0.0132136800310536
BMI	50+	Men	BMI_overweight_men	2013	0.464208228590274	0.0126782438657294
BMI	50+	Men	BMI_overweight_men	2014	0.480973045232453	0.0129444859950992
BMI	50+	Men	BMI_overweight_men	2015	0.459073871987728	0.0130661236828437
BMI	50+	Men	BMI_overweight_men	2016	0.460508606740859	0.0132336033565254
BMI	50+	Men	BMI_overweight_men	2017	0.436332163268875	0.0131844173347767
BMI	20-49	Women	BMI_overweight_women	1997	0.290590809628009	0.00949830783012298
BMI	20-49	Women	BMI_overweight_women	1998	0.285289010171173	0.00711215727875228
BMI	20-49	Women	BMI_overweight_women	1999	0.296393099843178	0.0104409881858063
BMI	20-49	Women	BMI_overweight_women	2000	0.292134831460674	0.010276863740918
BMI	20-49	Women	BMI_overweight_women	2001	0.288285937907644	0.00731636044508247
BMI	20-49	Women	BMI_overweight_women	2002	0.3035413153457	0.0109010570116258
BMI	20-49	Women	BMI_overweight_women	2003	0.291535300371593	0.00780210974201139
BMI	20-49	Women	BMI_overweight_women	2004	0.302941560867965	0.00317892772083443
BMI	20-49	Women	BMI_overweight_women	2005	0.286534207637529	0.0110456263619767
BMI	20-49	Women	BMI_overweight_women	2006	0.292700433559538	0.00814418302474662
BMI	20-49	Women	BMI_overweight_women	2007	0.297725260010733	0.0116039207302414
BMI	20-49	Women	BMI_overweight_women	2008	0.289715801745521	0.00786860379161902
BMI	20-49	Women	BMI_overweight_women	2009	0.288506361684271	0.0139393314041197
BMI	20-49	Women	BMI_overweight_women	2010	0.28493276639639	0.0106283518666666
BMI	20-49	Women	BMI_overweight_women	2011	0.302456636454476	0.0108396370757645
BMI	20-49	Women	BMI_overweight_women	2012	0.282645724672025	0.0106462116098863
BMI	20-49	Women	BMI_overweight_women	2013	0.310739258810426	0.0105993036312777
BMI	20-49	Women	BMI_overweight_women	2014	0.294213512219636	0.0109260455790328
BMI	20-49	Women	BMI_overweight_women	2015	0.287777793462333	0.0110076225436393
BMI	20-49	Women	BMI_overweight_women	2016	0.276612499799781	0.0111258381833017
BMI	20-49	Women	BMI_overweight_women	2017	0.283235622575474	0.0110963535673871
BMI	50+	Women	BMI_overweight_women	1997	0.392550143266476	0.0116897459115813
BMI	50+	Women	BMI_overweight_women	1998	0.386093321134492	0.00850210795866077
BMI	50+	Women	BMI_overweight_women	1999	0.394941634241245	0.0124486686577945
BMI	50+	Women	BMI_overweight_women	2000	0.406844106463878	0.0123664469872984
BMI	50+	Women	BMI_overweight_women	2001	0.393370856785491	0.00863820480087051
BMI	50+	Women	BMI_overweight_women	2002	0.391732283464567	0.0125040177678503
BMI	50+	Women	BMI_overweight_women	2003	0.390833213926881	0.00931937020426672
BMI	50+	Women	BMI_overweight_women	2004	0.400982042355185	0.00382679642846051
BMI	50+	Women	BMI_overweight_women	2005	0.383804472658459	0.0134056858285595
BMI	50+	Women	BMI_overweight_women	2006	0.375507521172178	0.00962614912386845
BMI	50+	Women	BMI_overweight_women	2007	0.366679545290923	0.0136221175288424
BMI	50+	Women	BMI_overweight_women	2008	0.377762655908399	0.00934212707645202
BMI	50+	Women	BMI_overweight_women	2009	0.393510891702452	0.016815568217369
BMI	50+	Women	BMI_overweight_women	2010	0.373123143600833	0.0125065932277207
BMI	50+	Women	BMI_overweight_women	2011	0.371579496135164	0.0124504946691454
BMI	50+	Women	BMI_overweight_women	2012	0.381534743720522	0.0125667447566844
BMI	50+	Women	BMI_overweight_women	2013	0.37935460747928	0.0121093572142935
BMI	50+	Women	BMI_overweight_women	2014	0.357774682826017	0.0121421058735539
BMI	50+	Women	BMI_overweight_women	2015	0.357697186173191	0.0122139465144053
BMI	50+	Women	BMI_overweight_women	2016	0.34956307427686	0.0123887967039622
BMI	50+	Women	BMI_overweight_women	2017	0.359656284528815	0.0123593331297574
Smoking	20-49	Men	Current_Smoking_men	1995	0.352732793522267	0.0076007465855636
Smoking	20-49	Men	Current_Smoking_men	1996	0.36669174818159	0.00763194134657835
Smoking	20-49	Men	Current_Smoking_men	1997	0.341544291804832	0.0103214968063838
Smoking	20-49	Men	Current_Smoking_men	1998	0.342872425782295	0.00776271055490647
Smoking	20-49	Men	Current_Smoking_men	1999	0.335180055401662	0.011110983457214
Smoking	20-49	Men	Current_Smoking_men	2000	0.354189336235038	0.0111557196895273
Smoking	20-49	Men	Current_Smoking_men	2001	0.32531865585168	0.00797385697985294
Smoking	20-49	Men	Current_Smoking_men	2002	0.337662337662338	0.0114901139013332
Smoking	20-49	Men	Current_Smoking_men	2003	0.33689407244653	0.0076663314312942
Smoking	20-49	Men	Current_Smoking_men	2004	0.304752126323628	0.00296085856239139
Smoking	20-49	Men	Current_Smoking_men	2005	0.330291353327312	0.0107304576762718
Smoking	20-49	Men	Current_Smoking_men	2006	0.306563521515339	0.00772097926150809
Smoking	20-49	Men	Current_Smoking_men	2007	0.295165298576782	0.0108386138387962
Smoking	20-49	Men	Current_Smoking_men	2008	0.30850170900183	0.00753100368421124
Smoking	20-49	Men	Current_Smoking_men	2009	0.283309877091805	0.0129014853366674
Smoking	20-49	Men	Current_Smoking_men	2010	0.277081570651678	0.00970753682010235
Smoking	20-49	Men	Current_Smoking_men	2011	0.297950831444635	0.00979108963644789
Smoking	20-49	Men	Current_Smoking_men	2012	0.272733302292321	0.0098434207049015
Smoking	20-49	Men	Current_Smoking_men	2013	0.299122875048242	0.00984708527758753
Smoking	20-49	Men	Current_Smoking_men	2014	0.275564186182443	0.0100175719722776
Smoking	20-49	Men	Current_Smoking_men	2015	0.246444246006525	0.00979306742884654
Smoking	20-49	Men	Current_Smoking_men	2016	0.255589969611855	0.00998380244257158
Smoking	20-49	Men	Current_Smoking_men	2017	0.248096168054257	0.00988591978837976
Smoking	20-49	Men	Current_Smoking_men	2018	0.241693986906472	0.00971789856478137
Smoking	20-49	Men	Current_Smoking_men	2019	0.239340728997146	0.00982855213699228
Smoking	50+	Men	Current_Smoking_men	1995	0.203203203203203	0.00735014138517773
Smoking	50+	Men	Current_Smoking_men	1996	0.213770491803279	0.00742332762283126
Smoking	50+	Men	Current_Smoking_men	1997	0.217029449423816	0.0104301735139201
Smoking	50+	Men	Current_Smoking_men	1998	0.201853077432164	0.00730149646419061
Smoking	50+	Men	Current_Smoking_men	1999	0.19413680781759	0.0100955599512028
Smoking	50+	Men	Current_Smoking_men	2000	0.186675047140163	0.00976877469757623
Smoking	50+	Men	Current_Smoking_men	2001	0.186418962203716	0.00696993940634987
Smoking	50+	Men	Current_Smoking_men	2002	0.181818181818182	0.0102787958378783
Smoking	50+	Men	Current_Smoking_men	2003	0.172024986795172	0.00701892173230763
Smoking	50+	Men	Current_Smoking_men	2004	0.15910855050204	0.00268641436384059
Smoking	50+	Men	Current_Smoking_men	2005	0.184494477843592	0.0100766533969735
Smoking	50+	Men	Current_Smoking_men	2006	0.167359810613501	0.00712767493865354
Smoking	50+	Men	Current_Smoking_men	2007	0.173389037979071	0.0102415075493158
Smoking	50+	Men	Current_Smoking_men	2008	0.15135800672501	0.00655874182622119
Smoking	50+	Men	Current_Smoking_men	2009	0.183325599194957	0.0126674338121467
Smoking	50+	Men	Current_Smoking_men	2010	0.15625623944261	0.00877983531901906
Smoking	50+	Men	Current_Smoking_men	2011	0.15339406736218	0.00867884382880419
Smoking	50+	Men	Current_Smoking_men	2012	0.159027986990136	0.00885447577310652
Smoking	50+	Men	Current_Smoking_men	2013	0.167296190955619	0.00873112136794567
Smoking	50+	Men	Current_Smoking_men	2014	0.151546071902068	0.00870501528982139
Smoking	50+	Men	Current_Smoking_men	2015	0.129290175902192	0.00808366471460576
Smoking	50+	Men	Current_Smoking_men	2016	0.147922757675713	0.00851087212754318
Smoking	50+	Men	Current_Smoking_men	2017	0.145134510043406	0.00846486847422319
Smoking	50+	Men	Current_Smoking_men	2018	0.123235012585789	0.00780420666508435
Smoking	50+	Men	Current_Smoking_men	2019	0.1237396203199	0.00771190281079365
Smoking	20-49	Women	Current_Smoking_women	1995	0.309513466550825	0.00681317781640659
Smoking	20-49	Women	Current_Smoking_women	1996	0.325645366060093	0.00681663069295707
Smoking	20-49	Women	Current_Smoking_women	1997	0.32064128256513	0.00934381045289375
Smoking	20-49	Women	Current_Smoking_women	1998	0.320716685330347	0.00698514650431099
Smoking	20-49	Women	Current_Smoking_women	1999	0.320243104254324	0.0100881449138873
Smoking	20-49	Women	Current_Smoking_women	2000	0.301953818827709	0.00967449151235756
Smoking	20-49	Women	Current_Smoking_women	2001	0.304446978335234	0.00694922152137917
Smoking	20-49	Women	Current_Smoking_women	2002	0.32666015625	0.0103633523324627
Smoking	20-49	Women	Current_Smoking_women	2003	0.297329506235154	0.00734467961142974
Smoking	20-49	Women	Current_Smoking_women	2004	0.273195374900884	0.00282693991546314
Smoking	20-49	Women	Current_Smoking_women	2005	0.296515383375196	0.0102080225411329
Smoking	20-49	Women	Current_Smoking_women	2006	0.253074971464781	0.00719207967334592
Smoking	20-49	Women	Current_Smoking_women	2007	0.255592061430886	0.0102835160630903
Smoking	20-49	Women	Current_Smoking_women	2008	0.244164439372731	0.00690160810792684
Smoking	20-49	Women	Current_Smoking_women	2009	0.244484191505363	0.0122477666758984
Smoking	20-49	Women	Current_Smoking_women	2010	0.216825997883852	0.00887633006208186
Smoking	20-49	Women	Current_Smoking_women	2011	0.226498973161548	0.00892745034840058
Smoking	20-49	Women	Current_Smoking_women	2012	0.204556503760313	0.00869975887201082
Smoking	20-49	Women	Current_Smoking_women	2013	0.206455376244523	0.00850497764110343
Smoking	20-49	Women	Current_Smoking_women	2014	0.199507781922599	0.00885481255618498
Smoking	20-49	Women	Current_Smoking_women	2015	0.217512432497223	0.00924971020408281
Smoking	20-49	Women	Current_Smoking_women	2016	0.19270977198272	0.00884153848754243
Smoking	20-49	Women	Current_Smoking_women	2017	0.185690224066894	0.0087891908373302
Smoking	20-49	Women	Current_Smoking_women	2018	0.182934392311534	0.00868977600619989
Smoking	20-49	Women	Current_Smoking_women	2019	0.182692655803389	0.00868175879878478
Smoking	50+	Women	Current_Smoking_women	1995	0.206115206115206	0.00668367461764598
Smoking	50+	Women	Current_Smoking_women	1996	0.202501330494944	0.00655542021778147
Smoking	50+	Women	Current_Smoking_women	1997	0.193631227529533	0.00895512338558334
Smoking	50+	Women	Current_Smoking_women	1998	0.199524312896406	0.0064967539760298
Smoking	50+	Women	Current_Smoking_women	1999	0.190267905959541	0.00917796913851598
Smoking	50+	Women	Current_Smoking_women	2000	0.182641107561235	0.00891574970820998
Smoking	50+	Women	Current_Smoking_women	2001	0.179527149909067	0.00618618950535411
Smoking	50+	Women	Current_Smoking_women	2002	0.174887892376682	0.00899371097771271
Smoking	50+	Women	Current_Smoking_women	2003	0.175048858207708	0.00666114600607006
Smoking	50+	Women	Current_Smoking_women	2004	0.163164208071018	0.00257183775738632
Smoking	50+	Women	Current_Smoking_women	2005	0.156459031371708	0.0088875318720328
Smoking	50+	Women	Current_Smoking_women	2006	0.156110603021766	0.00646846984680302
Smoking	50+	Women	Current_Smoking_women	2007	0.151251340829874	0.00916864032803309
Smoking	50+	Women	Current_Smoking_women	2008	0.142179256482049	0.006095820643602
Smoking	50+	Women	Current_Smoking_women	2009	0.151392151107097	0.0111443330079372
Smoking	50+	Women	Current_Smoking_women	2010	0.135216962524765	0.00788469262445766
Smoking	50+	Women	Current_Smoking_women	2011	0.14007435480931	0.00796968338280637
Smoking	50+	Women	Current_Smoking_women	2012	0.14101852616402	0.00807717515020421
Smoking	50+	Women	Current_Smoking_women	2013	0.136294472531752	0.007715555382326
Smoking	50+	Women	Current_Smoking_women	2014	0.136589652667883	0.00800189121376552
Smoking	50+	Women	Current_Smoking_women	2015	0.11388432986468	0.00733971112975455
Smoking	50+	Women	Current_Smoking_women	2016	0.117822537393722	0.00748182498343652
Smoking	50+	Women	Current_Smoking_women	2017	0.119736977936503	0.00748321985704076
Smoking	50+	Women	Current_Smoking_women	2018	0.1248007264518	0.00748797049644914
Smoking	50+	Women	Current_Smoking_women	2019	0.111393126755456	0.00710515115725346
Smoking	20-49	Men	Former_Smoking_men	1995	0.192307692307692	0.00626921023013756
Smoking	20-49	Men	Former_Smoking_men	1996	0.18861299222473	0.00619550496432054
Smoking	20-49	Men	Former_Smoking_men	1997	0.184746565608716	0.00844676455271769
Smoking	20-49	Men	Former_Smoking_men	1998	0.190960149772666	0.00642804040038634
Smoking	20-49	Men	Former_Smoking_men	1999	0.189473684210526	0.00922400238815175
Smoking	20-49	Men	Former_Smoking_men	2000	0.17247007616975	0.00881203021408118
Smoking	20-49	Men	Former_Smoking_men	2001	0.18539976825029	0.00661441537726749
Smoking	20-49	Men	Former_Smoking_men	2002	0.172963400236127	0.00918930716879966
Smoking	20-49	Men	Former_Smoking_men	2003	0.158732960964805	0.00592720497589451
Smoking	20-49	Men	Former_Smoking_men	2004	0.175041975156758	0.00244433926121102
Smoking	20-49	Men	Former_Smoking_men	2005	0.174076818579562	0.00865101348396994
Smoking	20-49	Men	Former_Smoking_men	2006	0.166828953677738	0.0062432626156482
Smoking	20-49	Men	Former_Smoking_men	2007	0.174147745445985	0.00901171737923861
Smoking	20-49	Men	Former_Smoking_men	2008	0.165083635043105	0.00605343684492236
Smoking	20-49	Men	Former_Smoking_men	2009	0.171897112940638	0.0108023833769856
Smoking	20-49	Men	Former_Smoking_men	2010	0.184486326601156	0.00841314343423391
Smoking	20-49	Men	Former_Smoking_men	2011	0.175408314485784	0.00814178302452269
Smoking	20-49	Men	Former_Smoking_men	2012	0.17401596617884	0.00837935298769417
Smoking	20-49	Men	Former_Smoking_men	2013	0.20171567557939	0.00862999547649732
Smoking	20-49	Men	Former_Smoking_men	2014	0.190248031074547	0.00880009215509251
Smoking	20-49	Men	Former_Smoking_men	2015	0.188037814028404	0.00887957556089398
Smoking	20-49	Men	Former_Smoking_men	2016	0.205324123279574	0.00924555466584885
Smoking	20-49	Men	Former_Smoking_men	2017	0.204830260632713	0.00923746670559223
Smoking	20-49	Men	Former_Smoking_men	2018	0.203721890937181	0.00914257278224722
Smoking	20-49	Men	Former_Smoking_men	2019	0.176269439279936	0.00877742769276375
Smoking	50+	Men	Former_Smoking_men	1995	0.510176843510177	0.00913138504343863
Smoking	50+	Men	Former_Smoking_men	1996	0.487868852459016	0.00905090947806413
Smoking	50+	Men	Former_Smoking_men	1997	0.505761843790013	0.0126502949502324
Smoking	50+	Men	Former_Smoking_men	1998	0.50132362673726	0.00909538846527744
Smoking	50+	Men	Former_Smoking_men	1999	0.474918566775244	0.0127458474225715
Smoking	50+	Men	Former_Smoking_men	2000	0.482086737900691	0.0125272578991576
Smoking	50+	Men	Former_Smoking_men	2001	0.491031390134529	0.00894712856491068
Smoking	50+	Men	Former_Smoking_men	2002	0.462357954545455	0.0132872299749673
Smoking	50+	Men	Former_Smoking_men	2003	0.484368109224616	0.00929444952554635
Smoking	50+	Men	Former_Smoking_men	2004	0.482250445605381	0.0036698850286463
Smoking	50+	Men	Former_Smoking_men	2005	0.454811779660257	0.0129360077067439
Smoking	50+	Men	Former_Smoking_men	2006	0.445911943984814	0.00949090354336128
Smoking	50+	Men	Former_Smoking_men	2007	0.456010714650421	0.0134736476917689
Smoking	50+	Men	Former_Smoking_men	2008	0.448124868036817	0.00910071495521672
Smoking	50+	Men	Former_Smoking_men	2009	0.439272821097856	0.0162478382194134
Smoking	50+	Men	Former_Smoking_men	2010	0.445888826749815	0.0120191608552903
Smoking	50+	Men	Former_Smoking_men	2011	0.45456496070953	0.0119918567821157
Smoking	50+	Men	Former_Smoking_men	2012	0.408107549514854	0.0118999193055601
Smoking	50+	Men	Former_Smoking_men	2013	0.408269014315598	0.0114978619248201
Smoking	50+	Men	Former_Smoking_men	2014	0.389272926163803	0.0118367847552452
Smoking	50+	Men	Former_Smoking_men	2015	0.414153004579879	0.0118675567796243
Smoking	50+	Men	Former_Smoking_men	2016	0.385550004420932	0.0116681153541082
Smoking	50+	Men	Former_Smoking_men	2017	0.380877620352748	0.0116698951807176
Smoking	50+	Men	Former_Smoking_men	2018	0.396428686497972	0.0116136019679575
Smoking	50+	Men	Former_Smoking_men	2019	0.390494383524907	0.0114258053813036
Smoking	20-49	Women	Former_Smoking_women	1995	0.174413553431798	0.00559247092637565
Smoking	20-49	Women	Former_Smoking_women	1996	0.164198053322048	0.0053887598847109
Smoking	20-49	Women	Former_Smoking_women	1997	0.171543086172345	0.00754720762862027
Smoking	20-49	Women	Former_Smoking_women	1998	0.163717805151176	0.00553749886797291
Smoking	20-49	Women	Former_Smoking_women	1999	0.168302945301543	0.00808952548563188
Smoking	20-49	Women	Former_Smoking_women	2000	0.155417406749556	0.00763460722918158
Smoking	20-49	Women	Former_Smoking_women	2001	0.171493728620296	0.00569229268806241
Smoking	20-49	Women	Former_Smoking_women	2002	0.1552734375	0.00800279483367342
Smoking	20-49	Women	Former_Smoking_women	2003	0.150227087542532	0.0057412116554465
Smoking	20-49	Women	Former_Smoking_women	2004	0.170553185520745	0.00238613634025296
Smoking	20-49	Women	Former_Smoking_women	2005	0.156929630041919	0.00812971070503113
Smoking	20-49	Women	Former_Smoking_women	2006	0.172788547068022	0.00625398926044704
Smoking	20-49	Women	Former_Smoking_women	2007	0.165276973910409	0.0087566869836013
Smoking	20-49	Women	Former_Smoking_women	2008	0.172839596699044	0.00607451933569188
Smoking	20-49	Women	Former_Smoking_women	2009	0.174959349685602	0.0108271956941261
Smoking	20-49	Women	Former_Smoking_women	2010	0.187847065018844	0.00841336539384789
Smoking	20-49	Women	Former_Smoking_women	2011	0.175983906369367	0.00812209754895076
Smoking	20-49	Women	Former_Smoking_women	2012	0.183506546623937	0.00834829979380012
Smoking	20-49	Women	Former_Smoking_women	2013	0.19110526930532	0.00826145868236179
Smoking	20-49	Women	Former_Smoking_women	2014	0.173688437610665	0.00839417973634516
Smoking	20-49	Women	Former_Smoking_women	2015	0.177582586317636	0.00856828093957484
Smoking	20-49	Women	Former_Smoking_women	2016	0.189019631007735	0.00877646755254083
Smoking	20-49	Women	Former_Smoking_women	2017	0.202446132335416	0.0090822678265837
Smoking	20-49	Women	Former_Smoking_women	2018	0.183878310209118	0.0087071323885729
