"Cancer label"	"incmort"	"Sex"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All sites excl. non-melanoma skin cancer	"Mortality"	1	1954	138.35	142.33	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1955	136.90	143.52	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1956	146.08	144.72	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1957	157.89	145.93	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1958	147.54	147.15	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1959	156.07	148.39	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1960	158.50	149.63	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1961	144.45	150.88	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1962	147.19	152.14	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1963	148.13	153.42	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1964	149.89	154.70	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1965	152.71	156.00	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1966	158.34	157.30	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1967	149.80	158.62	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1968	163.39	159.95	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1969	167.68	161.29	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1970	164.29	162.64	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1971	168.66	164.00	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1972	157.47	165.37	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1973	167.68	166.76	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1974	173.19	168.15	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1975	168.03	169.56	NA	0.8372*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1976	173.75	170.98	Joinpoint 1	NA	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1977	180.31	170.78	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1978	175.33	170.57	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1979	170.16	170.37	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1980	169.55	170.16	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1981	159.15	169.96	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1982	158.42	169.76	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1983	169.49	169.55	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1984	175.57	169.35	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1985	170.49	169.15	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1986	164.78	168.95	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1987	168.86	168.74	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1988	165.89	168.54	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1989	174.90	168.34	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1990	167.29	168.14	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1991	168.36	167.94	NA	-0.1196	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1992	169.26	167.74	Joinpoint 2	NA	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1993	169.34	165.74	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1994	167.69	163.76	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1995	161.56	161.81	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1996	164.76	159.88	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1997	156.79	157.98	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1998	160.63	156.09	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	1999	150.07	154.23	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2000	143.23	152.40	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2001	153.57	150.58	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2002	150.60	148.79	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2003	144.71	147.01	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2004	143.13	145.26	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2005	136.61	143.53	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2006	142.66	141.82	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2007	142.49	140.13	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2008	140.58	138.46	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2009	132.47	136.81	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2010	136.08	135.18	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2011	132.81	133.57	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2012	131.65	131.97	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2013	132.25	130.40	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2014	126.64	128.85	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2015	130.85	127.31	NA	-1.1918*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	1	2016	128.58	125.79	NA	-1.1918*	2	2
Colorectum	"Incidence"	1	1993	44.16	44.98	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1994	43.85	44.04	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1995	43.43	43.11	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1996	44.97	42.21	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1997	38.79	41.32	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1998	42.01	40.46	NA	-2.0972	1	1
Colorectum	"Incidence"	1	1999	38.02	39.61	Joinpoint 1	NA	1	1
Colorectum	"Incidence"	1	2000	38.52	40.04	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2001	43.82	40.48	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2002	37.14	40.92	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2003	43.63	41.36	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2004	40.99	41.82	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2005	43.96	42.27	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2006	41.88	42.73	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2007	47.61	43.20	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2008	43.34	43.67	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2009	41.66	44.15	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2010	44.09	44.63	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2011	45.34	45.12	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2012	48.31	45.61	NA	1.0910*	1	1
Colorectum	"Incidence"	1	2013	43.42	46.11	NA	1.0910*	1	1
Colorectum	"Mortality"	1	1955	22.12	21.16	NA	0.1030	1	1
Colorectum	"Mortality"	1	1956	19.86	21.18	NA	0.1030	1	1
Colorectum	"Mortality"	1	1957	22.50	21.21	NA	0.1030	1	1
Colorectum	"Mortality"	1	1958	22.64	21.23	NA	0.1030	1	1
Colorectum	"Mortality"	1	1959	22.03	21.25	NA	0.1030	1	1
Colorectum	"Mortality"	1	1960	23.04	21.27	NA	0.1030	1	1
Colorectum	"Mortality"	1	1961	19.54	21.29	NA	0.1030	1	1
Colorectum	"Mortality"	1	1962	16.64	21.32	NA	0.1030	1	1
Colorectum	"Mortality"	1	1963	19.82	21.34	NA	0.1030	1	1
Colorectum	"Mortality"	1	1964	20.91	21.36	NA	0.1030	1	1
Colorectum	"Mortality"	1	1965	21.54	21.38	NA	0.1030	1	1
Colorectum	"Mortality"	1	1966	21.74	21.40	NA	0.1030	1	1
Colorectum	"Mortality"	1	1967	19.74	21.43	NA	0.1030	1	1
Colorectum	"Mortality"	1	1968	21.43	21.45	NA	0.1030	1	1
Colorectum	"Mortality"	1	1969	22.28	21.47	NA	0.1030	1	1
Colorectum	"Mortality"	1	1970	22.10	21.49	NA	0.1030	1	1
Colorectum	"Mortality"	1	1971	21.38	21.51	NA	0.1030	1	1
Colorectum	"Mortality"	1	1972	23.80	21.54	NA	0.1030	1	1
Colorectum	"Mortality"	1	1973	21.03	21.56	NA	0.1030	1	1
Colorectum	"Mortality"	1	1974	27.18	21.58	NA	0.1030	1	1
Colorectum	"Mortality"	1	1975	21.81	21.60	NA	0.1030	1	1
Colorectum	"Mortality"	1	1976	24.33	21.63	NA	0.1030	1	1
Colorectum	"Mortality"	1	1977	25.50	21.65	NA	0.1030	1	1
Colorectum	"Mortality"	1	1978	20.94	21.67	NA	0.1030	1	1
Colorectum	"Mortality"	1	1979	19.90	21.69	NA	0.1030	1	1
Colorectum	"Mortality"	1	1980	19.71	21.71	NA	0.1030	1	1
Colorectum	"Mortality"	1	1981	18.86	21.74	NA	0.1030	1	1
Colorectum	"Mortality"	1	1982	21.06	21.76	NA	0.1030	1	1
Colorectum	"Mortality"	1	1983	20.20	21.78	NA	0.1030	1	1
Colorectum	"Mortality"	1	1984	24.23	21.80	NA	0.1030	1	1
Colorectum	"Mortality"	1	1985	22.44	21.83	NA	0.1030	1	1
Colorectum	"Mortality"	1	1986	21.23	21.85	NA	0.1030	1	1
Colorectum	"Mortality"	1	1987	21.84	21.87	NA	0.1030	1	1
Colorectum	"Mortality"	1	1988	22.58	21.89	Joinpoint 1	NA	1	1
Colorectum	"Mortality"	1	1989	20.45	21.50	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1990	21.00	21.11	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1991	18.29	20.72	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1992	20.85	20.35	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1993	21.35	19.98	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1994	19.74	19.62	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1995	20.13	19.26	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1996	18.79	18.91	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1997	15.70	18.57	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1998	20.10	18.23	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	1999	16.48	17.90	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2000	16.25	17.57	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2001	16.84	17.25	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2002	15.91	16.94	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2003	19.86	16.63	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2004	17.61	16.33	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2005	16.18	16.04	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2006	15.94	15.74	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2007	18.34	15.46	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2008	16.13	15.18	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2009	14.98	14.90	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2010	15.37	14.63	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2011	14.04	14.37	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2012	14.15	14.11	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2013	13.97	13.85	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2014	11.87	13.60	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2015	12.63	13.35	NA	-1.8151*	1	1
Colorectum	"Mortality"	1	2016	12.49	13.11	NA	-1.8151*	1	1
Lung	"Incidence"	1	1993	52.03	55.23	NA	-3.7178*	1	1
Lung	"Incidence"	1	1994	59.02	53.18	NA	-3.7178*	1	1
Lung	"Incidence"	1	1995	48.63	51.20	NA	-3.7178*	1	1
Lung	"Incidence"	1	1996	48.42	49.30	NA	-3.7178*	1	1
Lung	"Incidence"	1	1997	48.74	47.46	NA	-3.7178*	1	1
Lung	"Incidence"	1	1998	47.75	45.70	NA	-3.7178*	1	1
Lung	"Incidence"	1	1999	42.45	44.00	Joinpoint 1	NA	1	1
Lung	"Incidence"	1	2000	43.78	43.83	NA	-0.3940	1	1
Lung	"Incidence"	1	2001	46.43	43.65	NA	-0.3940	1	1
Lung	"Incidence"	1	2002	40.72	43.48	NA	-0.3940	1	1
Lung	"Incidence"	1	2003	41.64	43.31	NA	-0.3940	1	1
Lung	"Incidence"	1	2004	44.25	43.14	NA	-0.3940	1	1
Lung	"Incidence"	1	2005	42.08	42.97	NA	-0.3940	1	1
Lung	"Incidence"	1	2006	42.16	42.80	NA	-0.3940	1	1
Lung	"Incidence"	1	2007	43.01	42.63	NA	-0.3940	1	1
Lung	"Incidence"	1	2008	44.75	42.46	NA	-0.3940	1	1
Lung	"Incidence"	1	2009	42.23	42.30	NA	-0.3940	1	1
Lung	"Incidence"	1	2010	42.06	42.13	NA	-0.3940	1	1
Lung	"Incidence"	1	2011	42.53	41.96	NA	-0.3940	1	1
Lung	"Incidence"	1	2012	40.63	41.80	NA	-0.3940	1	1
Lung	"Incidence"	1	2013	41.75	41.63	NA	-0.3940	1	1
Lung	"Mortality"	1	1950	21.05	19.69	NA	8.9494*	4	4
Lung	"Mortality"	1	1951	20.79	21.45	NA	8.9494*	4	4
Lung	"Mortality"	1	1952	22.11	23.37	NA	8.9494*	4	4
Lung	"Mortality"	1	1953	25.03	25.47	NA	8.9494*	4	4
Lung	"Mortality"	1	1954	27.86	27.75	NA	8.9494*	4	4
Lung	"Mortality"	1	1955	30.95	30.23	NA	8.9494*	4	4
Lung	"Mortality"	1	1956	34.21	32.93	Joinpoint 1	NA	4	4
Lung	"Mortality"	1	1957	35.56	33.91	NA	2.9539*	4	4
Lung	"Mortality"	1	1958	34.10	34.91	NA	2.9539*	4	4
Lung	"Mortality"	1	1959	35.84	35.94	NA	2.9539*	4	4
Lung	"Mortality"	1	1960	35.60	37.00	NA	2.9539*	4	4
Lung	"Mortality"	1	1961	39.47	38.09	NA	2.9539*	4	4
Lung	"Mortality"	1	1962	35.97	39.22	NA	2.9539*	4	4
Lung	"Mortality"	1	1963	43.17	40.38	NA	2.9539*	4	4
Lung	"Mortality"	1	1964	39.28	41.57	NA	2.9539*	4	4
Lung	"Mortality"	1	1965	41.70	42.80	NA	2.9539*	4	4
Lung	"Mortality"	1	1966	43.71	44.06	NA	2.9539*	4	4
Lung	"Mortality"	1	1967	44.63	45.36	NA	2.9539*	4	4
Lung	"Mortality"	1	1968	49.63	46.70	NA	2.9539*	4	4
Lung	"Mortality"	1	1969	49.38	48.08	NA	2.9539*	4	4
Lung	"Mortality"	1	1970	49.21	49.50	NA	2.9539*	4	4
Lung	"Mortality"	1	1971	53.17	50.97	NA	2.9539*	4	4
Lung	"Mortality"	1	1972	47.75	52.47	NA	2.9539*	4	4
Lung	"Mortality"	1	1973	55.66	54.02	Joinpoint 2	NA	4	4
Lung	"Mortality"	1	1974	52.42	54.07	NA	0.0856	4	4
Lung	"Mortality"	1	1975	53.46	54.11	NA	0.0856	4	4
Lung	"Mortality"	1	1976	55.25	54.16	NA	0.0856	4	4
Lung	"Mortality"	1	1977	54.57	54.21	NA	0.0856	4	4
Lung	"Mortality"	1	1978	56.28	54.25	NA	0.0856	4	4
Lung	"Mortality"	1	1979	54.92	54.30	NA	0.0856	4	4
Lung	"Mortality"	1	1980	55.56	54.35	NA	0.0856	4	4
Lung	"Mortality"	1	1981	52.94	54.39	NA	0.0856	4	4
Lung	"Mortality"	1	1982	52.96	54.44	NA	0.0856	4	4
Lung	"Mortality"	1	1983	54.43	54.49	NA	0.0856	4	4
Lung	"Mortality"	1	1984	58.33	54.53	NA	0.0856	4	4
Lung	"Mortality"	1	1985	57.53	54.58	NA	0.0856	4	4
Lung	"Mortality"	1	1986	52.80	54.63	NA	0.0856	4	4
Lung	"Mortality"	1	1987	53.55	54.67	NA	0.0856	4	4
Lung	"Mortality"	1	1988	51.13	54.72	NA	0.0856	4	4
Lung	"Mortality"	1	1989	57.92	54.77	Joinpoint 3	NA	4	4
Lung	"Mortality"	1	1990	49.59	53.00	NA	-3.2207*	4	4
Lung	"Mortality"	1	1991	54.25	51.30	NA	-3.2207*	4	4
Lung	"Mortality"	1	1992	47.38	49.64	NA	-3.2207*	4	4
Lung	"Mortality"	1	1993	49.53	48.04	NA	-3.2207*	4	4
Lung	"Mortality"	1	1994	46.71	46.50	NA	-3.2207*	4	4
Lung	"Mortality"	1	1995	42.93	45.00	NA	-3.2207*	4	4
Lung	"Mortality"	1	1996	46.00	43.55	NA	-3.2207*	4	4
Lung	"Mortality"	1	1997	42.70	42.15	NA	-3.2207*	4	4
Lung	"Mortality"	1	1998	39.48	40.79	Joinpoint 4	NA	4	4
Lung	"Mortality"	1	1999	39.89	40.20	NA	-1.4483*	4	4
Lung	"Mortality"	1	2000	38.10	39.62	NA	-1.4483*	4	4
Lung	"Mortality"	1	2001	40.60	39.04	NA	-1.4483*	4	4
Lung	"Mortality"	1	2002	38.75	38.48	NA	-1.4483*	4	4
Lung	"Mortality"	1	2003	36.56	37.92	NA	-1.4483*	4	4
Lung	"Mortality"	1	2004	36.45	37.37	NA	-1.4483*	4	4
Lung	"Mortality"	1	2005	36.61	36.83	NA	-1.4483*	4	4
Lung	"Mortality"	1	2006	37.77	36.30	NA	-1.4483*	4	4
Lung	"Mortality"	1	2007	35.15	35.77	NA	-1.4483*	4	4
Lung	"Mortality"	1	2008	38.36	35.25	NA	-1.4483*	4	4
Lung	"Mortality"	1	2009	34.03	34.74	NA	-1.4483*	4	4
Lung	"Mortality"	1	2010	35.08	34.24	NA	-1.4483*	4	4
Lung	"Mortality"	1	2011	34.77	33.74	NA	-1.4483*	4	4
Lung	"Mortality"	1	2012	32.78	33.25	NA	-1.4483*	4	4
Lung	"Mortality"	1	2013	34.44	32.77	NA	-1.4483*	4	4
Lung	"Mortality"	1	2014	30.37	32.30	NA	-1.4483*	4	4
Lung	"Mortality"	1	2015	30.64	31.83	NA	-1.4483*	4	4
Lung	"Mortality"	1	2016	31.29	31.37	NA	-1.4483*	4	4
Oesophagus	"Incidence"	1	1993	8.35	8.17	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1994	9.36	8.20	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1995	9.61	8.23	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1996	6.84	8.26	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1997	9.19	8.29	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1998	9.21	8.32	NA	0.3434	0	0
Oesophagus	"Incidence"	1	1999	8.17	8.34	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2000	6.04	8.37	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2001	8.54	8.40	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2002	6.90	8.43	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2003	7.60	8.46	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2004	8.62	8.49	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2005	8.91	8.52	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2006	9.03	8.55	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2007	9.52	8.58	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2008	9.74	8.61	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2009	8.51	8.63	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2010	8.46	8.66	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2011	8.16	8.69	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2012	9.05	8.72	NA	0.3434	0	0
Oesophagus	"Incidence"	1	2013	9.07	8.75	NA	0.3434	0	0
Oesophagus	"Mortality"	1	1950	5.67	5.00	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1951	5.63	4.80	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1952	3.75	4.60	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1953	4.13	4.42	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1954	4.15	4.24	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1955	3.62	4.06	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1956	3.25	3.90	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1957	4.84	3.74	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1958	3.40	3.59	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1959	4.08	3.44	NA	-4.0657*	2	2
Oesophagus	"Mortality"	1	1960	3.14	3.30	Joinpoint 1	NA	2	2
Oesophagus	"Mortality"	1	1961	3.72	3.38	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1962	2.79	3.45	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1963	3.63	3.53	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1964	3.66	3.61	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1965	4.68	3.69	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1966	3.98	3.78	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1967	4.26	3.86	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1968	5.20	3.95	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1969	3.98	4.04	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1970	3.29	4.13	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1971	4.45	4.23	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1972	3.72	4.32	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1973	4.84	4.42	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1974	4.38	4.52	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1975	4.57	4.62	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1976	4.29	4.73	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1977	3.61	4.84	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1978	5.29	4.95	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1979	5.14	5.06	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1980	4.79	5.17	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1981	4.71	5.29	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1982	6.03	5.41	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1983	5.29	5.53	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1984	5.84	5.66	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1985	5.05	5.79	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1986	6.58	5.92	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1987	4.49	6.05	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1988	6.85	6.19	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1989	6.81	6.33	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1990	5.87	6.48	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1991	6.20	6.62	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1992	7.29	6.77	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1993	7.15	6.93	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1994	8.05	7.08	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1995	6.55	7.25	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1996	8.34	7.41	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1997	8.12	7.58	NA	2.2704*	2	2
Oesophagus	"Mortality"	1	1998	8.26	7.75	NA	2.2704*	2	2
