"Year","Sex","ASR (World)","Cancer label","incmort"
1997,1,156.7881158,"All sites excl. non-melanoma skin cancer","Mortality"
1998,1,160.6252548,"All sites excl. non-melanoma skin cancer","Mortality"
1999,1,150.0720638,"All sites excl. non-melanoma skin cancer","Mortality"
2000,1,143.2333897,"All sites excl. non-melanoma skin cancer","Mortality"
2001,1,153.5744624,"All sites excl. non-melanoma skin cancer","Mortality"
2002,1,150.6014061,"All sites excl. non-melanoma skin cancer","Mortality"
2003,1,144.7131955,"All sites excl. non-melanoma skin cancer","Mortality"
2004,1,143.1345196,"All sites excl. non-melanoma skin cancer","Mortality"
2005,1,136.6076778,"All sites excl. non-melanoma skin cancer","Mortality"
2006,1,142.657542,"All sites excl. non-melanoma skin cancer","Mortality"
2007,1,142.4937591,"All sites excl. non-melanoma skin cancer","Mortality"
2008,1,140.5765977,"All sites excl. non-melanoma skin cancer","Mortality"
2009,1,132.4690501,"All sites excl. non-melanoma skin cancer","Mortality"
2010,1,136.0769423,"All sites excl. non-melanoma skin cancer","Mortality"
2011,1,132.809421,"All sites excl. non-melanoma skin cancer","Mortality"
2012,1,131.6473362,"All sites excl. non-melanoma skin cancer","Mortality"
2013,1,132.2515524,"All sites excl. non-melanoma skin cancer","Mortality"
2014,1,126.6403455,"All sites excl. non-melanoma skin cancer","Mortality"
2015,1,130.8548772,"All sites excl. non-melanoma skin cancer","Mortality"
2016,1,128.5791685,"All sites excl. non-melanoma skin cancer","Mortality"
1993,1,44.16166533,"Colorectum","Incidence"
1994,1,43.84777777,"Colorectum","Incidence"
1995,1,43.43421099,"Colorectum","Incidence"
1996,1,44.97239986,"Colorectum","Incidence"
1997,1,38.79030063,"Colorectum","Incidence"
1998,1,42.00876742,"Colorectum","Incidence"
1999,1,38.01592192,"Colorectum","Incidence"
2000,1,38.5204239,"Colorectum","Incidence"
2001,1,43.82434723,"Colorectum","Incidence"
2002,1,37.14094181,"Colorectum","Incidence"
2003,1,43.62674756,"Colorectum","Incidence"
2004,1,40.99418167,"Colorectum","Incidence"
2005,1,43.96046896,"Colorectum","Incidence"
2006,1,41.87584535,"Colorectum","Incidence"
2007,1,47.61279973,"Colorectum","Incidence"
2008,1,43.34448497,"Colorectum","Incidence"
2009,1,41.66257262,"Colorectum","Incidence"
2010,1,44.08807872,"Colorectum","Incidence"
2011,1,45.3409011,"Colorectum","Incidence"
2012,1,48.30803779,"Colorectum","Incidence"
2013,1,43.41603777,"Colorectum","Incidence"
1955,1,22.12293064,"Colorectum","Mortality"
1956,1,19.86383379,"Colorectum","Mortality"
1957,1,22.49964913,"Colorectum","Mortality"
1958,1,22.64340509,"Colorectum","Mortality"
1959,1,22.03332878,"Colorectum","Mortality"
1960,1,23.03762141,"Colorectum","Mortality"
1961,1,19.53761289,"Colorectum","Mortality"
1962,1,16.6413711,"Colorectum","Mortality"
1963,1,19.8221937,"Colorectum","Mortality"
1964,1,20.90971524,"Colorectum","Mortality"
1965,1,21.54088826,"Colorectum","Mortality"
1966,1,21.7434257,"Colorectum","Mortality"
1967,1,19.74326495,"Colorectum","Mortality"
1968,1,21.43187897,"Colorectum","Mortality"
1969,1,22.27708666,"Colorectum","Mortality"
1970,1,22.09622085,"Colorectum","Mortality"
1971,1,21.37909655,"Colorectum","Mortality"
1972,1,23.80251376,"Colorectum","Mortality"
1973,1,21.02903428,"Colorectum","Mortality"
1974,1,27.18058152,"Colorectum","Mortality"
1975,1,21.80945083,"Colorectum","Mortality"
1976,1,24.32815323,"Colorectum","Mortality"
1977,1,25.50216922,"Colorectum","Mortality"
1978,1,20.93642556,"Colorectum","Mortality"
1979,1,19.89538342,"Colorectum","Mortality"
1980,1,19.70812025,"Colorectum","Mortality"
1981,1,18.86426755,"Colorectum","Mortality"
1982,1,21.0648328,"Colorectum","Mortality"
1983,1,20.20012062,"Colorectum","Mortality"
1984,1,24.22754564,"Colorectum","Mortality"
1985,1,22.44058692,"Colorectum","Mortality"
1986,1,21.22619021,"Colorectum","Mortality"
1987,1,21.84342823,"Colorectum","Mortality"
1988,1,22.58073619,"Colorectum","Mortality"
1989,1,20.44733069,"Colorectum","Mortality"
1990,1,21.00016314,"Colorectum","Mortality"
1991,1,18.29249998,"Colorectum","Mortality"
1992,1,20.85218464,"Colorectum","Mortality"
1993,1,21.34585595,"Colorectum","Mortality"
1994,1,19.73602171,"Colorectum","Mortality"
1995,1,20.1343182,"Colorectum","Mortality"
1996,1,18.7888931,"Colorectum","Mortality"
1997,1,15.70048107,"Colorectum","Mortality"
1998,1,20.09510307,"Colorectum","Mortality"
1999,1,16.47999944,"Colorectum","Mortality"
2000,1,16.24628402,"Colorectum","Mortality"
2001,1,16.84039024,"Colorectum","Mortality"
2002,1,15.91414479,"Colorectum","Mortality"
2003,1,19.86165086,"Colorectum","Mortality"
2004,1,17.60922054,"Colorectum","Mortality"
2005,1,16.18154902,"Colorectum","Mortality"
2006,1,15.93567672,"Colorectum","Mortality"
2007,1,18.34450505,"Colorectum","Mortality"
2008,1,16.13115979,"Colorectum","Mortality"
2009,1,14.98307003,"Colorectum","Mortality"
2010,1,15.37268822,"Colorectum","Mortality"
2011,1,14.03837079,"Colorectum","Mortality"
2012,1,14.15227701,"Colorectum","Mortality"
2013,1,13.97067523,"Colorectum","Mortality"
2014,1,11.86664142,"Colorectum","Mortality"
2015,1,12.63163945,"Colorectum","Mortality"
2016,1,12.49311853,"Colorectum","Mortality"
1993,1,52.02726892,"Lung","Incidence"
1994,1,59.02393437,"Lung","Incidence"
1995,1,48.62966055,"Lung","Incidence"
1996,1,48.42147705,"Lung","Incidence"
1997,1,48.74147598,"Lung","Incidence"
1998,1,47.74654483,"Lung","Incidence"
1999,1,42.4498848,"Lung","Incidence"
2000,1,43.77777458,"Lung","Incidence"
2001,1,46.43491422,"Lung","Incidence"
2002,1,40.71785128,"Lung","Incidence"
2003,1,41.6433508,"Lung","Incidence"
2004,1,44.24623611,"Lung","Incidence"
2005,1,42.07628596,"Lung","Incidence"
2006,1,42.15823609,"Lung","Incidence"
2007,1,43.00921844,"Lung","Incidence"
2008,1,44.75249828,"Lung","Incidence"
2009,1,42.2253301,"Lung","Incidence"
2010,1,42.0601262,"Lung","Incidence"
2011,1,42.53413504,"Lung","Incidence"
2012,1,40.6285696,"Lung","Incidence"
2013,1,41.74863405,"Lung","Incidence"
1950,1,21.04959226,"Lung","Mortality"
1951,1,20.78726456,"Lung","Mortality"
1952,1,22.11378789,"Lung","Mortality"
1953,1,25.03149637,"Lung","Mortality"
1954,1,27.85510643,"Lung","Mortality"
1955,1,30.9542681,"Lung","Mortality"
1956,1,34.21151798,"Lung","Mortality"
1957,1,35.55977983,"Lung","Mortality"
1958,1,34.09555135,"Lung","Mortality"
1959,1,35.8447523,"Lung","Mortality"
1960,1,35.60115205,"Lung","Mortality"
1961,1,39.4739793,"Lung","Mortality"
1962,1,35.97047661,"Lung","Mortality"
1963,1,43.16688103,"Lung","Mortality"
1964,1,39.28277445,"Lung","Mortality"
1965,1,41.70082559,"Lung","Mortality"
1966,1,43.70558666,"Lung","Mortality"
1967,1,44.62875259,"Lung","Mortality"
1968,1,49.62506254,"Lung","Mortality"
1969,1,49.37896391,"Lung","Mortality"
1970,1,49.21498737,"Lung","Mortality"
1971,1,53.17382988,"Lung","Mortality"
1972,1,47.74526133,"Lung","Mortality"
1973,1,55.65749019,"Lung","Mortality"
1974,1,52.42218962,"Lung","Mortality"
1975,1,53.46046536,"Lung","Mortality"
1976,1,55.24698393,"Lung","Mortality"
1977,1,54.56569574,"Lung","Mortality"
1978,1,56.27921834,"Lung","Mortality"
1979,1,54.92307024,"Lung","Mortality"
1980,1,55.5609417,"Lung","Mortality"
1981,1,52.93706506,"Lung","Mortality"
1982,1,52.96414726,"Lung","Mortality"
1983,1,54.42985061,"Lung","Mortality"
1984,1,58.33019457,"Lung","Mortality"
1985,1,57.53090544,"Lung","Mortality"
1986,1,52.79643647,"Lung","Mortality"
1987,1,53.55352438,"Lung","Mortality"
1988,1,51.12634445,"Lung","Mortality"
1989,1,57.9200234,"Lung","Mortality"
1990,1,49.59140372,"Lung","Mortality"
1991,1,54.24878399,"Lung","Mortality"
1992,1,47.37506017,"Lung","Mortality"
1993,1,49.52928396,"Lung","Mortality"
1994,1,46.71432892,"Lung","Mortality"
1995,1,42.93026517,"Lung","Mortality"
1996,1,46.00013124,"Lung","Mortality"
1997,1,42.69514025,"Lung","Mortality"
1998,1,39.48018607,"Lung","Mortality"
1999,1,39.89019157,"Lung","Mortality"
2000,1,38.10020559,"Lung","Mortality"
2001,1,40.6027476,"Lung","Mortality"
2002,1,38.74838545,"Lung","Mortality"
2003,1,36.56069083,"Lung","Mortality"
2004,1,36.44771158,"Lung","Mortality"
2005,1,36.60718249,"Lung","Mortality"
2006,1,37.76607738,"Lung","Mortality"
2007,1,35.14853801,"Lung","Mortality"
2008,1,38.35740784,"Lung","Mortality"
2009,1,34.02711763,"Lung","Mortality"
2010,1,35.07802369,"Lung","Mortality"
2011,1,34.77003824,"Lung","Mortality"
2012,1,32.78311737,"Lung","Mortality"
2013,1,34.44055771,"Lung","Mortality"
2014,1,30.36939235,"Lung","Mortality"
2015,1,30.63736786,"Lung","Mortality"
2016,1,31.28694037,"Lung","Mortality"
1993,1,8.34887004,"Oesophagus","Incidence"
1994,1,9.358411708,"Oesophagus","Incidence"
1995,1,9.614844663,"Oesophagus","Incidence"
1996,1,6.838966216,"Oesophagus","Incidence"
1997,1,9.191183424,"Oesophagus","Incidence"
1998,1,9.211817604,"Oesophagus","Incidence"
1999,1,8.165106934,"Oesophagus","Incidence"
2000,1,6.036021208,"Oesophagus","Incidence"
2001,1,8.541916834,"Oesophagus","Incidence"
2002,1,6.89719463,"Oesophagus","Incidence"
2003,1,7.603884649,"Oesophagus","Incidence"
2004,1,8.621228516,"Oesophagus","Incidence"
2005,1,8.913505448,"Oesophagus","Incidence"
2006,1,9.033656333,"Oesophagus","Incidence"
2007,1,9.51652505,"Oesophagus","Incidence"
2008,1,9.737603266,"Oesophagus","Incidence"
2009,1,8.506102479,"Oesophagus","Incidence"
2010,1,8.456836583,"Oesophagus","Incidence"
2011,1,8.156076844,"Oesophagus","Incidence"
2012,1,9.048319672,"Oesophagus","Incidence"
2013,1,9.070778068,"Oesophagus","Incidence"
1950,1,5.673944512,"Oesophagus","Mortality"
1951,1,5.631312184,"Oesophagus","Mortality"
1952,1,3.747869196,"Oesophagus","Mortality"
1953,1,4.128924315,"Oesophagus","Mortality"
1954,1,4.148411246,"Oesophagus","Mortality"
1955,1,3.618191294,"Oesophagus","Mortality"
1956,1,3.252694267,"Oesophagus","Mortality"
1957,1,4.841117922,"Oesophagus","Mortality"
1958,1,3.404490274,"Oesophagus","Mortality"
1959,1,4.080209192,"Oesophagus","Mortality"
1960,1,3.140773759,"Oesophagus","Mortality"
1961,1,3.717014344,"Oesophagus","Mortality"
1962,1,2.790898077,"Oesophagus","Mortality"
1963,1,3.63352401,"Oesophagus","Mortality"
1964,1,3.66379917,"Oesophagus","Mortality"
1965,1,4.684836503,"Oesophagus","Mortality"
1966,1,3.976451249,"Oesophagus","Mortality"
1967,1,4.258267953,"Oesophagus","Mortality"
1968,1,5.20127395,"Oesophagus","Mortality"
1969,1,3.979652461,"Oesophagus","Mortality"
1970,1,3.289437015,"Oesophagus","Mortality"
1971,1,4.453170875,"Oesophagus","Mortality"
1972,1,3.723786609,"Oesophagus","Mortality"
1973,1,4.841852904,"Oesophagus","Mortality"
1974,1,4.377954052,"Oesophagus","Mortality"
1975,1,4.565342422,"Oesophagus","Mortality"
1976,1,4.294184782,"Oesophagus","Mortality"
1977,1,3.614344472,"Oesophagus","Mortality"
1978,1,5.286121932,"Oesophagus","Mortality"
1979,1,5.14146124,"Oesophagus","Mortality"
1980,1,4.791258849,"Oesophagus","Mortality"
1981,1,4.711907168,"Oesophagus","Mortality"
1982,1,6.027798176,"Oesophagus","Mortality"
1983,1,5.291481298,"Oesophagus","Mortality"
1984,1,5.838888866,"Oesophagus","Mortality"
1985,1,5.048150256,"Oesophagus","Mortality"
1986,1,6.575735307,"Oesophagus","Mortality"
1987,1,4.490152401,"Oesophagus","Mortality"
1988,1,6.847259831,"Oesophagus","Mortality"
1989,1,6.808017546,"Oesophagus","Mortality"
1990,1,5.86688887,"Oesophagus","Mortality"
1991,1,6.203547347,"Oesophagus","Mortality"
1992,1,7.292540705,"Oesophagus","Mortality"
1993,1,7.153816736,"Oesophagus","Mortality"
1994,1,8.048455923,"Oesophagus","Mortality"
1995,1,6.548569667,"Oesophagus","Mortality"
1996,1,8.338787917,"Oesophagus","Mortality"
1997,1,8.123911859,"Oesophagus","Mortality"
1998,1,8.258324188,"Oesophagus","Mortality"
1999,1,8.607946979,"Oesophagus","Mortality"
2000,1,7.260649235,"Oesophagus","Mortality"
2001,1,7.653214759,"Oesophagus","Mortality"
2002,1,9.03350822,"Oesophagus","Mortality"
2003,1,8.07661125,"Oesophagus","Mortality"
2004,1,6.960697489,"Oesophagus","Mortality"
2005,1,8.377935289,"Oesophagus","Mortality"
2006,1,8.286272192,"Oesophagus","Mortality"
2007,1,7.418316487,"Oesophagus","Mortality"
2008,1,8.275642226,"Oesophagus","Mortality"
2009,1,9.000082292,"Oesophagus","Mortality"
2010,1,6.79170656,"Oesophagus","Mortality"
2011,1,6.198909036,"Oesophagus","Mortality"
2012,1,6.831814832,"Oesophagus","Mortality"
2013,1,7.527074443,"Oesophagus","Mortality"
2014,1,7.677993543,"Oesophagus","Mortality"
2015,1,7.460629933,"Oesophagus","Mortality"
2016,1,9.616393591,"Oesophagus","Mortality"
1993,1,8.061258951,"Pancreas","Incidence"
1994,1,5.74887547,"Pancreas","Incidence"
1995,1,4.762804965,"Pancreas","Incidence"
1996,1,7.748514964,"Pancreas","Incidence"
1997,1,6.86079285,"Pancreas","Incidence"
1998,1,6.304583818,"Pancreas","Incidence"
1999,1,5.441018963,"Pancreas","Incidence"
2000,1,5.156168855,"Pancreas","Incidence"
2001,1,8.01791804,"Pancreas","Incidence"
2002,1,6.368646814,"Pancreas","Incidence"
2003,1,4.626835686,"Pancreas","Incidence"
2004,1,6.184974151,"Pancreas","Incidence"
2005,1,7.905405697,"Pancreas","Incidence"
2006,1,8.025108754,"Pancreas","Incidence"
2007,1,8.005864141,"Pancreas","Incidence"
2008,1,7.527688692,"Pancreas","Incidence"
2009,1,7.578925863,"Pancreas","Incidence"
2010,1,5.959246512,"Pancreas","Incidence"
2011,1,6.221701643,"Pancreas","Incidence"
2012,1,7.757210338,"Pancreas","Incidence"
2013,1,6.873062606,"Pancreas","Incidence"
1955,1,5.246774163,"Pancreas","Mortality"
1956,1,5.535676941,"Pancreas","Mortality"
1957,1,7.607887887,"Pancreas","Mortality"
1958,1,5.900723757,"Pancreas","Mortality"
1959,1,7.693025599,"Pancreas","Mortality"
1960,1,5.541205564,"Pancreas","Mortality"
1961,1,7.204223029,"Pancreas","Mortality"
1962,1,6.895311588,"Pancreas","Mortality"
1963,1,5.352722546,"Pancreas","Mortality"
1964,1,7.338183963,"Pancreas","Mortality"
1965,1,8.521276615,"Pancreas","Mortality"
1966,1,6.785247283,"Pancreas","Mortality"
1967,1,5.52354031,"Pancreas","Mortality"
1968,1,7.636562854,"Pancreas","Mortality"
1969,1,7.514592683,"Pancreas","Mortality"
1970,1,9.010054674,"Pancreas","Mortality"
1971,1,7.941097487,"Pancreas","Mortality"
1972,1,8.233678821,"Pancreas","Mortality"
1973,1,5.800119537,"Pancreas","Mortality"
1974,1,8.624983214,"Pancreas","Mortality"
1975,1,9.4598184,"Pancreas","Mortality"
1976,1,9.16503195,"Pancreas","Mortality"
1977,1,8.343278567,"Pancreas","Mortality"
1978,1,10.76623986,"Pancreas","Mortality"
1979,1,8.548429545,"Pancreas","Mortality"
1980,1,8.030795451,"Pancreas","Mortality"
1981,1,7.216518345,"Pancreas","Mortality"
1982,1,6.386858876,"Pancreas","Mortality"
1983,1,7.067126365,"Pancreas","Mortality"
1984,1,6.086952104,"Pancreas","Mortality"
1985,1,7.569309446,"Pancreas","Mortality"
1986,1,7.47083132,"Pancreas","Mortality"
1987,1,5.558185118,"Pancreas","Mortality"
1988,1,7.383370596,"Pancreas","Mortality"
1989,1,7.007795776,"Pancreas","Mortality"
1990,1,7.556762962,"Pancreas","Mortality"
1991,1,7.632637925,"Pancreas","Mortality"
1992,1,6.369202281,"Pancreas","Mortality"
1993,1,6.338726406,"Pancreas","Mortality"
1994,1,6.270433882,"Pancreas","Mortality"
1995,1,5.909884861,"Pancreas","Mortality"
1996,1,6.753334635,"Pancreas","Mortality"
1997,1,6.768491221,"Pancreas","Mortality"
1998,1,7.709993255,"Pancreas","Mortality"
1999,1,6.492508195,"Pancreas","Mortality"
2000,1,6.272341351,"Pancreas","Mortality"
2001,1,6.866323966,"Pancreas","Mortality"
2002,1,8.304543327,"Pancreas","Mortality"
2003,1,5.397073099,"Pancreas","Mortality"
2004,1,5.435845509,"Pancreas","Mortality"
2005,1,6.718966248,"Pancreas","Mortality"
2006,1,6.960032089,"Pancreas","Mortality"
2007,1,8.263038157,"Pancreas","Mortality"
2008,1,8.255966795,"Pancreas","Mortality"
2009,1,7.495445805,"Pancreas","Mortality"
2010,1,5.825776007,"Pancreas","Mortality"
2011,1,5.762809223,"Pancreas","Mortality"
2012,1,6.224219234,"Pancreas","Mortality"
2013,1,7.08418422,"Pancreas","Mortality"
2014,1,5.908887293,"Pancreas","Mortality"
2015,1,6.434329259,"Pancreas","Mortality"
2016,1,7.669772752,"Pancreas","Mortality"
1993,1,38.78314704,"Prostate","Incidence"
1994,1,39.45146388,"Prostate","Incidence"
1995,1,40.01866719,"Prostate","Incidence"
1996,1,37.17063664,"Prostate","Incidence"
1997,1,37.9170022,"Prostate","Incidence"
1998,1,39.09166883,"Prostate","Incidence"
1999,1,39.70374862,"Prostate","Incidence"
2000,1,46.43566144,"Prostate","Incidence"
2001,1,45.32776419,"Prostate","Incidence"
2002,1,53.34109777,"Prostate","Incidence"
2003,1,61.39008769,"Prostate","Incidence"
2004,1,64.14080987,"Prostate","Incidence"
2005,1,62.5396883,"Prostate","Incidence"
2006,1,65.3954125,"Prostate","Incidence"
2007,1,71.13234085,"Prostate","Incidence"
2008,1,72.87797063,"Prostate","Incidence"
2009,1,78.15553302,"Prostate","Incidence"
2010,1,64.7666884,"Prostate","Incidence"
2011,1,70.19397535,"Prostate","Incidence"
2012,1,70.11694345,"Prostate","Incidence"
2013,1,65.03728827,"Prostate","Incidence"
1950,1,8.313437985,"Prostate","Mortality"
1951,1,10.00164261,"Prostate","Mortality"
1952,1,8.757202767,"Prostate","Mortality"
1953,1,9.341484601,"Prostate","Mortality"
1954,1,10.50785813,"Prostate","Mortality"
1955,1,11.52629822,"Prostate","Mortality"
1956,1,10.58319405,"Prostate","Mortality"
1957,1,13.5654927,"Prostate","Mortality"
1958,1,11.26503642,"Prostate","Mortality"
1959,1,11.80333809,"Prostate","Mortality"
1960,1,13.41505996,"Prostate","Mortality"
1961,1,9.764406101,"Prostate","Mortality"
1962,1,12.68070272,"Prostate","Mortality"
1963,1,12.0065789,"Prostate","Mortality"
1964,1,11.40738015,"Prostate","Mortality"
1965,1,13.88721512,"Prostate","Mortality"
1966,1,12.59533622,"Prostate","Mortality"
1967,1,9.351437368,"Prostate","Mortality"
1968,1,12.45406365,"Prostate","Mortality"
1969,1,12.69987573,"Prostate","Mortality"
1970,1,13.29222908,"Prostate","Mortality"
1971,1,12.76760514,"Prostate","Mortality"
1972,1,11.30658509,"Prostate","Mortality"
1973,1,10.4567734,"Prostate","Mortality"
1974,1,15.11362746,"Prostate","Mortality"
1975,1,13.58943393,"Prostate","Mortality"
1976,1,11.94226968,"Prostate","Mortality"
1977,1,14.88187598,"Prostate","Mortality"
1978,1,14.13561285,"Prostate","Mortality"
1979,1,13.39521692,"Prostate","Mortality"
1980,1,12.52025367,"Prostate","Mortality"
1981,1,10.85869314,"Prostate","Mortality"
1982,1,12.66229188,"Prostate","Mortality"
1983,1,12.52161517,"Prostate","Mortality"
1984,1,13.87247914,"Prostate","Mortality"
1985,1,13.79146413,"Prostate","Mortality"
1986,1,11.09893518,"Prostate","Mortality"
1987,1,13.69349957,"Prostate","Mortality"
1988,1,13.94111088,"Prostate","Mortality"
1989,1,13.49555554,"Prostate","Mortality"
1990,1,16.07651035,"Prostate","Mortality"
1991,1,14.25958615,"Prostate","Mortality"
1992,1,16.14516131,"Prostate","Mortality"
1993,1,13.90442261,"Prostate","Mortality"
1994,1,16.21043265,"Prostate","Mortality"
1995,1,16.1571622,"Prostate","Mortality"
1996,1,16.23311505,"Prostate","Mortality"
1997,1,15.51478473,"Prostate","Mortality"
1998,1,15.77453121,"Prostate","Mortality"
1999,1,14.08131387,"Prostate","Mortality"
2000,1,15.21763149,"Prostate","Mortality"
2001,1,15.12980125,"Prostate","Mortality"
2002,1,12.88425695,"Prostate","Mortality"
2003,1,14.51943472,"Prostate","Mortality"
2004,1,15.78967505,"Prostate","Mortality"
2005,1,14.09378598,"Prostate","Mortality"
2006,1,12.88861565,"Prostate","Mortality"
2007,1,14.02649348,"Prostate","Mortality"
2008,1,12.98696916,"Prostate","Mortality"
2009,1,12.22168354,"Prostate","Mortality"
2010,1,13.82300834,"Prostate","Mortality"
2011,1,12.32810184,"Prostate","Mortality"
2012,1,14.37655858,"Prostate","Mortality"
2013,1,13.78886784,"Prostate","Mortality"
2014,1,11.58478303,"Prostate","Mortality"
2015,1,12.07841904,"Prostate","Mortality"
2016,1,14.07009395,"Prostate","Mortality"
1993,2,247.9138117,"All sites excl. non-melanoma skin cancer","Incidence"
1994,2,241.8955621,"All sites excl. non-melanoma skin cancer","Incidence"
1995,2,242.9694732,"All sites excl. non-melanoma skin cancer","Incidence"
1996,2,243.9040771,"All sites excl. non-melanoma skin cancer","Incidence"
1997,2,241.9856159,"All sites excl. non-melanoma skin cancer","Incidence"
1998,2,245.1392089,"All sites excl. non-melanoma skin cancer","Incidence"
1999,2,240.1774564,"All sites excl. non-melanoma skin cancer","Incidence"
2000,2,248.0442729,"All sites excl. non-melanoma skin cancer","Incidence"
2001,2,234.953005,"All sites excl. non-melanoma skin cancer","Incidence"
2002,2,244.5588282,"All sites excl. non-melanoma skin cancer","Incidence"
2003,2,250.8512891,"All sites excl. non-melanoma skin cancer","Incidence"
2004,2,251.9287687,"All sites excl. non-melanoma skin cancer","Incidence"
2005,2,243.3699589,"All sites excl. non-melanoma skin cancer","Incidence"
2006,2,246.4018634,"All sites excl. non-melanoma skin cancer","Incidence"
2007,2,259.4226562,"All sites excl. non-melanoma skin cancer","Incidence"
2008,2,266.6778125,"All sites excl. non-melanoma skin cancer","Incidence"
2009,2,265.3934224,"All sites excl. non-melanoma skin cancer","Incidence"
