"sex"	"age_group"	"cancer_site"	"year"	"Rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	20-49	MultipleMyeloma	2002	0.90	0.97	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2003	1.20	1.01	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2004	1.00	1.05	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2005	1.10	1.09	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2006	1.10	1.13	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2007	1.00	1.18	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2008	1.20	1.22	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2009	1.50	1.27	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2010	1.10	1.32	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2011	1.30	1.37	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2012	1.50	1.42	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2013	2.00	1.48	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2014	1.70	1.54	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2015	1.60	1.60	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2016	1.60	1.66	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2017	1.80	1.73	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2018	1.70	1.79	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2019	1.60	1.86	NA	3.9208*	0	0
Men	20-49	Oral	2001	4.10	4.17	NA	2.9975*	1	1
Men	20-49	Oral	2002	4.40	4.29	NA	2.9975*	1	1
Men	20-49	Oral	2003	4.40	4.42	NA	2.9975*	1	1
Men	20-49	Oral	2004	4.50	4.56	NA	2.9975*	1	1
Men	20-49	Oral	2005	4.60	4.69	NA	2.9975*	1	1
Men	20-49	Oral	2006	5.00	4.83	NA	2.9975*	1	1
Men	20-49	Oral	2007	5.00	4.98	NA	2.9975*	1	1
Men	20-49	Oral	2008	5.20	5.13	NA	2.9975*	1	1
Men	20-49	Oral	2009	5.20	5.28	NA	2.9975*	1	1
Men	20-49	Oral	2010	5.40	5.44	NA	2.9975*	1	1
Men	20-49	Oral	2011	5.60	5.60	NA	2.9975*	1	1
Men	20-49	Oral	2012	5.80	5.77	NA	2.9975*	1	1
Men	20-49	Oral	2013	6.00	5.94	Joinpoint 1	NA	1	1
Men	20-49	Oral	2014	5.80	5.82	NA	-2.1429*	1	1
Men	20-49	Oral	2015	5.60	5.69	NA	-2.1429*	1	1
Men	20-49	Oral	2016	5.40	5.57	NA	-2.1429*	1	1
Men	20-49	Oral	2017	5.70	5.45	NA	-2.1429*	1	1
Men	20-49	Oral	2018	5.30	5.33	NA	-2.1429*	1	1
Men	20-49	Oral	2019	5.20	5.22	NA	-2.1429*	1	1
Men	20-49	Pancreas	2001	1.50	1.28	NA	1.8681*	0	0
Men	20-49	Pancreas	2002	1.20	1.31	NA	1.8681*	0	0
Men	20-49	Pancreas	2003	1.30	1.33	NA	1.8681*	0	0
Men	20-49	Pancreas	2004	1.20	1.36	NA	1.8681*	0	0
Men	20-49	Pancreas	2005	1.40	1.38	NA	1.8681*	0	0
Men	20-49	Pancreas	2006	1.30	1.41	NA	1.8681*	0	0
Men	20-49	Pancreas	2007	1.40	1.43	NA	1.8681*	0	0
Men	20-49	Pancreas	2008	1.50	1.46	NA	1.8681*	0	0
Men	20-49	Pancreas	2009	1.60	1.49	NA	1.8681*	0	0
Men	20-49	Pancreas	2010	1.60	1.51	NA	1.8681*	0	0
Men	20-49	Pancreas	2011	1.50	1.54	NA	1.8681*	0	0
Men	20-49	Pancreas	2012	1.60	1.57	NA	1.8681*	0	0
Men	20-49	Pancreas	2013	1.70	1.60	NA	1.8681*	0	0
Men	20-49	Pancreas	2014	1.80	1.63	NA	1.8681*	0	0
Men	20-49	Pancreas	2015	1.50	1.66	NA	1.8681*	0	0
Men	20-49	Pancreas	2016	1.80	1.69	NA	1.8681*	0	0
Men	20-49	Pancreas	2017	1.60	1.72	NA	1.8681*	0	0
Men	20-49	Pancreas	2018	1.80	1.76	NA	1.8681*	0	0
Men	20-49	Pancreas	2019	1.70	1.79	NA	1.8681*	0	0
Men	20-49	Thyroid	2001	1.20	1.09	NA	7.4951*	1	1
Men	20-49	Thyroid	2002	1.10	1.18	NA	7.4951*	1	1
Men	20-49	Thyroid	2003	1.40	1.26	NA	7.4951*	1	1
Men	20-49	Thyroid	2004	1.30	1.36	NA	7.4951*	1	1
Men	20-49	Thyroid	2005	1.50	1.46	NA	7.4951*	1	1
Men	20-49	Thyroid	2006	1.40	1.57	NA	7.4951*	1	1
Men	20-49	Thyroid	2007	1.60	1.69	NA	7.4951*	1	1
Men	20-49	Thyroid	2008	1.70	1.82	NA	7.4951*	1	1
Men	20-49	Thyroid	2009	2.00	1.95	NA	7.4951*	1	1
Men	20-49	Thyroid	2010	2.10	2.10	NA	7.4951*	1	1
Men	20-49	Thyroid	2011	2.40	2.25	NA	7.4951*	1	1
Men	20-49	Thyroid	2012	2.50	2.42	Joinpoint 1	NA	1	1
Men	20-49	Thyroid	2013	2.50	2.51	NA	3.5807*	1	1
Men	20-49	Thyroid	2014	2.70	2.60	NA	3.5807*	1	1
Men	20-49	Thyroid	2015	2.70	2.69	NA	3.5807*	1	1
Men	20-49	Thyroid	2016	2.70	2.79	NA	3.5807*	1	1
Men	20-49	Thyroid	2017	2.80	2.89	NA	3.5807*	1	1
Men	20-49	Thyroid	2018	3.10	2.99	NA	3.5807*	1	1
Men	20-49	Thyroid	2019	3.10	3.10	NA	3.5807*	1	1
Men	50+	Colorectum	2001	195.70	193.06	NA	1.3332*	2	2
Men	50+	Colorectum	2002	194.10	195.63	NA	1.3332*	2	2
Men	50+	Colorectum	2003	196.70	198.24	NA	1.3332*	2	2
Men	50+	Colorectum	2004	201.40	200.88	NA	1.3332*	2	2
Men	50+	Colorectum	2005	202.90	203.56	NA	1.3332*	2	2
Men	50+	Colorectum	2006	205.30	206.28	NA	1.3332*	2	2
Men	50+	Colorectum	2007	207.20	209.03	NA	1.3332*	2	2
Men	50+	Colorectum	2008	215.40	211.81	NA	1.3332*	2	2
Men	50+	Colorectum	2009	215.70	214.64	NA	1.3332*	2	2
Men	50+	Colorectum	2010	217.00	217.50	NA	1.3332*	2	2
Men	50+	Colorectum	2011	217.10	220.40	Joinpoint 1	NA	2	2
Men	50+	Colorectum	2012	217.20	213.28	NA	-3.2287	2	2
Men	50+	Colorectum	2013	206.30	206.40	NA	-3.2287	2	2
Men	50+	Colorectum	2014	199.20	199.73	Joinpoint 2	NA	2	2
Men	50+	Colorectum	2015	200.80	199.64	NA	-0.0442	2	2
Men	50+	Colorectum	2016	200.20	199.56	NA	-0.0442	2	2
Men	50+	Colorectum	2017	195.40	199.47	NA	-0.0442	2	2
Men	50+	Colorectum	2018	198.00	199.38	NA	-0.0442	2	2
Men	50+	Colorectum	2019	202.40	199.29	NA	-0.0442	2	2
Men	50+	Gallbladder	2001	5.50	5.31	NA	2.9621*	0	0
Men	50+	Gallbladder	2002	5.20	5.47	NA	2.9621*	0	0
Men	50+	Gallbladder	2003	5.30	5.63	NA	2.9621*	0	0
Men	50+	Gallbladder	2004	5.30	5.80	NA	2.9621*	0	0
Men	50+	Gallbladder	2005	5.60	5.97	NA	2.9621*	0	0
Men	50+	Gallbladder	2006	6.50	6.14	NA	2.9621*	0	0
Men	50+	Gallbladder	2007	6.70	6.33	NA	2.9621*	0	0
Men	50+	Gallbladder	2008	7.30	6.51	NA	2.9621*	0	0
Men	50+	Gallbladder	2009	6.50	6.71	NA	2.9621*	0	0
Men	50+	Gallbladder	2010	7.30	6.91	NA	2.9621*	0	0
Men	50+	Gallbladder	2011	7.40	7.11	NA	2.9621*	0	0
Men	50+	Gallbladder	2012	7.40	7.32	NA	2.9621*	0	0
Men	50+	Gallbladder	2013	8.50	7.54	NA	2.9621*	0	0
Men	50+	Gallbladder	2014	7.50	7.76	NA	2.9621*	0	0
Men	50+	Gallbladder	2015	7.80	7.99	NA	2.9621*	0	0
Men	50+	Gallbladder	2016	7.90	8.23	NA	2.9621*	0	0
Men	50+	Gallbladder	2017	7.70	8.47	NA	2.9621*	0	0
Men	50+	Gallbladder	2018	8.90	8.72	NA	2.9621*	0	0
Men	50+	Gallbladder	2019	8.80	8.98	NA	2.9621*	0	0
Men	50+	Kidney	2001	34.30	33.49	NA	4.0653*	1	1
Men	50+	Kidney	2002	35.70	34.85	NA	4.0653*	1	1
Men	50+	Kidney	2003	35.00	36.27	NA	4.0653*	1	1
Men	50+	Kidney	2004	37.50	37.74	NA	4.0653*	1	1
Men	50+	Kidney	2005	39.00	39.28	NA	4.0653*	1	1
Men	50+	Kidney	2006	41.50	40.88	NA	4.0653*	1	1
Men	50+	Kidney	2007	43.40	42.54	NA	4.0653*	1	1
Men	50+	Kidney	2008	44.60	44.27	NA	4.0653*	1	1
Men	50+	Kidney	2009	45.00	46.07	NA	4.0653*	1	1
Men	50+	Kidney	2010	45.90	47.94	NA	4.0653*	1	1
Men	50+	Kidney	2011	48.30	49.89	NA	4.0653*	1	1
Men	50+	Kidney	2012	50.50	51.92	NA	4.0653*	1	1
Men	50+	Kidney	2013	57.40	54.03	NA	4.0653*	1	1
Men	50+	Kidney	2014	58.20	56.22	Joinpoint 1	NA	1	1
Men	50+	Kidney	2015	57.00	56.51	NA	0.5072	1	1
Men	50+	Kidney	2016	57.30	56.80	NA	0.5072	1	1
Men	50+	Kidney	2017	54.30	57.08	NA	0.5072	1	1
Men	50+	Kidney	2018	56.90	57.37	NA	0.5072	1	1
Men	50+	Kidney	2019	59.50	57.66	NA	0.5072	1	1
Men	50+	Liver	2001	15.20	15.18	NA	6.0941*	1	1
Men	50+	Liver	2002	16.90	16.10	NA	6.0941*	1	1
Men	50+	Liver	2003	16.70	17.08	NA	6.0941*	1	1
Men	50+	Liver	2004	17.20	18.12	NA	6.0941*	1	1
Men	50+	Liver	2005	19.30	19.23	NA	6.0941*	1	1
Men	50+	Liver	2006	20.90	20.40	NA	6.0941*	1	1
Men	50+	Liver	2007	21.90	21.64	NA	6.0941*	1	1
Men	50+	Liver	2008	22.60	22.96	NA	6.0941*	1	1
Men	50+	Liver	2009	24.30	24.36	NA	6.0941*	1	1
Men	50+	Liver	2010	25.90	25.85	NA	6.0941*	1	1
Men	50+	Liver	2011	26.60	27.42	NA	6.0941*	1	1
Men	50+	Liver	2012	29.20	29.09	NA	6.0941*	1	1
Men	50+	Liver	2013	32.40	30.87	NA	6.0941*	1	1
Men	50+	Liver	2014	32.70	32.75	Joinpoint 1	NA	1	1
Men	50+	Liver	2015	32.40	33.32	NA	1.7340	1	1
Men	50+	Liver	2016	34.70	33.89	NA	1.7340	1	1
Men	50+	Liver	2017	34.00	34.48	NA	1.7340	1	1
Men	50+	Liver	2018	34.30	35.08	NA	1.7340	1	1
Men	50+	Liver	2019	36.50	35.69	NA	1.7340	1	1
Men	50+	MultipleMyeloma	2001	22.80	22.18	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2002	22.90	22.84	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2003	24.10	23.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2004	24.50	24.23	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2005	24.00	24.96	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2006	25.20	25.71	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2007	25.70	26.48	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2008	28.10	27.27	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2009	28.50	28.09	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2010	27.50	28.93	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2011	27.60	29.80	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2012	28.90	30.69	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2013	36.10	31.61	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2014	34.20	32.55	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2015	34.10	33.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2016	34.40	34.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2017	36.10	35.57	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2018	35.40	36.63	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2019	37.40	37.73	NA	2.9957*	0	0
Men	50+	Oral	2001	30.30	28.69	NA	3.6833*	1	1
Men	50+	Oral	2002	28.40	29.74	NA	3.6833*	1	1
Men	50+	Oral	2003	31.70	30.84	NA	3.6833*	1	1
Men	50+	Oral	2004	31.00	31.97	NA	3.6833*	1	1
Men	50+	Oral	2005	31.80	33.15	NA	3.6833*	1	1
Men	50+	Oral	2006	35.20	34.37	NA	3.6833*	1	1
Men	50+	Oral	2007	34.70	35.64	NA	3.6833*	1	1
Men	50+	Oral	2008	37.50	36.95	NA	3.6833*	1	1
Men	50+	Oral	2009	39.30	38.31	NA	3.6833*	1	1
Men	50+	Oral	2010	39.90	39.72	NA	3.6833*	1	1
Men	50+	Oral	2011	40.70	41.19	NA	3.6833*	1	1
Men	50+	Oral	2012	43.40	42.70	NA	3.6833*	1	1
Men	50+	Oral	2013	44.60	44.28	Joinpoint 1	NA	1	1
Men	50+	Oral	2014	44.00	45.04	NA	1.7142*	1	1
Men	50+	Oral	2015	46.70	45.81	NA	1.7142*	1	1
Men	50+	Oral	2016	46.90	46.59	NA	1.7142*	1	1
Men	50+	Oral	2017	45.90	47.39	NA	1.7142*	1	1
Men	50+	Oral	2018	47.40	48.20	NA	1.7142*	1	1
Men	50+	Oral	2019	50.50	49.03	NA	1.7142*	1	1
Men	50+	Pancreas	2001	36.10	36.26	NA	1.4379*	0	0
Men	50+	Pancreas	2002	37.20	36.79	NA	1.4379*	0	0
Men	50+	Pancreas	2003	36.30	37.31	NA	1.4379*	0	0
Men	50+	Pancreas	2004	38.50	37.85	NA	1.4379*	0	0
Men	50+	Pancreas	2005	38.10	38.40	NA	1.4379*	0	0
Men	50+	Pancreas	2006	39.50	38.95	NA	1.4379*	0	0
Men	50+	Pancreas	2007	38.40	39.51	NA	1.4379*	0	0
Men	50+	Pancreas	2008	41.10	40.08	NA	1.4379*	0	0
Men	50+	Pancreas	2009	40.60	40.65	NA	1.4379*	0	0
Men	50+	Pancreas	2010	40.90	41.24	NA	1.4379*	0	0
Men	50+	Pancreas	2011	41.10	41.83	NA	1.4379*	0	0
Men	50+	Pancreas	2012	42.90	42.43	NA	1.4379*	0	0
Men	50+	Pancreas	2013	44.50	43.04	NA	1.4379*	0	0
Men	50+	Pancreas	2014	43.40	43.66	NA	1.4379*	0	0
Men	50+	Pancreas	2015	44.20	44.29	NA	1.4379*	0	0
Men	50+	Pancreas	2016	45.50	44.92	NA	1.4379*	0	0
Men	50+	Pancreas	2017	46.30	45.57	NA	1.4379*	0	0
Men	50+	Pancreas	2018	45.50	46.23	NA	1.4379*	0	0
Men	50+	Pancreas	2019	45.90	46.89	NA	1.4379*	0	0
Men	50+	Thyroid	2001	2.80	2.51	NA	6.2722*	1	1
Men	50+	Thyroid	2002	2.70	2.67	NA	6.2722*	1	1
Men	50+	Thyroid	2003	2.60	2.84	NA	6.2722*	1	1
Men	50+	Thyroid	2004	3.10	3.02	NA	6.2722*	1	1
Men	50+	Thyroid	2005	2.90	3.21	NA	6.2722*	1	1
Men	50+	Thyroid	2006	3.50	3.41	NA	6.2722*	1	1
Men	50+	Thyroid	2007	3.90	3.62	NA	6.2722*	1	1
Men	50+	Thyroid	2008	3.50	3.85	NA	6.2722*	1	1
Men	50+	Thyroid	2009	3.90	4.09	NA	6.2722*	1	1
Men	50+	Thyroid	2010	4.70	4.35	NA	6.2722*	1	1
Men	50+	Thyroid	2011	4.40	4.62	NA	6.2722*	1	1
Men	50+	Thyroid	2012	4.90	4.91	NA	6.2722*	1	1
Men	50+	Thyroid	2013	5.30	5.22	NA	6.2722*	1	1
Men	50+	Thyroid	2014	5.80	5.55	Joinpoint 1	NA	1	1
Men	50+	Thyroid	2015	5.60	5.67	NA	2.2643	1	1
Men	50+	Thyroid	2016	5.60	5.80	NA	2.2643	1	1
Men	50+	Thyroid	2017	6.30	5.93	NA	2.2643	1	1
Men	50+	Thyroid	2018	6.30	6.07	NA	2.2643	1	1
Men	50+	Thyroid	2019	5.90	6.20	NA	2.2643	1	1
Women	20-49	Breast	2001	66.30	65.59	NA	1.5771*	1	1
Women	20-49	Breast	2002	65.20	66.63	NA	1.5771*	1	1
Women	20-49	Breast	2003	68.60	67.68	NA	1.5771*	1	1
Women	20-49	Breast	2004	69.70	68.75	NA	1.5771*	1	1
Women	20-49	Breast	2005	70.60	69.83	NA	1.5771*	1	1
Women	20-49	Breast	2006	70.30	70.93	NA	1.5771*	1	1
Women	20-49	Breast	2007	69.60	72.05	NA	1.5771*	1	1
Women	20-49	Breast	2008	72.50	73.19	NA	1.5771*	1	1
Women	20-49	Breast	2009	74.30	74.34	NA	1.5771*	1	1
Women	20-49	Breast	2010	78.00	75.51	NA	1.5771*	1	1
Women	20-49	Breast	2011	76.20	76.71	NA	1.5771*	1	1
Women	20-49	Breast	2012	77.90	77.92	NA	1.5771*	1	1
Women	20-49	Breast	2013	80.20	79.14	Joinpoint 1	NA	1	1
Women	20-49	Breast	2014	78.20	78.76	NA	-0.4907	1	1
Women	20-49	Breast	2015	77.90	78.37	NA	-0.4907	1	1
Women	20-49	Breast	2016	78.10	77.98	NA	-0.4907	1	1
Women	20-49	Breast	2017	77.00	77.60	NA	-0.4907	1	1
Women	20-49	Breast	2018	76.90	77.22	NA	-0.4907	1	1
Women	20-49	Breast	2019	77.70	76.84	NA	-0.4907	1	1
Women	20-49	Colorectum	2001	6.50	6.31	NA	3.3622*	0	0
Women	20-49	Colorectum	2002	6.60	6.52	NA	3.3622*	0	0
Women	20-49	Colorectum	2003	6.60	6.74	NA	3.3622*	0	0
Women	20-49	Colorectum	2004	6.60	6.97	NA	3.3622*	0	0
Women	20-49	Colorectum	2005	7.30	7.21	NA	3.3622*	0	0
Women	20-49	Colorectum	2006	7.70	7.45	NA	3.3622*	0	0
Women	20-49	Colorectum	2007	7.60	7.70	NA	3.3622*	0	0
Women	20-49	Colorectum	2008	7.50	7.96	NA	3.3622*	0	0
Women	20-49	Colorectum	2009	8.10	8.22	NA	3.3622*	0	0
Women	20-49	Colorectum	2010	8.40	8.50	NA	3.3622*	0	0
Women	20-49	Colorectum	2011	8.60	8.79	NA	3.3622*	0	0
Women	20-49	Colorectum	2012	9.80	9.08	NA	3.3622*	0	0
Women	20-49	Colorectum	2013	9.80	9.39	NA	3.3622*	0	0
Women	20-49	Colorectum	2014	9.70	9.70	NA	3.3622*	0	0
Women	20-49	Colorectum	2015	10.70	10.03	NA	3.3622*	0	0
Women	20-49	Colorectum	2016	10.90	10.37	NA	3.3622*	0	0
Women	20-49	Colorectum	2017	10.30	10.72	NA	3.3622*	0	0
Women	20-49	Colorectum	2018	10.50	11.08	NA	3.3622*	0	0
Women	20-49	Colorectum	2019	11.10	11.45	NA	3.3622*	0	0
Women	20-49	Endometrium	2001	2.90	2.72	NA	5.8734*	1	1
Women	20-49	Endometrium	2002	2.60	2.88	NA	5.8734*	1	1
Women	20-49	Endometrium	2003	3.20	3.05	NA	5.8734*	1	1
Women	20-49	Endometrium	2004	3.20	3.23	NA	5.8734*	1	1
Women	20-49	Endometrium	2005	3.40	3.42	NA	5.8734*	1	1
Women	20-49	Endometrium	2006	3.60	3.62	NA	5.8734*	1	1
Women	20-49	Endometrium	2007	3.90	3.84	Joinpoint 1	NA	1	1
Women	20-49	Endometrium	2008	4.20	3.91	NA	2.0484*	1	1
Women	20-49	Endometrium	2009	3.90	3.99	NA	2.0484*	1	1
Women	20-49	Endometrium	2010	4.00	4.08	NA	2.0484*	1	1
Women	20-49	Endometrium	2011	3.90	4.16	NA	2.0484*	1	1
Women	20-49	Endometrium	2012	4.20	4.24	NA	2.0484*	1	1
Women	20-49	Endometrium	2013	4.50	4.33	NA	2.0484*	1	1
Women	20-49	Endometrium	2014	4.80	4.42	NA	2.0484*	1	1
Women	20-49	Endometrium	2015	4.10	4.51	NA	2.0484*	1	1
Women	20-49	Endometrium	2016	4.50	4.60	NA	2.0484*	1	1
Women	20-49	Endometrium	2017	4.70	4.70	NA	2.0484*	1	1
Women	20-49	Endometrium	2018	4.90	4.79	NA	2.0484*	1	1
Women	20-49	Endometrium	2019	5.00	4.89	NA	2.0484*	1	1
Women	20-49	Gallbladder	2001	0.20	0.20	NA	3.4044*	0	0
Women	20-49	Gallbladder	2002	0.20	0.21	NA	3.4044*	0	0
Women	20-49	Gallbladder	2003	0.20	0.22	NA	3.4044*	0	0
Women	20-49	Gallbladder	2004	0.30	0.23	NA	3.4044*	0	0
Women	20-49	Gallbladder	2005	0.20	0.23	NA	3.4044*	0	0
Women	20-49	Gallbladder	2006	0.20	0.24	NA	3.4044*	0	0
Women	20-49	Gallbladder	2007	0.30	0.25	NA	3.4044*	0	0
Women	20-49	Gallbladder	2008	0.20	0.26	NA	3.4044*	0	0
Women	20-49	Gallbladder	2009	0.30	0.27	NA	3.4044*	0	0
Women	20-49	Gallbladder	2010	0.30	0.28	NA	3.4044*	0	0
Women	20-49	Gallbladder	2011	0.30	0.29	NA	3.4044*	0	0
Women	20-49	Gallbladder	2012	0.30	0.30	NA	3.4044*	0	0
Women	20-49	Gallbladder	2013	0.40	0.31	NA	3.4044*	0	0
Women	20-49	Gallbladder	2014	0.30	0.32	NA	3.4044*	0	0
Women	20-49	Gallbladder	2015	0.40	0.33	NA	3.4044*	0	0
Women	20-49	Gallbladder	2016	0.30	0.34	NA	3.4044*	0	0
Women	20-49	Gallbladder	2017	0.30	0.35	NA	3.4044*	0	0
