"sex"	"age_group"	"cancer_site"	"year"	"Rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	20-34	Colorectum	2012	3.90	3.62	NA	9.1168*	1	1
Men	20-34	Colorectum	2013	3.80	3.95	NA	9.1168*	1	1
Men	20-34	Colorectum	2014	4.40	4.31	Joinpoint 1	NA	1	1
Men	20-34	Colorectum	2015	3.60	3.95	NA	-8.2860*	1	1
Men	20-34	Colorectum	2016	4.40	3.62	NA	-8.2860*	1	1
Men	20-34	Colorectum	2017	3.20	3.32	NA	-8.2860*	1	1
Men	20-34	Colorectum	2018	2.90	3.05	NA	-8.2860*	1	1
Men	20-34	Colorectum	2019	2.80	2.79	NA	-8.2860*	1	1
Men	20-34	Gallbladder	2001	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2002	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2003	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2004	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2005	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2006	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2007	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2008	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2009	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2010	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2011	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2012	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2013	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2014	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2015	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2016	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2017	0.10	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2018	0.00	NA	NA	NA	NA	NA
Men	20-34	Gallbladder	2019	0.00	NA	NA	NA	NA	NA
Men	20-34	Hodgkin Lymphoma	2001	4.10	3.86	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2002	4.40	3.90	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2003	3.60	3.95	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2004	3.80	3.99	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2005	3.60	4.04	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2006	4.40	4.09	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2007	4.20	4.14	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2008	4.10	4.18	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2009	4.20	4.23	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2010	4.60	4.28	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2011	4.50	4.33	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2012	3.90	4.38	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2013	4.00	4.43	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2014	4.40	4.48	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2015	4.90	4.54	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2016	4.50	4.59	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2017	5.00	4.64	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2018	4.90	4.69	NA	1.1601*	0	0
Men	20-34	Hodgkin Lymphoma	2019	4.60	4.75	NA	1.1601*	0	0
Men	20-34	Kidney	2001	0.60	0.52	NA	4.4181*	0	0
Men	20-34	Kidney	2002	0.60	0.54	NA	4.4181*	0	0
Men	20-34	Kidney	2003	0.50	0.57	NA	4.4181*	0	0
Men	20-34	Kidney	2004	0.50	0.59	NA	4.4181*	0	0
Men	20-34	Kidney	2005	0.70	0.62	NA	4.4181*	0	0
Men	20-34	Kidney	2006	0.70	0.65	NA	4.4181*	0	0
Men	20-34	Kidney	2007	0.60	0.68	NA	4.4181*	0	0
Men	20-34	Kidney	2008	0.70	0.71	NA	4.4181*	0	0
Men	20-34	Kidney	2009	0.60	0.74	NA	4.4181*	0	0
Men	20-34	Kidney	2010	0.80	0.77	NA	4.4181*	0	0
Men	20-34	Kidney	2011	0.90	0.80	NA	4.4181*	0	0
Men	20-34	Kidney	2012	0.70	0.84	NA	4.4181*	0	0
Men	20-34	Kidney	2013	0.90	0.88	NA	4.4181*	0	0
Men	20-34	Kidney	2014	1.10	0.92	NA	4.4181*	0	0
Men	20-34	Kidney	2015	0.80	0.96	NA	4.4181*	0	0
Men	20-34	Kidney	2016	1.30	1.00	NA	4.4181*	0	0
Men	20-34	Kidney	2017	1.20	1.04	NA	4.4181*	0	0
Men	20-34	Kidney	2018	1.00	1.09	NA	4.4181*	0	0
Men	20-34	Kidney	2019	1.00	1.14	NA	4.4181*	0	0
Men	20-34	Larynx	2001	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2002	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2003	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2004	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2005	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2006	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2007	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2008	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2009	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2010	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2011	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2012	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2013	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2014	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2015	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2016	0.10	NA	NA	NA	NA	NA
Men	20-34	Larynx	2017	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2018	0.00	NA	NA	NA	NA	NA
Men	20-34	Larynx	2019	0.00	NA	NA	NA	NA	NA
Men	20-34	Leukaemia	2001	2.90	2.31	NA	1.4343*	0	0
Men	20-34	Leukaemia	2002	2.00	2.34	NA	1.4343*	0	0
Men	20-34	Leukaemia	2003	2.00	2.38	NA	1.4343*	0	0
Men	20-34	Leukaemia	2004	2.40	2.41	NA	1.4343*	0	0
Men	20-34	Leukaemia	2005	2.50	2.44	NA	1.4343*	0	0
Men	20-34	Leukaemia	2006	2.50	2.48	NA	1.4343*	0	0
Men	20-34	Leukaemia	2007	2.50	2.51	NA	1.4343*	0	0
Men	20-34	Leukaemia	2008	3.10	2.55	NA	1.4343*	0	0
Men	20-34	Leukaemia	2009	2.40	2.59	NA	1.4343*	0	0
Men	20-34	Leukaemia	2010	2.70	2.62	NA	1.4343*	0	0
Men	20-34	Leukaemia	2011	2.60	2.66	NA	1.4343*	0	0
Men	20-34	Leukaemia	2012	2.30	2.70	NA	1.4343*	0	0
Men	20-34	Leukaemia	2013	2.70	2.74	NA	1.4343*	0	0
Men	20-34	Leukaemia	2014	3.40	2.78	NA	1.4343*	0	0
Men	20-34	Leukaemia	2015	2.70	2.82	NA	1.4343*	0	0
Men	20-34	Leukaemia	2016	2.70	2.86	NA	1.4343*	0	0
Men	20-34	Leukaemia	2017	3.00	2.90	NA	1.4343*	0	0
Men	20-34	Leukaemia	2018	3.00	2.94	NA	1.4343*	0	0
Men	20-34	Leukaemia	2019	2.90	2.98	NA	1.4343*	0	0
Men	20-34	Liver	2001	0.40	0.31	NA	0.3814	0	0
Men	20-34	Liver	2002	0.30	0.31	NA	0.3814	0	0
Men	20-34	Liver	2003	0.20	0.31	NA	0.3814	0	0
Men	20-34	Liver	2004	0.40	0.31	NA	0.3814	0	0
Men	20-34	Liver	2005	0.30	0.32	NA	0.3814	0	0
Men	20-34	Liver	2006	0.20	0.32	NA	0.3814	0	0
Men	20-34	Liver	2007	0.40	0.32	NA	0.3814	0	0
Men	20-34	Liver	2008	0.50	0.32	NA	0.3814	0	0
Men	20-34	Liver	2009	0.30	0.32	NA	0.3814	0	0
Men	20-34	Liver	2010	0.40	0.32	NA	0.3814	0	0
Men	20-34	Liver	2011	0.20	0.32	NA	0.3814	0	0
Men	20-34	Liver	2012	0.40	0.32	NA	0.3814	0	0
Men	20-34	Liver	2013	0.30	0.33	NA	0.3814	0	0
Men	20-34	Liver	2014	0.30	0.33	NA	0.3814	0	0
Men	20-34	Liver	2015	0.40	0.33	NA	0.3814	0	0
Men	20-34	Liver	2016	0.30	0.33	NA	0.3814	0	0
Men	20-34	Liver	2017	0.30	0.33	NA	0.3814	0	0
Men	20-34	Liver	2018	0.40	0.33	NA	0.3814	0	0
Men	20-34	Liver	2019	0.30	0.33	NA	0.3814	0	0
Men	20-34	Lung	2001	0.60	0.54	NA	1.3631	0	0
Men	20-34	Lung	2002	0.50	0.54	NA	1.3631	0	0
Men	20-34	Lung	2003	0.50	0.55	NA	1.3631	0	0
Men	20-34	Lung	2004	0.60	0.56	NA	1.3631	0	0
Men	20-34	Lung	2005	0.70	0.57	NA	1.3631	0	0
Men	20-34	Lung	2006	0.40	0.57	NA	1.3631	0	0
Men	20-34	Lung	2007	0.60	0.58	NA	1.3631	0	0
Men	20-34	Lung	2008	0.60	0.59	NA	1.3631	0	0
Men	20-34	Lung	2009	0.90	0.60	NA	1.3631	0	0
Men	20-34	Lung	2010	0.50	0.61	NA	1.3631	0	0
Men	20-34	Lung	2011	0.70	0.61	NA	1.3631	0	0
Men	20-34	Lung	2012	0.50	0.62	NA	1.3631	0	0
Men	20-34	Lung	2013	0.60	0.63	NA	1.3631	0	0
Men	20-34	Lung	2014	0.60	0.64	NA	1.3631	0	0
Men	20-34	Lung	2015	0.60	0.65	NA	1.3631	0	0
Men	20-34	Lung	2016	0.70	0.66	NA	1.3631	0	0
Men	20-34	Lung	2017	0.60	0.67	NA	1.3631	0	0
Men	20-34	Lung	2018	0.70	0.67	NA	1.3631	0	0
Men	20-34	Lung	2019	0.80	0.68	NA	1.3631	0	0
Men	20-34	Melanoma	2001	5.00	4.86	NA	0.2342	0	0
Men	20-34	Melanoma	2002	4.60	4.87	NA	0.2342	0	0
Men	20-34	Melanoma	2003	4.40	4.88	NA	0.2342	0	0
Men	20-34	Melanoma	2004	5.00	4.89	NA	0.2342	0	0
Men	20-34	Melanoma	2005	4.90	4.90	NA	0.2342	0	0
Men	20-34	Melanoma	2006	5.10	4.91	NA	0.2342	0	0
Men	20-34	Melanoma	2007	5.10	4.92	NA	0.2342	0	0
Men	20-34	Melanoma	2008	4.70	4.94	NA	0.2342	0	0
Men	20-34	Melanoma	2009	5.30	4.95	NA	0.2342	0	0
Men	20-34	Melanoma	2010	5.20	4.96	NA	0.2342	0	0
Men	20-34	Melanoma	2011	4.90	4.97	NA	0.2342	0	0
Men	20-34	Melanoma	2012	4.70	4.98	NA	0.2342	0	0
Men	20-34	Melanoma	2013	5.10	4.99	NA	0.2342	0	0
Men	20-34	Melanoma	2014	5.90	5.01	NA	0.2342	0	0
Men	20-34	Melanoma	2015	4.90	5.02	NA	0.2342	0	0
Men	20-34	Melanoma	2016	4.90	5.03	NA	0.2342	0	0
Men	20-34	Melanoma	2017	5.10	5.04	NA	0.2342	0	0
Men	20-34	Melanoma	2018	5.00	5.05	NA	0.2342	0	0
Men	20-34	Melanoma	2019	4.60	5.06	NA	0.2342	0	0
Men	20-34	MultipleMyeloma	2001	0.10	0.11	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2002	0.10	0.12	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2003	0.20	0.13	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2004	0.10	0.14	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2005	0.10	0.14	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2006	0.30	0.15	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2007	0.30	0.17	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2008	0.20	0.18	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2009	0.10	0.19	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2010	0.10	0.20	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2011	0.20	0.21	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2012	0.20	0.23	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2013	0.50	0.24	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2014	0.30	0.26	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2015	0.20	0.28	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2016	0.30	0.30	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2017	0.50	0.32	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2018	0.30	0.34	NA	6.7765*	0	0
Men	20-34	MultipleMyeloma	2019	0.30	0.36	NA	6.7765*	0	0
Men	20-34	Non-Hodgkin Lymphoma	2001	3.50	3.42	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2002	3.40	3.43	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2003	3.50	3.43	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2004	3.50	3.43	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2005	3.50	3.44	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2006	3.20	3.44	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2007	3.40	3.45	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2008	3.30	3.45	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2009	3.40	3.45	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2010	3.80	3.46	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2011	3.50	3.46	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2012	3.50	3.47	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2013	3.00	3.47	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2014	3.50	3.47	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2015	3.90	3.48	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2016	3.30	3.48	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2017	3.70	3.48	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2018	3.60	3.49	NA	0.1114	0	0
Men	20-34	Non-Hodgkin Lymphoma	2019	3.30	3.49	NA	0.1114	0	0
Men	20-34	Oesophagus	2001	0.20	0.14	NA	3.2643	0	0
Men	20-34	Oesophagus	2002	0.20	0.14	NA	3.2643	0	0
Men	20-34	Oesophagus	2003	0.10	0.14	NA	3.2643	0	0
Men	20-34	Oesophagus	2004	0.20	0.15	NA	3.2643	0	0
Men	20-34	Oesophagus	2005	0.10	0.15	NA	3.2643	0	0
Men	20-34	Oesophagus	2006	0.10	0.16	NA	3.2643	0	0
Men	20-34	Oesophagus	2007	0.30	0.16	NA	3.2643	0	0
Men	20-34	Oesophagus	2008	0.20	0.17	NA	3.2643	0	0
Men	20-34	Oesophagus	2009	0.20	0.17	NA	3.2643	0	0
Men	20-34	Oesophagus	2010	0.10	0.18	NA	3.2643	0	0
Men	20-34	Oesophagus	2011	0.10	0.19	NA	3.2643	0	0
Men	20-34	Oesophagus	2012	0.30	0.19	NA	3.2643	0	0
Men	20-34	Oesophagus	2013	0.10	0.20	NA	3.2643	0	0
Men	20-34	Oesophagus	2014	0.20	0.21	NA	3.2643	0	0
Men	20-34	Oesophagus	2015	0.20	0.21	NA	3.2643	0	0
Men	20-34	Oesophagus	2016	0.20	0.22	NA	3.2643	0	0
Men	20-34	Oesophagus	2017	0.40	0.23	NA	3.2643	0	0
Men	20-34	Oesophagus	2018	0.40	0.23	NA	3.2643	0	0
Men	20-34	Oesophagus	2019	0.20	0.24	NA	3.2643	0	0
Men	20-34	Oral	2001	1.00	0.91	NA	2.8910*	1	1
Men	20-34	Oral	2002	0.90	0.93	NA	2.8910*	1	1
Men	20-34	Oral	2003	0.80	0.96	NA	2.8910*	1	1
Men	20-34	Oral	2004	1.10	0.99	NA	2.8910*	1	1
Men	20-34	Oral	2005	1.10	1.02	NA	2.8910*	1	1
Men	20-34	Oral	2006	1.10	1.05	NA	2.8910*	1	1
Men	20-34	Oral	2007	0.90	1.08	NA	2.8910*	1	1
Men	20-34	Oral	2008	1.20	1.11	NA	2.8910*	1	1
Men	20-34	Oral	2009	1.10	1.14	NA	2.8910*	1	1
Men	20-34	Oral	2010	1.10	1.17	NA	2.8910*	1	1
Men	20-34	Oral	2011	1.20	1.21	NA	2.8910*	1	1
Men	20-34	Oral	2012	1.40	1.24	Joinpoint 1	NA	1	1
Men	20-34	Oral	2013	1.40	1.18	NA	-4.7960	1	1
Men	20-34	Oral	2014	1.10	1.12	NA	-4.7960	1	1
Men	20-34	Oral	2015	0.90	1.07	NA	-4.7960	1	1
Men	20-34	Oral	2016	0.80	1.02	NA	-4.7960	1	1
Men	20-34	Oral	2017	1.00	0.97	NA	-4.7960	1	1
Men	20-34	Oral	2018	1.10	0.92	NA	-4.7960	1	1
Men	20-34	Oral	2019	0.90	0.88	NA	-4.7960	1	1
Men	20-34	Pancreas	2001	0.20	0.15	NA	3.5824	0	0
Men	20-34	Pancreas	2002	0.20	0.15	NA	3.5824	0	0
Men	20-34	Pancreas	2003	0.20	0.16	NA	3.5824	0	0
Men	20-34	Pancreas	2004	0.10	0.16	NA	3.5824	0	0
Men	20-34	Pancreas	2005	0.20	0.17	NA	3.5824	0	0
Men	20-34	Pancreas	2006	0.20	0.18	NA	3.5824	0	0
Men	20-34	Pancreas	2007	0.20	0.18	NA	3.5824	0	0
Men	20-34	Pancreas	2008	0.20	0.19	NA	3.5824	0	0
Men	20-34	Pancreas	2009	0.10	0.20	NA	3.5824	0	0
Men	20-34	Pancreas	2010	0.30	0.20	NA	3.5824	0	0
Men	20-34	Pancreas	2011	0.10	0.21	NA	3.5824	0	0
Men	20-34	Pancreas	2012	0.10	0.22	NA	3.5824	0	0
Men	20-34	Pancreas	2013	0.20	0.23	NA	3.5824	0	0
Men	20-34	Pancreas	2014	0.30	0.23	NA	3.5824	0	0
Men	20-34	Pancreas	2015	0.30	0.24	NA	3.5824	0	0
Men	20-34	Pancreas	2016	0.40	0.25	NA	3.5824	0	0
Men	20-34	Pancreas	2017	0.20	0.26	NA	3.5824	0	0
Men	20-34	Pancreas	2018	0.30	0.27	NA	3.5824	0	0
Men	20-34	Pancreas	2019	0.40	0.28	NA	3.5824	0	0
Men	20-34	Prostate	2001	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2002	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2003	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2004	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2005	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2006	0.10	NA	NA	NA	NA	NA
Men	20-34	Prostate	2007	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2008	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2009	0.10	NA	NA	NA	NA	NA
Men	20-34	Prostate	2010	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2011	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2012	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2013	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2014	0.10	NA	NA	NA	NA	NA
Men	20-34	Prostate	2015	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2016	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2017	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2018	0.00	NA	NA	NA	NA	NA
Men	20-34	Prostate	2019	0.00	NA	NA	NA	NA	NA
Men	20-34	Stomach	2001	0.50	0.40	NA	-0.8555	0	0
Men	20-34	Stomach	2002	0.40	0.39	NA	-0.8555	0	0
Men	20-34	Stomach	2003	0.40	0.39	NA	-0.8555	0	0
Men	20-34	Stomach	2004	0.40	0.39	NA	-0.8555	0	0
Men	20-34	Stomach	2005	0.30	0.38	NA	-0.8555	0	0
Men	20-34	Stomach	2006	0.40	0.38	NA	-0.8555	0	0
Men	20-34	Stomach	2007	0.20	0.38	NA	-0.8555	0	0
Men	20-34	Stomach	2008	0.60	0.37	NA	-0.8555	0	0
Men	20-34	Stomach	2009	0.40	0.37	NA	-0.8555	0	0
Men	20-34	Stomach	2010	0.30	0.37	NA	-0.8555	0	0
Men	20-34	Stomach	2011	0.50	0.36	NA	-0.8555	0	0
Men	20-34	Stomach	2012	0.40	0.36	NA	-0.8555	0	0
Men	20-34	Stomach	2013	0.20	0.36	NA	-0.8555	0	0
Men	20-34	Stomach	2014	0.40	0.35	NA	-0.8555	0	0
Men	20-34	Stomach	2015	0.40	0.35	NA	-0.8555	0	0
Men	20-34	Stomach	2016	0.30	0.35	NA	-0.8555	0	0
Men	20-34	Stomach	2017	0.30	0.34	NA	-0.8555	0	0
Men	20-34	Stomach	2018	0.40	0.34	NA	-0.8555	0	0
Men	20-34	Stomach	2019	0.40	0.34	NA	-0.8555	0	0
Men	20-34	Testis	2001	14.10	13.24	NA	2.0579*	1	1
Men	20-34	Testis	2002	12.40	13.51	NA	2.0579*	1	1
Men	20-34	Testis	2003	14.00	13.79	NA	2.0579*	1	1
Men	20-34	Testis	2004	13.70	14.08	NA	2.0579*	1	1
Men	20-34	Testis	2005	14.80	14.37	NA	2.0579*	1	1
Men	20-34	Testis	2006	14.70	14.66	NA	2.0579*	1	1
Men	20-34	Testis	2007	15.10	14.96	NA	2.0579*	1	1
Men	20-34	Testis	2008	15.30	15.27	NA	2.0579*	1	1
Men	20-34	Testis	2009	15.60	15.59	Joinpoint 1	NA	1	1
Men	20-34	Testis	2010	15.80	15.55	NA	-0.2591	1	1
Men	20-34	Testis	2011	14.60	15.51	NA	-0.2591	1	1
Men	20-34	Testis	2012	15.50	15.47	NA	-0.2591	1	1
Men	20-34	Testis	2013	15.60	15.43	NA	-0.2591	1	1
Men	20-34	Testis	2014	16.20	15.39	NA	-0.2591	1	1
Men	20-34	Testis	2015	15.10	15.35	NA	-0.2591	1	1
Men	20-34	Testis	2016	15.60	15.31	NA	-0.2591	1	1
Men	20-34	Testis	2017	14.50	15.27	NA	-0.2591	1	1
Men	20-34	Testis	2018	15.50	15.23	NA	-0.2591	1	1
Men	20-34	Testis	2019	15.20	15.19	NA	-0.2591	1	1
Men	20-34	Thyroid	2001	0.90	0.90	NA	4.6279*	0	0
Men	20-34	Thyroid	2002	0.90	0.94	NA	4.6279*	0	0
Men	20-34	Thyroid	2003	1.30	0.99	NA	4.6279*	0	0
Men	20-34	Thyroid	2004	0.90	1.03	NA	4.6279*	0	0
Men	20-34	Thyroid	2005	1.10	1.08	NA	4.6279*	0	0
Men	20-34	Thyroid	2006	1.00	1.13	NA	4.6279*	0	0
Men	20-34	Thyroid	2007	1.00	1.18	NA	4.6279*	0	0
Men	20-34	Thyroid	2008	1.20	1.24	NA	4.6279*	0	0
Men	20-34	Thyroid	2009	1.40	1.30	NA	4.6279*	0	0
Men	20-34	Thyroid	2010	1.40	1.36	NA	4.6279*	0	0
Men	20-34	Thyroid	2011	1.70	1.42	NA	4.6279*	0	0
Men	20-34	Thyroid	2012	1.40	1.49	NA	4.6279*	0	0
