"sex"	"age_group"	"cancer_site"	"Model"	"#Obs"	"#Param"	"DF"	"SSE"	"MSE"	"Auto Corr"	"Segment"	"Joinpoint"	"Joinpoint 95% LCL"	"Joinpoint 95% UCL"	"Intercept Estimate"	"Intercept Std Error"	"Intercept Test Statistic"	"Intercept P-Value"	"Slope Estimate"	"Slope Std Error"	"Slope Test Statistic"	"Slope P-Value"	"SlopeChg Estimate"	"SlopeChg Std Error"	"SlopeChg Test Statistic"	"SlopeChg P-Value"	"Covar-Int vs Int"	"Covar-Int vs Slope"	"Covar-Slope vs Slope"	"Corr-Int vs Int"	"Corr-Int vs Slope"	"Corr-Slope vs Slope"
Men	20-34	Testis	1	19	4	15	0.023554	0.001570	Uncorrelated	0	NA	NA	NA	-38.176288	12.667521	-3.013714	0.009295	0.020370	0.006320	3.223284	0.006130	NA	NA	NA	NA	160.466080	0.000000	82.509000	1.000000	0.000000	1.000000
Men	20-34	Testis	1	19	4	15	0.023554	0.001570	Uncorrelated	1	2009	2004	2015	7.958504	9.083446	0.876155	0.395731	-0.002594	0.004509	-0.575377	0.574168	-0.022964	0.007763	-2.958051	0.010379	0.000040	0.000000	0.000020	1.000000	0.000000	1.000000
Men	20-34	Thyroid	0	19	2	17	0.209036	0.012296	Uncorrelated	0	NA	NA	NA	-90.627658	9.335694	-9.707651	0.000000	0.045240	0.004645	9.740352	0.000000	NA	NA	NA	NA	87.155181	-0.043360	0.000022	1.000000	-0.999996	1.000000
Men	35-49	Bladder	0	19	2	17	0.151564	0.008916	Uncorrelated	0	NA	NA	NA	29.398819	7.949390	3.698248	0.001785	-0.014193	0.003955	-3.588730	0.002264	NA	NA	NA	NA	63.192800	-0.031439	0.000016	1.000000	-0.999996	1.000000
Men	35-49	Brain and CNS	0	19	2	17	0.030791	0.001811	Uncorrelated	0	NA	NA	NA	-14.298988	3.583031	-3.990752	0.000946	0.008026	0.001783	4.502560	0.000314	NA	NA	NA	NA	12.838114	-0.006387	0.000003	1.000000	-0.999996	1.000000
Men	35-49	Colorectum	1	19	4	15	0.015069	0.001005	Uncorrelated	0	NA	NA	NA	-40.618700	4.329234	-9.382422	0.000000	0.021543	0.002157	9.989544	0.000000	NA	NA	NA	NA	18.742265	0.000000	861.286871	1.000000	0.000000	1.000000
Men	35-49	Colorectum	1	19	4	15	0.015069	0.001005	Uncorrelated	1	2015	2007	2017	-98.818604	29.347689	-3.367168	0.004604	0.050426	0.014547	3.466526	0.003778	0.028883	0.014706	1.964111	0.069689	0.000005	0.000000	0.000212	1.000000	0.000000	1.000000
Men	35-49	Gallbladder	0	19	2	17	0.616903	0.036288	Uncorrelated	0	NA	NA	NA	-52.403172	16.037773	-3.267484	0.004538	0.025697	0.007979	3.220585	0.005020	NA	NA	NA	NA	257.210152	-0.127964	0.000064	1.000000	-0.999996	1.000000
Men	35-49	Hodgkin Lymphoma	0	19	2	17	0.059400	0.003494	Uncorrelated	0	NA	NA	NA	-17.361741	4.976567	-3.488698	0.002812	0.009259	0.002476	3.739572	0.001631	NA	NA	NA	NA	24.766219	-0.012321	0.000006	1.000000	-0.999996	1.000000
Men	35-49	Kidney	2	19	6	13	0.024498	0.001884	Uncorrelated	0	NA	NA	NA	-7.595856	39.521388	-0.192196	0.851091	0.004613	0.019736	0.233747	0.819475	NA	NA	NA	NA	1561.940145	0.000000	0.000032	1.000000	0.000000	1.000000
Men	35-49	Kidney	2	19	6	13	0.024498	0.001884	Uncorrelated	1	2005	2003	2009	-134.571559	11.451580	-11.751353	0.000000	0.067943	0.005697	11.925435	0.000000	0.063330	0.020542	3.082944	0.010416	0.000390	0.000000	1585.427630	1.000000	0.000000	1.000000
Men	35-49	Kidney	2	19	6	13	0.024498	0.001884	Uncorrelated	2	2015	2012	2017	0.548914	39.817429	0.013786	0.989248	0.000885	0.019736	0.044865	0.965019	-0.067057	0.020542	-3.264416	0.007540	131.138674	0.000000	0.000390	1.000000	0.000000	1.000000
Men	35-49	Larynx	0	19	2	17	0.191136	0.011243	Uncorrelated	0	NA	NA	NA	20.912647	8.927024	2.342622	0.031574	-0.010204	0.004441	-2.297530	0.034557	NA	NA	NA	NA	79.691765	-0.039647	0.000020	1.000000	-0.999996	1.000000
Men	35-49	Leukaemia	0	19	2	17	0.079479	0.004675	Uncorrelated	0	NA	NA	NA	-29.214763	5.756563	-5.075035	0.000094	0.015395	0.002864	5.375299	0.000050	NA	NA	NA	NA	33.138023	-0.016486	0.000008	1.000000	-0.999996	1.000000
Men	35-49	Liver	1	19	4	15	0.221491	0.014766	Uncorrelated	0	NA	NA	NA	-87.291587	18.181506	-4.801120	0.000282	0.043805	0.009059	4.835459	0.000264	NA	NA	NA	NA	330.567172	0.000000	6076.407149	1.000000	0.000000	1.000000
Men	35-49	Liver	1	19	4	15	0.221491	0.014766	Uncorrelated	1	2014	2007	2017	82.687857	77.951313	1.060763	0.306755	-0.040594	0.038647	-1.050384	0.311336	-0.084399	0.039695	-2.126202	0.051758	0.000082	0.000000	0.001494	1.000000	0.000000	1.000000
Men	35-49	Lung	1	19	4	15	0.035600	0.002373	Uncorrelated	0	NA	NA	NA	148.719789	138.195247	1.076157	0.300053	-0.073184	0.069046	-1.059935	0.307119	NA	NA	NA	NA	19097.926226	0.000000	28.366675	1.000000	0.000000	1.000000
Men	35-49	Lung	1	19	4	15	0.035600	0.002373	Uncorrelated	1	2003	2003	2010	8.752420	5.326037	1.643327	0.122577	-0.003305	0.002648	-1.248303	0.232394	0.069879	0.069097	1.011322	0.329023	0.004767	0.000000	0.000007	1.000000	0.000000	1.000000
Men	35-49	Melanoma	1	19	4	15	0.042670	0.002845	Uncorrelated	0	NA	NA	NA	-65.207799	8.119915	-8.030601	0.000001	0.033775	0.004046	8.348295	0.000001	NA	NA	NA	NA	65.933016	0.000000	1211.965026	1.000000	0.000000	1.000000
Men	35-49	Melanoma	1	19	4	15	0.042670	0.002845	Uncorrelated	1	2014	2011	2016	71.535179	34.813288	2.054824	0.059054	-0.034121	0.017260	-1.976878	0.068094	-0.067896	0.017728	-3.829937	0.001839	0.000016	0.000000	0.000298	1.000000	0.000000	1.000000
Men	35-49	MultipleMyeloma	0	19	2	17	0.266232	0.015661	Uncorrelated	0	NA	NA	NA	-84.090845	10.535762	-7.981468	0.000000	0.042262	0.005242	8.062709	0.000000	NA	NA	NA	NA	111.002271	-0.055225	0.000027	1.000000	-0.999996	1.000000
Men	35-49	Non-Hodgkin Lymphoma	1	19	4	15	0.029288	0.001953	Uncorrelated	0	NA	NA	NA	-53.603215	11.633942	-4.607485	0.000407	0.027878	0.005802	4.804495	0.000280	NA	NA	NA	NA	135.348604	0.000000	136.702080	1.000000	0.000000	1.000000
Men	35-49	Non-Hodgkin Lymphoma	1	19	4	15	0.029288	0.001953	Uncorrelated	1	2010	2007	2013	44.201410	11.691966	3.780494	0.002027	-0.020781	0.005802	-3.581434	0.003007	-0.048659	0.008206	-5.929747	0.000037	0.000034	0.000000	0.000034	1.000000	0.000000	1.000000
Men	35-49	Oesophagus	0	19	2	17	0.112408	0.006612	Uncorrelated	0	NA	NA	NA	9.460499	6.845971	1.381908	0.184891	-0.004096	0.003406	-1.202496	0.245653	NA	NA	NA	NA	46.867316	-0.023317	0.000012	1.000000	-0.999996	1.000000
Men	35-49	Oral	1	19	4	15	0.009675	0.000645	Uncorrelated	0	NA	NA	NA	-63.075152	4.326201	-14.579800	0.000000	0.032503	0.002156	15.075034	0.000000	NA	NA	NA	NA	18.716019	0.000000	154.464474	1.000000	0.000000	1.000000
Men	35-49	Oral	1	19	4	15	0.009675	0.000645	Uncorrelated	1	2013	2012	2015	25.682030	12.428374	2.066403	0.057809	-0.011589	0.006163	-1.880290	0.081037	-0.044092	0.006530	-6.752651	0.000009	0.000005	0.000000	0.000038	1.000000	0.000000	1.000000
Men	35-49	Pancreas	0	19	2	17	0.164256	0.009662	Uncorrelated	0	NA	NA	NA	-39.483996	8.275531	-4.771174	0.000177	0.020156	0.004117	4.895510	0.000136	NA	NA	NA	NA	68.484421	-0.034072	0.000017	1.000000	-0.999996	1.000000
Men	35-49	Prostate	1	19	4	15	0.065022	0.004335	Uncorrelated	0	NA	NA	NA	-185.652753	14.877507	-12.478754	0.000000	0.093297	0.007418	12.576555	0.000000	NA	NA	NA	NA	221.340218	0.000000	439.121735	1.000000	0.000000	1.000000
Men	35-49	Prostate	1	19	4	15	0.065022	0.004335	Uncorrelated	1	2011	2008	2015	-81.521216	20.955232	-3.890256	0.001633	0.041516	0.010397	3.993087	0.001334	-0.051781	0.012772	-4.054181	0.001184	0.000055	0.000000	0.000108	1.000000	0.000000	1.000000
Men	35-49	Stomach	0	19	2	17	0.128802	0.007577	Uncorrelated	0	NA	NA	NA	25.353777	7.328195	3.459758	0.002994	-0.012060	0.003646	-3.307772	0.004160	NA	NA	NA	NA	53.702440	-0.026717	0.000013	1.000000	-0.999996	1.000000
Men	35-49	Testis	0	19	2	17	0.043597	0.002565	Uncorrelated	0	NA	NA	NA	-11.018377	4.263465	-2.584371	0.019293	0.006749	0.002121	3.182025	0.005454	NA	NA	NA	NA	18.177134	-0.009043	0.000004	1.000000	-0.999996	1.000000
Men	35-49	Thyroid	1	19	4	15	0.041915	0.002794	Uncorrelated	0	NA	NA	NA	-168.048575	10.215786	-16.449892	0.000000	0.084114	0.005093	16.516939	0.000000	NA	NA	NA	NA	104.362288	0.000000	414.091954	1.000000	0.000000	1.000000
Men	35-49	Thyroid	1	19	4	15	0.041915	0.002794	Uncorrelated	1	2012	2010	2015	-75.344533	20.349249	-3.702571	0.002365	0.038039	0.010094	3.768500	0.002076	-0.046076	0.011306	-4.075396	0.001135	0.000026	0.000000	0.000102	1.000000	0.000000	1.000000
Men	50-64	Bladder	2	19	6	13	0.020117	0.001547	Uncorrelated	0	NA	NA	NA	139.298496	54.944823	2.535243	0.027714	-0.067921	0.027445	-2.474816	0.030856	NA	NA	NA	NA	3018.933609	0.000000	0.003013	1.000000	0.000000	1.000000
Men	50-64	Bladder	2	19	6	13	0.020117	0.001547	Uncorrelated	1	2004	2003	2014	-35.283648	110.081756	-0.320522	0.754579	0.019196	0.054890	0.349711	0.733159	0.087117	0.061369	1.419562	0.183448	0.000753	0.000000	42.709437	1.000000	0.000000	1.000000
Men	50-64	Bladder	2	19	6	13	0.020117	0.001547	Uncorrelated	2	2007	2006	2017	86.270045	6.535246	13.200735	0.000000	-0.041369	0.003246	-12.745835	0.000000	-0.060565	0.054986	-1.101464	0.294213	12117.992929	0.000000	0.000011	1.000000	0.000000	1.000000
Men	50-64	Brain and CNS	1	19	4	15	0.030613	0.002041	Uncorrelated	0	NA	NA	NA	-15.937411	12.763901	-1.248632	0.232277	0.009303	0.006368	1.460926	0.166114	NA	NA	NA	NA	162.917157	0.000000	83.769303	1.000000	0.000000	1.000000
Men	50-64	Brain and CNS	1	19	4	15	0.030613	0.002041	Uncorrelated	1	2009	2005	2014	28.047915	9.152557	3.064489	0.008405	-0.012592	0.004543	-2.771427	0.015000	-0.021894	0.007822	-2.798937	0.014210	0.000041	0.000000	0.000021	1.000000	0.000000	1.000000
Men	50-64	Colorectum	2	19	6	13	0.006304	0.000485	Uncorrelated	0	NA	NA	NA	-28.428983	4.603074	-6.176086	0.000069	0.016427	0.002295	7.156940	0.000019	NA	NA	NA	NA	21.188294	0.000000	0.000217	1.000000	0.000000	1.000000
Men	50-64	Colorectum	2	19	6	13	0.006304	0.000485	Uncorrelated	1	2011	2009	2013	59.370309	29.674312	2.000731	0.070715	-0.027233	0.014741	-1.847373	0.091742	-0.043660	0.014919	-2.926447	0.013778	0.000005	0.000000	353.802520	1.000000	0.000000	1.000000
Men	50-64	Colorectum	2	19	6	13	0.006304	0.000485	Uncorrelated	2	2015	2013	2017	-31.272399	18.809639	-1.662573	0.124598	0.017751	0.009323	1.903976	0.083387	0.044984	0.017442	2.579033	0.025634	880.564821	0.000000	0.000087	1.000000	0.000000	1.000000
Men	50-64	Gallbladder	2	19	6	13	0.098863	0.007605	Uncorrelated	0	NA	NA	NA	-94.141255	21.609909	-4.356393	0.001143	0.047449	0.010783	4.400162	0.001063	NA	NA	NA	NA	466.988164	0.000000	0.000078	1.000000	0.000000	1.000000
Men	50-64	Gallbladder	2	19	6	13	0.098863	0.007605	Uncorrelated	1	2008	2003	2014	38.211854	17.719259	2.156515	0.054031	-0.018464	0.008805	-2.097118	0.059898	-0.065913	0.013921	-4.734685	0.000615	0.000116	0.000000	26531.119018	1.000000	0.000000	1.000000
Men	50-64	Gallbladder	2	19	6	13	0.098863	0.007605	Uncorrelated	2	2017	2006	2017	-269.594278	162.883759	-1.655133	0.126118	0.134142	0.080695	1.662320	0.124650	0.152606	0.081174	1.879977	0.086840	313.972122	0.000000	0.006512	1.000000	0.000000	1.000000
Men	50-64	Hodgkin Lymphoma	0	19	2	17	0.107679	0.006334	Uncorrelated	0	NA	NA	NA	-35.474710	6.700408	-5.294411	0.000059	0.018283	0.003334	5.484457	0.000040	NA	NA	NA	NA	44.895463	-0.022336	0.000011	1.000000	-0.999996	1.000000
Men	50-64	Kidney	1	19	4	15	0.007047	0.000470	Uncorrelated	0	NA	NA	NA	-76.344291	3.325791	-22.955226	0.000000	0.039660	0.001657	23.933282	0.000000	NA	NA	NA	NA	11.060888	0.000000	203.318614	1.000000	0.000000	1.000000
Men	50-64	Kidney	1	19	4	15	0.007047	0.000470	Uncorrelated	1	2014	2012	2016	-26.995861	14.258984	-1.893253	0.079180	0.015157	0.007069	2.144026	0.050071	-0.024503	0.007261	-3.374554	0.004537	0.000003	0.000000	0.000050	1.000000	0.000000	1.000000
Men	50-64	Larynx	1	19	4	15	0.027162	0.001811	Uncorrelated	0	NA	NA	NA	18.819046	13.554918	1.388356	0.186725	-0.008122	0.006762	-1.201058	0.249655	NA	NA	NA	NA	183.735794	0.000000	94.473901	1.000000	0.000000	1.000000
Men	50-64	Larynx	1	19	4	15	0.027162	0.001811	Uncorrelated	1	2009	2005	2013	75.597428	9.719769	7.777698	0.000002	-0.036384	0.004825	-7.540853	0.000003	-0.028262	0.008307	-3.402161	0.004294	0.000046	0.000000	0.000023	1.000000	0.000000	1.000000
Men	50-64	Leukaemia	1	19	4	15	0.021065	0.001404	Uncorrelated	0	NA	NA	NA	-38.969800	5.107501	-7.629915	0.000002	0.020904	0.002544	8.216222	0.000001	NA	NA	NA	NA	26.086567	0.000000	1198.788829	1.000000	0.000000	1.000000
Men	50-64	Leukaemia	1	19	4	15	0.021065	0.001404	Uncorrelated	1	2015	2013	2017	100.203327	34.623530	2.894082	0.011779	-0.048165	0.017162	-2.806545	0.013999	-0.069069	0.017349	-3.981088	0.001366	0.000006	0.000000	0.000295	1.000000	0.000000	1.000000
Men	50-64	Liver	1	19	4	15	0.039837	0.002656	Uncorrelated	0	NA	NA	NA	-127.507369	7.860681	-16.220906	0.000000	0.064711	0.003917	16.522204	0.000000	NA	NA	NA	NA	61.790306	0.000000	1135.814720	1.000000	0.000000	1.000000
Men	50-64	Liver	1	19	4	15	0.039837	0.002656	Uncorrelated	1	2014	2012	2016	19.212945	33.701850	0.570086	0.577654	-0.008139	0.016709	-0.487101	0.633725	-0.072850	0.017162	-4.244906	0.000816	0.000015	0.000000	0.000279	1.000000	0.000000	1.000000
Men	50-64	Lung	1	19	4	15	0.003403	0.000227	Uncorrelated	0	NA	NA	NA	27.886931	3.404926	8.190172	0.000001	-0.011643	0.001698	-6.857712	0.000008	NA	NA	NA	NA	11.593521	0.000000	23.000642	1.000000	0.000000	1.000000
Men	50-64	Lung	1	19	4	15	0.003403	0.000227	Uncorrelated	1	2011	2009	2013	61.333179	4.795898	12.788673	0.000000	-0.028275	0.002380	-11.882556	0.000000	-0.016632	0.002923	-5.689718	0.000056	0.000003	0.000000	0.000006	1.000000	0.000000	1.000000
Men	50-64	Melanoma	1	19	4	15	0.014584	0.000972	Uncorrelated	0	NA	NA	NA	-104.547785	7.894076	-13.243829	0.000000	0.053755	0.003937	13.653245	0.000000	NA	NA	NA	NA	62.316431	0.000000	62.939590	1.000000	0.000000	1.000000
Men	50-64	Melanoma	1	19	4	15	0.014584	0.000972	Uncorrelated	1	2010	2006	2011	-22.105763	7.933448	-2.786401	0.014565	0.012740	0.003937	3.235684	0.005981	-0.041016	0.005568	-7.366328	0.000004	0.000016	0.000000	0.000016	1.000000	0.000000	1.000000
Men	50-64	MultipleMyeloma	0	19	2	17	0.062162	0.003657	Uncorrelated	0	NA	NA	NA	-49.946695	5.090951	-9.810877	0.000000	0.026125	0.002533	10.314858	0.000000	NA	NA	NA	NA	25.917785	-0.012894	0.000006	1.000000	-0.999996	1.000000
Men	50-64	Non-Hodgkin Lymphoma	1	19	4	15	0.011691	0.000779	Uncorrelated	0	NA	NA	NA	-34.293785	6.183270	-5.546221	0.000072	0.018798	0.003083	6.097114	0.000028	NA	NA	NA	NA	38.232832	0.000000	75.850957	1.000000	0.000000	1.000000
Men	50-64	Non-Hodgkin Lymphoma	1	19	4	15	0.011691	0.000779	Uncorrelated	1	2011	2009	2012	43.760599	8.709245	5.024614	0.000186	-0.020015	0.004321	-4.631977	0.000388	-0.038814	0.005308	-7.311897	0.000004	0.000010	0.000000	0.000019	1.000000	0.000000	1.000000
Men	50-64	Oesophagus	2	19	6	13	0.003661	0.000282	Uncorrelated	0	NA	NA	NA	24.274515	50.341667	0.482195	0.639119	-0.010514	0.025152	-0.418001	0.683990	NA	NA	NA	NA	2534.283460	0.000000	0.000063	1.000000	0.000000	1.000000
Men	50-64	Oesophagus	2	19	6	13	0.003661	0.000282	Uncorrelated	1	2003	2003	2009	-66.149221	15.951250	-4.146962	0.001625	0.034631	0.007954	4.353997	0.001148	0.045144	0.026380	1.711328	0.115035	0.000633	0.000000	11.663833	1.000000	0.000000	1.000000
Men	50-64	Oesophagus	2	19	6	13	0.003661	0.000282	Uncorrelated	2	2008	2007	2016	31.835123	3.415235	9.321502	0.000001	-0.014166	0.001696	-8.354071	0.000004	-0.048797	0.008133	-6.000237	0.000089	254.442375	0.000000	0.000003	1.000000	0.000000	1.000000
Men	50-64	Oral	1	19	4	15	0.012379	0.000825	Uncorrelated	0	NA	NA	NA	-78.980899	4.879315	-16.186883	0.000000	0.041097	0.002432	16.899981	0.000000	NA	NA	NA	NA	23.807714	0.000000	196.486558	1.000000	0.000000	1.000000
Men	50-64	Oral	1	19	4	15	0.012379	0.000825	Uncorrelated	1	2013	2009	2015	-18.036943	14.017366	-1.286757	0.219049	0.010821	0.006951	1.556731	0.141846	-0.030275	0.007364	-4.111017	0.001059	0.000006	0.000000	0.000048	1.000000	0.000000	1.000000
Men	50-64	Pancreas	1	19	4	15	0.012760	0.000851	Uncorrelated	0	NA	NA	NA	-55.419562	19.062271	-2.907291	0.011476	0.029087	0.009517	3.056356	0.008541	NA	NA	NA	NA	363.370190	0.000000	20.165307	1.000000	0.000000	1.000000
Men	50-64	Pancreas	1	19	4	15	0.012760	0.000851	Uncorrelated	1	2006	2004	2011	1.118891	4.490580	0.249164	0.806852	0.000902	0.002231	0.404445	0.691997	-0.028185	0.009775	-2.883397	0.012030	0.000091	0.000000	0.000005	1.000000	0.000000	1.000000
Men	50-64	Prostate	2	19	6	13	0.026596	0.002046	Uncorrelated	0	NA	NA	NA	-103.835140	14.720888	-7.053592	0.000021	0.054298	0.007344	7.393567	0.000014	NA	NA	NA	NA	216.704544	0.000000	0.000129	1.000000	0.000000	1.000000
Men	50-64	Prostate	2	19	6	13	0.026596	0.002046	Uncorrelated	1	2009	2003	2013	7.925245	22.896512	0.346133	0.735772	-0.001332	0.011377	-0.117088	0.908901	-0.055630	0.013542	-4.108098	0.001735	0.000054	0.000000	4612.294387	1.000000	0.000000	1.000000
Men	50-64	Prostate	2	19	6	13	0.026596	0.002046	Uncorrelated	2	2016	2006	2017	-120.725455	67.913875	-1.777626	0.103087	0.062483	0.033654	1.856618	0.090327	0.063815	0.035525	1.796330	0.099926	524.250269	0.000000	0.001133	1.000000	0.000000	1.000000
Men	50-64	Stomach	1	19	4	15	0.028234	0.001882	Uncorrelated	0	NA	NA	NA	75.359732	4.745034	15.881809	0.000000	-0.036124	0.002362	-15.290795	0.000000	NA	NA	NA	NA	22.515352	0.000000	15463.194863	1.000000	0.000000	1.000000
Men	50-64	Stomach	1	19	4	15	0.028234	0.001882	Uncorrelated	1	2017	2013	2017	-105.601450	124.351095	-0.849220	0.410046	0.053594	0.061606	0.869951	0.398998	0.089718	0.061651	1.455257	0.167653	0.000006	0.000000	0.003795	1.000000	0.000000	1.000000
Men	50-64	Testis	0	19	2	17	0.180373	0.010610	Uncorrelated	0	NA	NA	NA	-46.666220	8.672042	-5.381226	0.000050	0.023962	0.004314	5.553983	0.000035	NA	NA	NA	NA	75.204319	-0.037415	0.000019	1.000000	-0.999996	1.000000
Men	50-64	Thyroid	1	19	4	15	0.110572	0.007371	Uncorrelated	0	NA	NA	NA	-144.126516	11.943526	-12.067334	0.000000	0.072346	0.005951	12.157089	0.000000	NA	NA	NA	NA	142.647803	0.000000	2622.117993	1.000000	0.000000	1.000000
Men	50-64	Thyroid	1	19	4	15	0.110572	0.007371	Uncorrelated	1	2014	2008	2017	-42.073591	51.206621	-0.821644	0.425052	0.021674	0.025388	0.853733	0.407624	-0.050672	0.026076	-1.943260	0.072369	0.000035	0.000000	0.000645	1.000000	0.000000	1.000000
Men	65+	Bladder	3	19	8	11	0.003175	0.000289	Uncorrelated	0	NA	NA	NA	72.963845	47.416978	1.538770	0.162421	-0.033960	0.023691	-1.433469	0.189626	NA	NA	NA	NA	2248.369813	0.000000	64.947222	1.000000	0.000000	1.000000
Men	65+	Bladder	3	19	8	11	0.003175	0.000289	Uncorrelated	1	2003	2003	2011	-1.687332	10.626599	-0.158784	0.877774	0.003310	0.005297	0.624790	0.549509	0.037270	0.024276	1.535263	0.163268	0.000561	0.000000	0.000016	1.000000	0.000000	1.000000
Men	65+	Bladder	3	19	8	11	0.003175	0.000289	Uncorrelated	2	2009	2006	2014	59.000483	8.058984	7.321082	0.000082	-0.026898	0.004004	-6.717057	0.000150	-0.030208	0.006641	-4.548948	0.001877	112.924612	0.000000	571.398286	1.000000	0.000000	1.000000
Men	65+	Bladder	3	19	8	11	0.003175	0.000289	Uncorrelated	3	2016	2009	2017	6.808337	23.903939	0.284821	0.783016	-0.001009	0.011845	-0.085201	0.934195	0.025889	0.012504	2.070466	0.072177	0.000028	0.000000	0.000140	1.000000	0.000000	1.000000
