"Country"	"Cancer_Site"	"Sex"	"Year"	"ASR_rolling"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
England	Colorectal	Men	2002	40.77	41.02	NA	-1.6452*	1	1
England	Colorectal	Men	2003	40.40	40.35	NA	-1.6452*	1	1
England	Colorectal	Men	2004	39.83	39.68	NA	-1.6452*	1	1
England	Colorectal	Men	2005	39.23	39.03	NA	-1.6452*	1	1
England	Colorectal	Men	2006	38.20	38.39	NA	-1.6452*	1	1
England	Colorectal	Men	2007	37.73	37.76	NA	-1.6452*	1	1
England	Colorectal	Men	2008	36.97	37.14	NA	-1.6452*	1	1
England	Colorectal	Men	2009	36.70	36.52	NA	-1.6452*	1	1
England	Colorectal	Men	2010	35.80	35.92	NA	-1.6452*	1	1
England	Colorectal	Men	2011	35.63	35.33	NA	-1.6452*	1	1
England	Colorectal	Men	2012	34.90	34.75	NA	-1.6452*	1	1
England	Colorectal	Men	2013	34.23	34.18	NA	-1.6452*	1	1
England	Colorectal	Men	2014	33.37	33.62	NA	-1.6452*	1	1
England	Colorectal	Men	2015	32.97	33.06	Joinpoint 1	NA	1	1
England	Colorectal	Men	2016	32.83	32.78	NA	-0.8746*	1	1
England	Colorectal	Men	2017	32.47	32.49	NA	-0.8746*	1	1
England	Colorectal	Men	2018	32.20	32.20	NA	-0.8746*	1	1
England	Colorectal	Women	2002	24.93	24.97	NA	-1.1386*	2	2
England	Colorectal	Women	2003	24.77	24.69	NA	-1.1386*	2	2
England	Colorectal	Women	2004	24.37	24.41	NA	-1.1386*	2	2
England	Colorectal	Women	2005	24.13	24.13	NA	-1.1386*	2	2
England	Colorectal	Women	2006	23.87	23.86	NA	-1.1386*	2	2
England	Colorectal	Women	2007	23.60	23.58	Joinpoint 1	NA	2	2
England	Colorectal	Women	2008	23.10	23.10	NA	-2.0377*	2	2
England	Colorectal	Women	2009	22.57	22.63	NA	-2.0377*	2	2
England	Colorectal	Women	2010	22.13	22.17	Joinpoint 2	NA	2	2
England	Colorectal	Women	2011	22.10	22.00	NA	-0.7896*	2	2
England	Colorectal	Women	2012	21.90	21.82	NA	-0.7896*	2	2
England	Colorectal	Women	2013	21.67	21.65	NA	-0.7896*	2	2
England	Colorectal	Women	2014	21.33	21.48	NA	-0.7896*	2	2
England	Colorectal	Women	2015	21.30	21.31	NA	-0.7896*	2	2
England	Colorectal	Women	2016	21.13	21.14	NA	-0.7896*	2	2
England	Colorectal	Women	2017	21.00	20.97	NA	-0.7896*	2	2
England	Colorectal	Women	2018	20.83	20.81	NA	-0.7896*	2	2
England	Lung	Men	2002	93.33	93.32	NA	-2.8662*	3	3
England	Lung	Men	2003	90.63	90.65	NA	-2.8662*	3	3
England	Lung	Men	2004	88.30	88.05	Joinpoint 1	NA	3	3
England	Lung	Men	2005	86.60	86.84	NA	-1.3800*	3	3
England	Lung	Men	2006	85.43	85.64	NA	-1.3800*	3	3
England	Lung	Men	2007	84.63	84.46	NA	-1.3800*	3	3
England	Lung	Men	2008	83.30	83.29	Joinpoint 2	NA	3	3
England	Lung	Men	2009	81.60	81.37	NA	-2.3120*	3	3
England	Lung	Men	2010	79.47	79.48	NA	-2.3120*	3	3
England	Lung	Men	2011	77.30	77.65	NA	-2.3120*	3	3
England	Lung	Men	2012	75.80	75.85	NA	-2.3120*	3	3
England	Lung	Men	2013	74.23	74.10	NA	-2.3120*	3	3
England	Lung	Men	2014	72.50	72.38	NA	-2.3120*	3	3
England	Lung	Men	2015	70.63	70.71	Joinpoint 3	NA	3	3
England	Lung	Men	2016	68.27	68.30	NA	-3.4150*	3	3
England	Lung	Men	2017	66.10	65.96	NA	-3.4150*	3	3
England	Lung	Men	2018	63.63	63.71	NA	-3.4150*	3	3
England	Lung	Women	2002	45.40	45.39	NA	0.2669	3	3
England	Lung	Women	2003	45.50	45.51	NA	0.2669	3	3
England	Lung	Women	2004	45.83	45.64	Joinpoint 1	NA	3	3
England	Lung	Women	2005	46.47	46.70	NA	2.3303*	3	3
England	Lung	Women	2006	47.67	47.79	NA	2.3303*	3	3
England	Lung	Women	2007	48.67	48.90	Joinpoint 2	NA	3	3
England	Lung	Women	2008	48.90	48.82	NA	-0.1701*	3	3
England	Lung	Women	2009	48.93	48.73	NA	-0.1701*	3	3
England	Lung	Women	2010	48.67	48.65	NA	-0.1701*	3	3
England	Lung	Women	2011	48.73	48.57	NA	-0.1701*	3	3
England	Lung	Women	2012	48.63	48.49	NA	-0.1701*	3	3
England	Lung	Women	2013	48.53	48.40	NA	-0.1701*	3	3
England	Lung	Women	2014	48.30	48.32	NA	-0.1701*	3	3
England	Lung	Women	2015	47.87	48.24	Joinpoint 3	NA	3	3
England	Lung	Women	2016	47.10	47.03	NA	-2.4981*	3	3
England	Lung	Women	2017	45.90	45.86	NA	-2.4981*	3	3
England	Lung	Women	2018	44.67	44.71	NA	-2.4981*	3	3
England	Oesophageal	Men	2002	21.20	21.19	NA	0.4138	2	2
England	Oesophageal	Men	2003	21.27	21.28	NA	0.4138	2	2
England	Oesophageal	Men	2004	21.43	21.37	Joinpoint 1	NA	2	2
England	Oesophageal	Men	2005	21.30	21.25	NA	-0.5417*	2	2
England	Oesophageal	Men	2006	21.10	21.14	NA	-0.5417*	2	2
England	Oesophageal	Men	2007	20.87	21.02	NA	-0.5417*	2	2
England	Oesophageal	Men	2008	20.87	20.91	NA	-0.5417*	2	2
England	Oesophageal	Men	2009	20.93	20.80	NA	-0.5417*	2	2
England	Oesophageal	Men	2010	20.70	20.68	Joinpoint 2	NA	2	2
England	Oesophageal	Men	2011	20.50	20.47	NA	-1.0107*	2	2
England	Oesophageal	Men	2012	20.30	20.27	NA	-1.0107*	2	2
England	Oesophageal	Men	2013	20.00	20.06	NA	-1.0107*	2	2
England	Oesophageal	Men	2014	19.77	19.86	NA	-1.0107*	2	2
England	Oesophageal	Men	2015	19.60	19.66	NA	-1.0107*	2	2
England	Oesophageal	Men	2016	19.60	19.46	NA	-1.0107*	2	2
England	Oesophageal	Men	2017	19.33	19.26	NA	-1.0107*	2	2
England	Oesophageal	Men	2018	19.00	19.07	NA	-1.0107*	2	2
England	Oesophageal	Women	2002	8.67	8.74	NA	-1.5177*	0	0
England	Oesophageal	Women	2003	8.67	8.61	NA	-1.5177*	0	0
England	Oesophageal	Women	2004	8.50	8.48	NA	-1.5177*	0	0
England	Oesophageal	Women	2005	8.37	8.35	NA	-1.5177*	0	0
England	Oesophageal	Women	2006	8.27	8.22	NA	-1.5177*	0	0
England	Oesophageal	Women	2007	8.13	8.10	NA	-1.5177*	0	0
England	Oesophageal	Women	2008	7.97	7.97	NA	-1.5177*	0	0
England	Oesophageal	Women	2009	7.83	7.85	NA	-1.5177*	0	0
England	Oesophageal	Women	2010	7.67	7.73	NA	-1.5177*	0	0
England	Oesophageal	Women	2011	7.53	7.62	NA	-1.5177*	0	0
England	Oesophageal	Women	2012	7.43	7.50	NA	-1.5177*	0	0
England	Oesophageal	Women	2013	7.40	7.39	NA	-1.5177*	0	0
England	Oesophageal	Women	2014	7.33	7.27	NA	-1.5177*	0	0
England	Oesophageal	Women	2015	7.27	7.16	NA	-1.5177*	0	0
England	Oesophageal	Women	2016	7.03	7.05	NA	-1.5177*	0	0
England	Oesophageal	Women	2017	6.90	6.95	NA	-1.5177*	0	0
England	Oesophageal	Women	2018	6.87	6.84	NA	-1.5177*	0	0
England	Pancreatic	Men	2002	15.87	15.80	NA	0.5834*	0	0
England	Pancreatic	Men	2003	15.87	15.89	NA	0.5834*	0	0
England	Pancreatic	Men	2004	15.87	15.98	NA	0.5834*	0	0
England	Pancreatic	Men	2005	16.00	16.08	NA	0.5834*	0	0
England	Pancreatic	Men	2006	16.17	16.17	NA	0.5834*	0	0
England	Pancreatic	Men	2007	16.37	16.26	NA	0.5834*	0	0
England	Pancreatic	Men	2008	16.43	16.36	NA	0.5834*	0	0
England	Pancreatic	Men	2009	16.33	16.45	NA	0.5834*	0	0
England	Pancreatic	Men	2010	16.53	16.55	NA	0.5834*	0	0
England	Pancreatic	Men	2011	16.73	16.65	NA	0.5834*	0	0
England	Pancreatic	Men	2012	16.90	16.74	NA	0.5834*	0	0
England	Pancreatic	Men	2013	16.87	16.84	NA	0.5834*	0	0
England	Pancreatic	Men	2014	16.73	16.94	NA	0.5834*	0	0
England	Pancreatic	Men	2015	17.10	17.04	NA	0.5834*	0	0
England	Pancreatic	Men	2016	17.17	17.14	NA	0.5834*	0	0
England	Pancreatic	Men	2017	17.40	17.24	NA	0.5834*	0	0
England	Pancreatic	Men	2018	17.13	17.34	NA	0.5834*	0	0
England	Pancreatic	Women	2002	12.33	12.28	NA	1.3525*	1	1
England	Pancreatic	Women	2003	12.40	12.45	NA	1.3525*	1	1
England	Pancreatic	Women	2004	12.63	12.62	NA	1.3525*	1	1
England	Pancreatic	Women	2005	12.77	12.79	NA	1.3525*	1	1
England	Pancreatic	Women	2006	12.97	12.96	NA	1.3525*	1	1
England	Pancreatic	Women	2007	13.07	13.14	NA	1.3525*	1	1
England	Pancreatic	Women	2008	13.37	13.31	Joinpoint 1	NA	1	1
England	Pancreatic	Women	2009	13.33	13.35	NA	0.2313*	1	1
England	Pancreatic	Women	2010	13.33	13.38	NA	0.2313*	1	1
England	Pancreatic	Women	2011	13.40	13.41	NA	0.2313*	1	1
England	Pancreatic	Women	2012	13.47	13.44	NA	0.2313*	1	1
England	Pancreatic	Women	2013	13.57	13.47	NA	0.2313*	1	1
England	Pancreatic	Women	2014	13.47	13.50	NA	0.2313*	1	1
England	Pancreatic	Women	2015	13.57	13.53	NA	0.2313*	1	1
England	Pancreatic	Women	2016	13.60	13.56	NA	0.2313*	1	1
England	Pancreatic	Women	2017	13.57	13.59	NA	0.2313*	1	1
England	Pancreatic	Women	2018	13.57	13.63	NA	0.2313*	1	1
England	Prostate	Men	2002	56.40	56.78	NA	-1.6292*	1	1
England	Prostate	Men	2003	56.17	55.86	NA	-1.6292*	1	1
England	Prostate	Men	2004	55.30	54.95	NA	-1.6292*	1	1
England	Prostate	Men	2005	53.97	54.05	NA	-1.6292*	1	1
England	Prostate	Men	2006	53.07	53.17	NA	-1.6292*	1	1
England	Prostate	Men	2007	52.13	52.31	NA	-1.6292*	1	1
England	Prostate	Men	2008	51.50	51.45	Joinpoint 1	NA	1	1
England	Prostate	Men	2009	51.03	50.96	NA	-0.9566*	1	1
England	Prostate	Men	2010	50.73	50.47	NA	-0.9566*	1	1
England	Prostate	Men	2011	50.13	49.99	NA	-0.9566*	1	1
England	Prostate	Men	2012	49.10	49.51	NA	-0.9566*	1	1
England	Prostate	Men	2013	48.43	49.04	NA	-0.9566*	1	1
England	Prostate	Men	2014	48.63	48.57	NA	-0.9566*	1	1
England	Prostate	Men	2015	48.43	48.11	NA	-0.9566*	1	1
England	Prostate	Men	2016	48.27	47.65	NA	-0.9566*	1	1
England	Prostate	Men	2017	47.10	47.19	NA	-0.9566*	1	1
England	Prostate	Men	2018	46.43	46.74	NA	-0.9566*	1	1
Nothern Ireland	All sites excl. NMSC	Men	2000	385.20	385.50	NA	0.8745	3	3
Nothern Ireland	All sites excl. NMSC	Men	2001	389.47	388.87	NA	0.8745	3	3
Nothern Ireland	All sites excl. NMSC	Men	2002	394.93	392.27	Joinpoint 1	NA	3	3
Nothern Ireland	All sites excl. NMSC	Men	2003	387.93	388.60	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2004	381.57	384.97	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2005	379.33	381.38	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2006	377.90	377.82	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2007	379.60	374.29	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2008	369.30	370.79	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2009	366.50	367.33	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2010	362.00	363.90	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2011	363.00	360.50	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2012	357.97	357.13	NA	-0.9340*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2013	351.83	353.80	Joinpoint 2	NA	3	3
Nothern Ireland	All sites excl. NMSC	Men	2014	354.03	353.30	NA	-0.1400	3	3
Nothern Ireland	All sites excl. NMSC	Men	2015	353.43	352.81	NA	-0.1400	3	3
Nothern Ireland	All sites excl. NMSC	Men	2016	351.97	352.31	Joinpoint 3	NA	3	3
Nothern Ireland	All sites excl. NMSC	Men	2017	341.53	342.14	NA	-2.8861*	3	3
Nothern Ireland	All sites excl. NMSC	Men	2018	332.57	332.27	NA	-2.8861*	3	3
Nothern Ireland	All sites excl. NMSC	Women	2000	256.10	256.95	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2001	254.40	255.31	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2002	253.10	253.67	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2003	253.70	252.04	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2004	253.43	250.43	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2005	249.73	248.82	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2006	245.53	247.23	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2007	244.37	245.64	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2008	242.77	244.07	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2009	243.40	242.51	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2010	240.63	240.95	NA	-0.6409*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2011	240.03	239.41	Joinpoint 1	NA	2	2
Nothern Ireland	All sites excl. NMSC	Women	2012	239.53	240.77	NA	0.5669*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2013	244.40	242.13	NA	0.5669*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2014	242.23	243.50	NA	0.5669*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2015	245.30	244.88	Joinpoint 2	NA	2	2
Nothern Ireland	All sites excl. NMSC	Women	2016	240.37	241.68	NA	-1.3075*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2017	240.30	238.52	NA	-1.3075*	2	2
Nothern Ireland	All sites excl. NMSC	Women	2018	234.67	235.40	NA	-1.3075*	2	2
Nothern Ireland	Breast	Women	2000	43.00	43.29	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2001	42.00	42.78	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2002	41.43	42.27	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2003	41.40	41.77	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2004	41.93	41.28	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2005	42.10	40.79	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2006	40.70	40.31	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2007	40.70	39.84	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2008	40.40	39.36	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2009	38.10	38.90	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2010	38.20	38.44	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2011	36.87	37.99	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2012	38.13	37.54	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2013	37.23	37.09	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2014	36.80	36.66	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2015	36.17	36.22	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2016	35.13	35.80	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2017	35.67	35.37	NA	-1.1808*	0	0
Nothern Ireland	Breast	Women	2018	34.80	34.96	NA	-1.1808*	0	0
Nothern Ireland	Colorectal	Men	2000	44.20	45.13	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2001	44.03	45.10	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2002	46.60	45.07	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2003	46.17	45.05	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2004	46.03	45.02	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2005	44.13	44.99	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2006	44.80	44.96	NA	-0.0641	2	2
Nothern Ireland	Colorectal	Men	2007	44.97	44.93	Joinpoint 1	NA	2	2
Nothern Ireland	Colorectal	Men	2008	42.87	43.36	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2009	40.87	41.84	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2010	40.03	40.37	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2011	39.77	38.96	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2012	38.97	37.60	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2013	36.00	36.28	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2014	34.37	35.01	NA	-3.5006*	2	2
Nothern Ireland	Colorectal	Men	2015	33.43	33.79	Joinpoint 2	NA	2	2
Nothern Ireland	Colorectal	Men	2016	35.57	35.02	NA	3.6684*	2	2
Nothern Ireland	Colorectal	Men	2017	36.33	36.31	NA	3.6684*	2	2
Nothern Ireland	Colorectal	Men	2018	37.43	37.64	NA	3.6684*	2	2
Nothern Ireland	Colorectal	Women	2000	29.10	29.04	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2001	27.70	28.53	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2002	27.17	28.03	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2003	27.63	27.54	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2004	28.63	27.06	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2005	26.83	26.58	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2006	26.17	26.12	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2007	25.30	25.66	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2008	26.03	25.21	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2009	25.17	24.77	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2010	24.07	24.34	NA	-1.7500*	1	1
Nothern Ireland	Colorectal	Women	2011	22.67	23.91	Joinpoint 1	NA	1	1
Nothern Ireland	Colorectal	Women	2012	23.43	23.89	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2013	24.40	23.88	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2014	24.17	23.86	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2015	24.23	23.85	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2016	24.33	23.83	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2017	23.60	23.81	NA	-0.0684	1	1
Nothern Ireland	Colorectal	Women	2018	23.20	23.80	NA	-0.0684	1	1
Nothern Ireland	Lung	Men	2000	98.37	98.52	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2001	97.30	97.90	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2002	97.53	97.28	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2003	96.50	96.67	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2004	96.40	96.05	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2005	97.17	95.45	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2006	93.90	94.84	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2007	94.70	94.24	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2008	92.40	93.64	NA	-0.6331*	1	1
Nothern Ireland	Lung	Men	2009	93.07	93.05	Joinpoint 1	NA	1	1
Nothern Ireland	Lung	Men	2010	90.93	91.27	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2011	90.47	89.52	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2012	89.10	87.80	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2013	84.93	86.12	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2014	83.30	84.46	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2015	82.37	82.84	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2016	82.47	81.26	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2017	80.77	79.70	NA	-1.9178*	1	1
Nothern Ireland	Lung	Men	2018	77.20	78.17	NA	-1.9178*	1	1
Nothern Ireland	Lung	Women	2000	44.37	44.13	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2001	44.93	44.53	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2002	44.27	44.94	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2003	46.30	45.35	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2004	45.87	45.76	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2005	45.27	46.18	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2006	45.33	46.60	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2007	46.57	47.02	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2008	48.50	47.45	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2009	48.83	47.89	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2010	48.17	48.32	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2011	48.43	48.76	NA	0.9126	2	2
Nothern Ireland	Lung	Women	2012	49.23	49.21	Joinpoint 1	NA	2	2
Nothern Ireland	Lung	Women	2013	52.00	51.22	NA	4.0954	2	2
Nothern Ireland	Lung	Women	2014	52.17	53.32	NA	4.0954	2	2
Nothern Ireland	Lung	Women	2015	55.67	55.51	Joinpoint 2	NA	2	2
Nothern Ireland	Lung	Women	2016	55.47	55.32	NA	-0.3308	2	2
Nothern Ireland	Lung	Women	2017	55.97	55.14	NA	-0.3308	2	2
Nothern Ireland	Lung	Women	2018	54.37	54.96	NA	-0.3308	2	2
Nothern Ireland	Oesophageal	Men	2000	18.70	18.90	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2001	19.10	18.98	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2002	19.57	19.07	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2003	19.23	19.15	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2004	18.67	19.24	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2005	18.87	19.32	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2006	20.00	19.41	NA	0.4410	3	3
Nothern Ireland	Oesophageal	Men	2007	19.17	19.49	Joinpoint 1	NA	3	3
Nothern Ireland	Oesophageal	Men	2008	19.27	18.54	NA	-4.8654*	3	3
Nothern Ireland	Oesophageal	Men	2009	17.30	17.64	NA	-4.8654*	3	3
Nothern Ireland	Oesophageal	Men	2010	16.53	16.78	NA	-4.8654*	3	3
Nothern Ireland	Oesophageal	Men	2011	15.83	15.97	Joinpoint 2	NA	3	3
Nothern Ireland	Oesophageal	Men	2012	17.13	16.92	NA	6.0016*	3	3
Nothern Ireland	Oesophageal	Men	2013	18.67	17.94	NA	6.0016*	3	3
