"sex"	"age_group"	"cancer_site"	"year"	"Rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	20-49	Gallbladder	2003	0.20	0.19	NA	3.1224*	0	0
Men	20-49	Gallbladder	2004	0.30	0.19	NA	3.1224*	0	0
Men	20-49	Gallbladder	2005	0.20	0.20	NA	3.1224*	0	0
Men	20-49	Gallbladder	2006	0.20	0.21	NA	3.1224*	0	0
Men	20-49	Gallbladder	2007	0.20	0.21	NA	3.1224*	0	0
Men	20-49	Gallbladder	2008	0.20	0.22	NA	3.1224*	0	0
Men	20-49	Gallbladder	2009	0.30	0.23	NA	3.1224*	0	0
Men	20-49	Gallbladder	2010	0.20	0.23	NA	3.1224*	0	0
Men	20-49	Gallbladder	2011	0.30	0.24	NA	3.1224*	0	0
Men	20-49	Gallbladder	2012	0.20	0.25	NA	3.1224*	0	0
Men	20-49	Gallbladder	2013	0.20	0.25	NA	3.1224*	0	0
Men	20-49	Gallbladder	2014	0.40	0.26	NA	3.1224*	0	0
Men	20-49	Gallbladder	2015	0.30	0.27	NA	3.1224*	0	0
Men	20-49	Gallbladder	2016	0.30	0.28	NA	3.1224*	0	0
Men	20-49	Gallbladder	2017	0.30	0.29	NA	3.1224*	0	0
Men	20-49	Gallbladder	2018	0.20	0.30	NA	3.1224*	0	0
Men	20-49	Gallbladder	2019	0.30	0.31	NA	3.1224*	0	0
Men	20-49	Hodgkin Lymphoma	2001	3.70	3.52	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2002	3.80	3.56	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2003	3.30	3.60	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2004	3.50	3.64	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2005	3.50	3.68	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2006	3.70	3.71	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2007	3.90	3.75	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2008	3.70	3.80	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2009	3.90	3.84	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2010	4.10	3.88	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2011	4.10	3.92	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2012	3.70	3.96	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2013	3.80	4.01	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2014	4.00	4.05	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2015	4.40	4.09	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2016	4.00	4.14	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2017	4.50	4.18	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2018	4.20	4.23	NA	1.0803*	0	0
Men	20-49	Hodgkin Lymphoma	2019	4.10	4.27	NA	1.0803*	0	0
Men	20-49	Kaposi Sarcoma	2001	0.50	0.43	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2002	0.40	0.48	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2003	0.60	0.54	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2004	0.50	0.61	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2005	0.70	0.68	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2006	0.90	0.76	NA	11.8846*	1	1
Men	20-49	Kaposi Sarcoma	2007	0.90	0.85	Joinpoint 1	NA	1	1
Men	20-49	Kaposi Sarcoma	2008	0.90	0.80	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2009	0.60	0.76	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2010	0.60	0.71	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2011	0.70	0.67	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2012	0.60	0.64	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2013	0.60	0.60	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2014	0.60	0.57	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2015	0.60	0.54	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2016	0.60	0.51	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2017	0.50	0.48	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2018	0.40	0.45	NA	-5.5493*	1	1
Men	20-49	Kaposi Sarcoma	2019	0.40	0.43	NA	-5.5493*	1	1
Men	20-49	Kidney	2001	2.70	2.87	NA	0.5769	2	2
Men	20-49	Kidney	2002	3.10	2.88	NA	0.5769	2	2
Men	20-49	Kidney	2003	3.00	2.90	NA	0.5769	2	2
Men	20-49	Kidney	2004	2.80	2.92	Joinpoint 1	NA	2	2
Men	20-49	Kidney	2005	3.00	3.09	NA	5.9525*	2	2
Men	20-49	Kidney	2006	3.30	3.27	NA	5.9525*	2	2
Men	20-49	Kidney	2007	3.60	3.47	NA	5.9525*	2	2
Men	20-49	Kidney	2008	3.60	3.68	NA	5.9525*	2	2
Men	20-49	Kidney	2009	3.80	3.89	NA	5.9525*	2	2
Men	20-49	Kidney	2010	4.30	4.13	NA	5.9525*	2	2
Men	20-49	Kidney	2011	4.20	4.37	NA	5.9525*	2	2
Men	20-49	Kidney	2012	4.60	4.63	NA	5.9525*	2	2
Men	20-49	Kidney	2013	5.00	4.91	NA	5.9525*	2	2
Men	20-49	Kidney	2014	5.50	5.20	NA	5.9525*	2	2
Men	20-49	Kidney	2015	5.40	5.51	NA	5.9525*	2	2
Men	20-49	Kidney	2016	5.60	5.84	Joinpoint 2	NA	2	2
Men	20-49	Kidney	2017	5.90	5.72	NA	-2.0229	2	2
Men	20-49	Kidney	2018	5.50	5.60	NA	-2.0229	2	2
Men	20-49	Kidney	2019	5.50	5.49	NA	-2.0229	2	2
Men	20-49	Larynx	2001	0.90	0.89	NA	-1.2827*	0	0
Men	20-49	Larynx	2002	0.80	0.87	NA	-1.2827*	0	0
Men	20-49	Larynx	2003	0.90	0.86	NA	-1.2827*	0	0
Men	20-49	Larynx	2004	0.70	0.85	NA	-1.2827*	0	0
Men	20-49	Larynx	2005	0.80	0.84	NA	-1.2827*	0	0
Men	20-49	Larynx	2006	0.90	0.83	NA	-1.2827*	0	0
Men	20-49	Larynx	2007	0.80	0.82	NA	-1.2827*	0	0
Men	20-49	Larynx	2008	1.00	0.81	NA	-1.2827*	0	0
Men	20-49	Larynx	2009	0.80	0.80	NA	-1.2827*	0	0
Men	20-49	Larynx	2010	0.80	0.79	NA	-1.2827*	0	0
Men	20-49	Larynx	2011	0.90	0.78	NA	-1.2827*	0	0
Men	20-49	Larynx	2012	0.80	0.77	NA	-1.2827*	0	0
Men	20-49	Larynx	2013	0.80	0.76	NA	-1.2827*	0	0
Men	20-49	Larynx	2014	0.70	0.75	NA	-1.2827*	0	0
Men	20-49	Larynx	2015	0.80	0.74	NA	-1.2827*	0	0
Men	20-49	Larynx	2016	0.60	0.73	NA	-1.2827*	0	0
Men	20-49	Larynx	2017	0.60	0.72	NA	-1.2827*	0	0
Men	20-49	Larynx	2018	0.80	0.71	NA	-1.2827*	0	0
Men	20-49	Larynx	2019	0.70	0.70	NA	-1.2827*	0	0
Men	20-49	Leukaemia	2001	3.90	3.67	NA	1.4045*	0	0
Men	20-49	Leukaemia	2002	3.50	3.72	NA	1.4045*	0	0
Men	20-49	Leukaemia	2003	3.90	3.77	NA	1.4045*	0	0
Men	20-49	Leukaemia	2004	3.70	3.83	NA	1.4045*	0	0
Men	20-49	Leukaemia	2005	3.90	3.88	NA	1.4045*	0	0
Men	20-49	Leukaemia	2006	3.80	3.93	NA	1.4045*	0	0
Men	20-49	Leukaemia	2007	3.60	3.99	NA	1.4045*	0	0
Men	20-49	Leukaemia	2008	4.20	4.05	NA	1.4045*	0	0
Men	20-49	Leukaemia	2009	4.30	4.10	NA	1.4045*	0	0
Men	20-49	Leukaemia	2010	4.30	4.16	NA	1.4045*	0	0
Men	20-49	Leukaemia	2011	4.20	4.22	NA	1.4045*	0	0
Men	20-49	Leukaemia	2012	4.00	4.28	NA	1.4045*	0	0
Men	20-49	Leukaemia	2013	4.40	4.34	NA	1.4045*	0	0
Men	20-49	Leukaemia	2014	5.00	4.40	NA	1.4045*	0	0
Men	20-49	Leukaemia	2015	4.60	4.46	NA	1.4045*	0	0
Men	20-49	Leukaemia	2016	4.50	4.52	NA	1.4045*	0	0
Men	20-49	Leukaemia	2017	4.70	4.59	NA	1.4045*	0	0
Men	20-49	Leukaemia	2018	4.60	4.65	NA	1.4045*	0	0
Men	20-49	Leukaemia	2019	4.30	4.72	NA	1.4045*	0	0
Men	20-49	Liver	2001	1.00	0.92	NA	3.4171*	1	1
Men	20-49	Liver	2002	0.90	0.95	NA	3.4171*	1	1
Men	20-49	Liver	2003	1.00	0.98	NA	3.4171*	1	1
Men	20-49	Liver	2004	0.90	1.01	NA	3.4171*	1	1
Men	20-49	Liver	2005	1.00	1.05	NA	3.4171*	1	1
Men	20-49	Liver	2006	1.10	1.08	NA	3.4171*	1	1
Men	20-49	Liver	2007	1.00	1.12	NA	3.4171*	1	1
Men	20-49	Liver	2008	1.30	1.16	NA	3.4171*	1	1
Men	20-49	Liver	2009	1.50	1.20	NA	3.4171*	1	1
Men	20-49	Liver	2010	1.40	1.24	NA	3.4171*	1	1
Men	20-49	Liver	2011	1.00	1.28	NA	3.4171*	1	1
Men	20-49	Liver	2012	1.30	1.32	NA	3.4171*	1	1
Men	20-49	Liver	2013	1.30	1.37	NA	3.4171*	1	1
Men	20-49	Liver	2014	1.50	1.42	Joinpoint 1	NA	1	1
Men	20-49	Liver	2015	1.30	1.36	NA	-3.9378	1	1
Men	20-49	Liver	2016	1.40	1.31	NA	-3.9378	1	1
Men	20-49	Liver	2017	1.30	1.26	NA	-3.9378	1	1
Men	20-49	Liver	2018	1.10	1.21	NA	-3.9378	1	1
Men	20-49	Liver	2019	1.20	1.16	NA	-3.9378	1	1
Men	20-49	Lung	2001	5.30	4.90	NA	-0.8405*	0	0
Men	20-49	Lung	2002	4.90	4.85	NA	-0.8405*	0	0
Men	20-49	Lung	2003	4.40	4.81	NA	-0.8405*	0	0
Men	20-49	Lung	2004	4.80	4.77	NA	-0.8405*	0	0
Men	20-49	Lung	2005	4.80	4.73	NA	-0.8405*	0	0
Men	20-49	Lung	2006	4.80	4.69	NA	-0.8405*	0	0
Men	20-49	Lung	2007	4.50	4.65	NA	-0.8405*	0	0
Men	20-49	Lung	2008	4.50	4.62	NA	-0.8405*	0	0
Men	20-49	Lung	2009	4.50	4.58	NA	-0.8405*	0	0
Men	20-49	Lung	2010	4.80	4.54	NA	-0.8405*	0	0
Men	20-49	Lung	2011	4.40	4.50	NA	-0.8405*	0	0
Men	20-49	Lung	2012	4.40	4.46	NA	-0.8405*	0	0
Men	20-49	Lung	2013	4.40	4.42	NA	-0.8405*	0	0
Men	20-49	Lung	2014	4.30	4.39	NA	-0.8405*	0	0
Men	20-49	Lung	2015	4.20	4.35	NA	-0.8405*	0	0
Men	20-49	Lung	2016	4.70	4.31	NA	-0.8405*	0	0
Men	20-49	Lung	2017	4.00	4.28	NA	-0.8405*	0	0
Men	20-49	Lung	2018	4.50	4.24	NA	-0.8405*	0	0
Men	20-49	Lung	2019	4.20	4.21	NA	-0.8405*	0	0
Men	20-49	Melanoma	2001	7.70	7.88	NA	2.6118*	1	1
Men	20-49	Melanoma	2002	7.80	8.08	NA	2.6118*	1	1
Men	20-49	Melanoma	2003	7.50	8.30	NA	2.6118*	1	1
Men	20-49	Melanoma	2004	9.20	8.51	NA	2.6118*	1	1
Men	20-49	Melanoma	2005	9.10	8.73	NA	2.6118*	1	1
Men	20-49	Melanoma	2006	9.70	8.96	NA	2.6118*	1	1
Men	20-49	Melanoma	2007	9.20	9.20	NA	2.6118*	1	1
Men	20-49	Melanoma	2008	9.50	9.44	NA	2.6118*	1	1
Men	20-49	Melanoma	2009	10.20	9.68	NA	2.6118*	1	1
Men	20-49	Melanoma	2010	9.80	9.94	NA	2.6118*	1	1
Men	20-49	Melanoma	2011	9.90	10.20	NA	2.6118*	1	1
Men	20-49	Melanoma	2012	10.00	10.46	NA	2.6118*	1	1
Men	20-49	Melanoma	2013	10.60	10.74	NA	2.6118*	1	1
Men	20-49	Melanoma	2014	11.10	11.02	Joinpoint 1	NA	1	1
Men	20-49	Melanoma	2015	10.70	10.64	NA	-3.3767*	1	1
Men	20-49	Melanoma	2016	10.10	10.28	NA	-3.3767*	1	1
Men	20-49	Melanoma	2017	10.00	9.94	NA	-3.3767*	1	1
Men	20-49	Melanoma	2018	9.60	9.60	NA	-3.3767*	1	1
Men	20-49	Melanoma	2019	9.30	9.28	NA	-3.3767*	1	1
Men	20-49	MultipleMyeloma	2001	0.90	0.93	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2002	0.90	0.97	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2003	1.20	1.01	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2004	1.00	1.05	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2005	1.10	1.09	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2006	1.10	1.13	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2007	1.00	1.18	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2008	1.20	1.22	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2009	1.50	1.27	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2010	1.10	1.32	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2011	1.30	1.37	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2012	1.50	1.42	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2013	2.00	1.48	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2014	1.70	1.54	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2015	1.60	1.60	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2016	1.60	1.66	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2017	1.80	1.73	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2018	1.70	1.79	NA	3.9208*	0	0
Men	20-49	MultipleMyeloma	2019	1.60	1.86	NA	3.9208*	0	0
Men	20-49	Non-Hodgkin Lymphoma	2001	6.50	6.27	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2002	6.20	6.40	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2003	6.50	6.53	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2004	6.40	6.66	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2005	7.10	6.80	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2006	6.80	6.93	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2007	7.20	7.08	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2008	7.30	7.22	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2009	7.30	7.37	NA	2.0279*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2010	7.50	7.51	Joinpoint 1	NA	1	1
Men	20-49	Non-Hodgkin Lymphoma	2011	7.30	7.38	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2012	7.70	7.24	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2013	6.90	7.11	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2014	6.70	6.98	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2015	6.80	6.86	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2016	6.90	6.73	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2017	6.60	6.61	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2018	6.50	6.49	NA	-1.8153*	1	1
Men	20-49	Non-Hodgkin Lymphoma	2019	6.40	6.37	NA	-1.8153*	1	1
Men	20-49	Oesophagus	2001	1.90	1.95	NA	-0.6942	0	0
Men	20-49	Oesophagus	2002	2.00	1.94	NA	-0.6942	0	0
Men	20-49	Oesophagus	2003	1.90	1.93	NA	-0.6942	0	0
Men	20-49	Oesophagus	2004	2.00	1.91	NA	-0.6942	0	0
Men	20-49	Oesophagus	2005	1.60	1.90	NA	-0.6942	0	0
Men	20-49	Oesophagus	2006	1.80	1.89	NA	-0.6942	0	0
Men	20-49	Oesophagus	2007	2.10	1.87	NA	-0.6942	0	0
Men	20-49	Oesophagus	2008	1.90	1.86	NA	-0.6942	0	0
Men	20-49	Oesophagus	2009	2.00	1.85	NA	-0.6942	0	0
Men	20-49	Oesophagus	2010	2.10	1.83	NA	-0.6942	0	0
Men	20-49	Oesophagus	2011	1.60	1.82	NA	-0.6942	0	0
Men	20-49	Oesophagus	2012	2.00	1.81	NA	-0.6942	0	0
Men	20-49	Oesophagus	2013	1.70	1.80	NA	-0.6942	0	0
Men	20-49	Oesophagus	2014	1.70	1.78	NA	-0.6942	0	0
Men	20-49	Oesophagus	2015	1.60	1.77	NA	-0.6942	0	0
Men	20-49	Oesophagus	2016	1.90	1.76	NA	-0.6942	0	0
Men	20-49	Oesophagus	2017	1.80	1.75	NA	-0.6942	0	0
Men	20-49	Oesophagus	2018	1.70	1.74	NA	-0.6942	0	0
Men	20-49	Oesophagus	2019	1.70	1.72	NA	-0.6942	0	0
Men	20-49	Oral	2001	4.10	4.17	NA	2.9975*	1	1
Men	20-49	Oral	2002	4.40	4.29	NA	2.9975*	1	1
Men	20-49	Oral	2003	4.40	4.42	NA	2.9975*	1	1
Men	20-49	Oral	2004	4.50	4.56	NA	2.9975*	1	1
Men	20-49	Oral	2005	4.60	4.69	NA	2.9975*	1	1
Men	20-49	Oral	2006	5.00	4.83	NA	2.9975*	1	1
Men	20-49	Oral	2007	5.00	4.98	NA	2.9975*	1	1
Men	20-49	Oral	2008	5.20	5.13	NA	2.9975*	1	1
Men	20-49	Oral	2009	5.20	5.28	NA	2.9975*	1	1
Men	20-49	Oral	2010	5.40	5.44	NA	2.9975*	1	1
Men	20-49	Oral	2011	5.60	5.60	NA	2.9975*	1	1
Men	20-49	Oral	2012	5.80	5.77	NA	2.9975*	1	1
Men	20-49	Oral	2013	6.00	5.94	Joinpoint 1	NA	1	1
Men	20-49	Oral	2014	5.80	5.82	NA	-2.1429*	1	1
Men	20-49	Oral	2015	5.60	5.69	NA	-2.1429*	1	1
Men	20-49	Oral	2016	5.40	5.57	NA	-2.1429*	1	1
Men	20-49	Oral	2017	5.70	5.45	NA	-2.1429*	1	1
Men	20-49	Oral	2018	5.30	5.33	NA	-2.1429*	1	1
Men	20-49	Oral	2019	5.20	5.22	NA	-2.1429*	1	1
Men	20-49	Pancreas	2001	1.50	1.28	NA	1.8681*	0	0
Men	20-49	Pancreas	2002	1.20	1.31	NA	1.8681*	0	0
Men	20-49	Pancreas	2003	1.30	1.33	NA	1.8681*	0	0
Men	20-49	Pancreas	2004	1.20	1.36	NA	1.8681*	0	0
Men	20-49	Pancreas	2005	1.40	1.38	NA	1.8681*	0	0
Men	20-49	Pancreas	2006	1.30	1.41	NA	1.8681*	0	0
Men	20-49	Pancreas	2007	1.40	1.43	NA	1.8681*	0	0
Men	20-49	Pancreas	2008	1.50	1.46	NA	1.8681*	0	0
Men	20-49	Pancreas	2009	1.60	1.49	NA	1.8681*	0	0
Men	20-49	Pancreas	2010	1.60	1.51	NA	1.8681*	0	0
Men	20-49	Pancreas	2011	1.50	1.54	NA	1.8681*	0	0
Men	20-49	Pancreas	2012	1.60	1.57	NA	1.8681*	0	0
Men	20-49	Pancreas	2013	1.70	1.60	NA	1.8681*	0	0
Men	20-49	Pancreas	2014	1.80	1.63	NA	1.8681*	0	0
Men	20-49	Pancreas	2015	1.50	1.66	NA	1.8681*	0	0
Men	20-49	Pancreas	2016	1.80	1.69	NA	1.8681*	0	0
Men	20-49	Pancreas	2017	1.60	1.72	NA	1.8681*	0	0
Men	20-49	Pancreas	2018	1.80	1.76	NA	1.8681*	0	0
Men	20-49	Pancreas	2019	1.70	1.79	NA	1.8681*	0	0
Men	20-49	Prostate	2001	1.50	1.45	NA	9.9356*	1	1
Men	20-49	Prostate	2002	1.60	1.59	NA	9.9356*	1	1
Men	20-49	Prostate	2003	1.60	1.75	NA	9.9356*	1	1
Men	20-49	Prostate	2004	2.00	1.92	NA	9.9356*	1	1
Men	20-49	Prostate	2005	2.20	2.11	NA	9.9356*	1	1
Men	20-49	Prostate	2006	2.30	2.32	NA	9.9356*	1	1
Men	20-49	Prostate	2007	2.30	2.56	NA	9.9356*	1	1
Men	20-49	Prostate	2008	2.80	2.81	NA	9.9356*	1	1
Men	20-49	Prostate	2009	3.60	3.09	NA	9.9356*	1	1
Men	20-49	Prostate	2010	3.30	3.40	NA	9.9356*	1	1
Men	20-49	Prostate	2011	3.80	3.73	Joinpoint 1	NA	1	1
Men	20-49	Prostate	2012	3.70	3.85	NA	3.2530*	1	1
Men	20-49	Prostate	2013	3.80	3.98	NA	3.2530*	1	1
Men	20-49	Prostate	2014	4.40	4.11	NA	3.2530*	1	1
Men	20-49	Prostate	2015	4.10	4.24	NA	3.2530*	1	1
Men	20-49	Prostate	2016	4.30	4.38	NA	3.2530*	1	1
Men	20-49	Prostate	2017	4.40	4.52	NA	3.2530*	1	1
Men	20-49	Prostate	2018	4.80	4.67	NA	3.2530*	1	1
Men	20-49	Prostate	2019	4.90	4.82	NA	3.2530*	1	1
Men	20-49	Stomach	2001	2.00	1.98	NA	-1.3838*	0	0
Men	20-49	Stomach	2002	2.20	1.95	NA	-1.3838*	0	0
Men	20-49	Stomach	2003	2.00	1.93	NA	-1.3838*	0	0
Men	20-49	Stomach	2004	1.80	1.90	NA	-1.3838*	0	0
Men	20-49	Stomach	2005	1.70	1.87	NA	-1.3838*	0	0
Men	20-49	Stomach	2006	1.80	1.85	NA	-1.3838*	0	0
Men	20-49	Stomach	2007	1.60	1.82	NA	-1.3838*	0	0
Men	20-49	Stomach	2008	1.80	1.80	NA	-1.3838*	0	0
Men	20-49	Stomach	2009	1.90	1.77	NA	-1.3838*	0	0
Men	20-49	Stomach	2010	1.90	1.75	NA	-1.3838*	0	0
Men	20-49	Stomach	2011	1.70	1.72	NA	-1.3838*	0	0
Men	20-49	Stomach	2012	1.80	1.70	NA	-1.3838*	0	0
Men	20-49	Stomach	2013	1.60	1.68	NA	-1.3838*	0	0
Men	20-49	Stomach	2014	1.70	1.65	NA	-1.3838*	0	0
Men	20-49	Stomach	2015	1.70	1.63	NA	-1.3838*	0	0
Men	20-49	Stomach	2016	1.50	1.61	NA	-1.3838*	0	0
Men	20-49	Stomach	2017	1.40	1.59	NA	-1.3838*	0	0
Men	20-49	Stomach	2018	1.50	1.56	NA	-1.3838*	0	0
