"Year","Sex","ASR (World)","Cancer label","incmort"
2015,1,12.63163945,"Colorectum","Mortality"
2016,1,12.49311853,"Colorectum","Mortality"
1993,1,52.02726892,"Lung","Incidence"
1994,1,59.02393437,"Lung","Incidence"
1995,1,48.62966055,"Lung","Incidence"
1996,1,48.42147705,"Lung","Incidence"
1997,1,48.74147598,"Lung","Incidence"
1998,1,47.74654483,"Lung","Incidence"
1999,1,42.4498848,"Lung","Incidence"
2000,1,43.77777458,"Lung","Incidence"
2001,1,46.43491422,"Lung","Incidence"
2002,1,40.71785128,"Lung","Incidence"
2003,1,41.6433508,"Lung","Incidence"
2004,1,44.24623611,"Lung","Incidence"
2005,1,42.07628596,"Lung","Incidence"
2006,1,42.15823609,"Lung","Incidence"
2007,1,43.00921844,"Lung","Incidence"
2008,1,44.75249828,"Lung","Incidence"
2009,1,42.2253301,"Lung","Incidence"
2010,1,42.0601262,"Lung","Incidence"
2011,1,42.53413504,"Lung","Incidence"
2012,1,40.6285696,"Lung","Incidence"
2013,1,41.74863405,"Lung","Incidence"
1996,1,46.00013124,"Lung","Mortality"
1997,1,42.69514025,"Lung","Mortality"
1998,1,39.48018607,"Lung","Mortality"
1999,1,39.89019157,"Lung","Mortality"
2000,1,38.10020559,"Lung","Mortality"
2001,1,40.6027476,"Lung","Mortality"
2002,1,38.74838545,"Lung","Mortality"
2003,1,36.56069083,"Lung","Mortality"
2004,1,36.44771158,"Lung","Mortality"
2005,1,36.60718249,"Lung","Mortality"
2006,1,37.76607738,"Lung","Mortality"
2007,1,35.14853801,"Lung","Mortality"
2008,1,38.35740784,"Lung","Mortality"
2009,1,34.02711763,"Lung","Mortality"
2010,1,35.07802369,"Lung","Mortality"
2011,1,34.77003824,"Lung","Mortality"
2012,1,32.78311737,"Lung","Mortality"
2013,1,34.44055771,"Lung","Mortality"
2014,1,30.36939235,"Lung","Mortality"
2015,1,30.63736786,"Lung","Mortality"
2016,1,31.28694037,"Lung","Mortality"
1993,1,8.34887004,"Oesophagus","Incidence"
1994,1,9.358411708,"Oesophagus","Incidence"
1995,1,9.614844663,"Oesophagus","Incidence"
1996,1,6.838966216,"Oesophagus","Incidence"
1997,1,9.191183424,"Oesophagus","Incidence"
1998,1,9.211817604,"Oesophagus","Incidence"
1999,1,8.165106934,"Oesophagus","Incidence"
2000,1,6.036021208,"Oesophagus","Incidence"
2001,1,8.541916834,"Oesophagus","Incidence"
2002,1,6.89719463,"Oesophagus","Incidence"
2003,1,7.603884649,"Oesophagus","Incidence"
2004,1,8.621228516,"Oesophagus","Incidence"
2005,1,8.913505448,"Oesophagus","Incidence"
2006,1,9.033656333,"Oesophagus","Incidence"
2007,1,9.51652505,"Oesophagus","Incidence"
2008,1,9.737603266,"Oesophagus","Incidence"
2009,1,8.506102479,"Oesophagus","Incidence"
2010,1,8.456836583,"Oesophagus","Incidence"
2011,1,8.156076844,"Oesophagus","Incidence"
2012,1,9.048319672,"Oesophagus","Incidence"
2013,1,9.070778068,"Oesophagus","Incidence"
1996,1,8.338787917,"Oesophagus","Mortality"
1997,1,8.123911859,"Oesophagus","Mortality"
1998,1,8.258324188,"Oesophagus","Mortality"
1999,1,8.607946979,"Oesophagus","Mortality"
2000,1,7.260649235,"Oesophagus","Mortality"
2001,1,7.653214759,"Oesophagus","Mortality"
2002,1,9.03350822,"Oesophagus","Mortality"
2003,1,8.07661125,"Oesophagus","Mortality"
2004,1,6.960697489,"Oesophagus","Mortality"
2005,1,8.377935289,"Oesophagus","Mortality"
2006,1,8.286272192,"Oesophagus","Mortality"
2007,1,7.418316487,"Oesophagus","Mortality"
2008,1,8.275642226,"Oesophagus","Mortality"
2009,1,9.000082292,"Oesophagus","Mortality"
2010,1,6.79170656,"Oesophagus","Mortality"
2011,1,6.198909036,"Oesophagus","Mortality"
2012,1,6.831814832,"Oesophagus","Mortality"
2013,1,7.527074443,"Oesophagus","Mortality"
2014,1,7.677993543,"Oesophagus","Mortality"
2015,1,7.460629933,"Oesophagus","Mortality"
2016,1,9.616393591,"Oesophagus","Mortality"
1993,1,8.061258951,"Pancreas","Incidence"
1994,1,5.74887547,"Pancreas","Incidence"
1995,1,4.762804965,"Pancreas","Incidence"
1996,1,7.748514964,"Pancreas","Incidence"
1997,1,6.86079285,"Pancreas","Incidence"
1998,1,6.304583818,"Pancreas","Incidence"
1999,1,5.441018963,"Pancreas","Incidence"
2000,1,5.156168855,"Pancreas","Incidence"
2001,1,8.01791804,"Pancreas","Incidence"
2002,1,6.368646814,"Pancreas","Incidence"
2003,1,4.626835686,"Pancreas","Incidence"
2004,1,6.184974151,"Pancreas","Incidence"
2005,1,7.905405697,"Pancreas","Incidence"
2006,1,8.025108754,"Pancreas","Incidence"
2007,1,8.005864141,"Pancreas","Incidence"
2008,1,7.527688692,"Pancreas","Incidence"
2009,1,7.578925863,"Pancreas","Incidence"
2010,1,5.959246512,"Pancreas","Incidence"
2011,1,6.221701643,"Pancreas","Incidence"
2012,1,7.757210338,"Pancreas","Incidence"
2013,1,6.873062606,"Pancreas","Incidence"
1996,1,6.753334635,"Pancreas","Mortality"
1997,1,6.768491221,"Pancreas","Mortality"
1998,1,7.709993255,"Pancreas","Mortality"
1999,1,6.492508195,"Pancreas","Mortality"
2000,1,6.272341351,"Pancreas","Mortality"
2001,1,6.866323966,"Pancreas","Mortality"
2002,1,8.304543327,"Pancreas","Mortality"
2003,1,5.397073099,"Pancreas","Mortality"
2004,1,5.435845509,"Pancreas","Mortality"
2005,1,6.718966248,"Pancreas","Mortality"
2006,1,6.960032089,"Pancreas","Mortality"
2007,1,8.263038157,"Pancreas","Mortality"
2008,1,8.255966795,"Pancreas","Mortality"
2009,1,7.495445805,"Pancreas","Mortality"
2010,1,5.825776007,"Pancreas","Mortality"
2011,1,5.762809223,"Pancreas","Mortality"
2012,1,6.224219234,"Pancreas","Mortality"
2013,1,7.08418422,"Pancreas","Mortality"
2014,1,5.908887293,"Pancreas","Mortality"
2015,1,6.434329259,"Pancreas","Mortality"
2016,1,7.669772752,"Pancreas","Mortality"
1993,1,38.78314704,"Prostate","Incidence"
1994,1,39.45146388,"Prostate","Incidence"
1995,1,40.01866719,"Prostate","Incidence"
1996,1,37.17063664,"Prostate","Incidence"
1997,1,37.9170022,"Prostate","Incidence"
1998,1,39.09166883,"Prostate","Incidence"
1999,1,39.70374862,"Prostate","Incidence"
2000,1,46.43566144,"Prostate","Incidence"
2001,1,45.32776419,"Prostate","Incidence"
2002,1,53.34109777,"Prostate","Incidence"
2003,1,61.39008769,"Prostate","Incidence"
2004,1,64.14080987,"Prostate","Incidence"
2005,1,62.5396883,"Prostate","Incidence"
2006,1,65.3954125,"Prostate","Incidence"
2007,1,71.13234085,"Prostate","Incidence"
2008,1,72.87797063,"Prostate","Incidence"
2009,1,78.15553302,"Prostate","Incidence"
2010,1,64.7666884,"Prostate","Incidence"
2011,1,70.19397535,"Prostate","Incidence"
2012,1,70.11694345,"Prostate","Incidence"
2013,1,65.03728827,"Prostate","Incidence"
1996,1,16.23311505,"Prostate","Mortality"
1997,1,15.51478473,"Prostate","Mortality"
1998,1,15.77453121,"Prostate","Mortality"
1999,1,14.08131387,"Prostate","Mortality"
2000,1,15.21763149,"Prostate","Mortality"
2001,1,15.12980125,"Prostate","Mortality"
2002,1,12.88425695,"Prostate","Mortality"
2003,1,14.51943472,"Prostate","Mortality"
2004,1,15.78967505,"Prostate","Mortality"
2005,1,14.09378598,"Prostate","Mortality"
2006,1,12.88861565,"Prostate","Mortality"
2007,1,14.02649348,"Prostate","Mortality"
2008,1,12.98696916,"Prostate","Mortality"
2009,1,12.22168354,"Prostate","Mortality"
2010,1,13.82300834,"Prostate","Mortality"
2011,1,12.32810184,"Prostate","Mortality"
2012,1,14.37655858,"Prostate","Mortality"
2013,1,13.78886784,"Prostate","Mortality"
2014,1,11.58478303,"Prostate","Mortality"
2015,1,12.07841904,"Prostate","Mortality"
2016,1,14.07009395,"Prostate","Mortality"
1993,2,247.9138117,"All sites excl. non-melanoma skin cancer","Incidence"
1994,2,241.8955621,"All sites excl. non-melanoma skin cancer","Incidence"
1995,2,242.9694732,"All sites excl. non-melanoma skin cancer","Incidence"
1996,2,243.9040771,"All sites excl. non-melanoma skin cancer","Incidence"
1997,2,241.9856159,"All sites excl. non-melanoma skin cancer","Incidence"
1998,2,245.1392089,"All sites excl. non-melanoma skin cancer","Incidence"
1999,2,240.1774564,"All sites excl. non-melanoma skin cancer","Incidence"
2000,2,248.0442729,"All sites excl. non-melanoma skin cancer","Incidence"
2001,2,234.953005,"All sites excl. non-melanoma skin cancer","Incidence"
2002,2,244.5588282,"All sites excl. non-melanoma skin cancer","Incidence"
2003,2,250.8512891,"All sites excl. non-melanoma skin cancer","Incidence"
2004,2,251.9287687,"All sites excl. non-melanoma skin cancer","Incidence"
2005,2,243.3699589,"All sites excl. non-melanoma skin cancer","Incidence"
2006,2,246.4018634,"All sites excl. non-melanoma skin cancer","Incidence"
2007,2,259.4226562,"All sites excl. non-melanoma skin cancer","Incidence"
2008,2,266.6778125,"All sites excl. non-melanoma skin cancer","Incidence"
2009,2,265.3934224,"All sites excl. non-melanoma skin cancer","Incidence"
2010,2,255.5415528,"All sites excl. non-melanoma skin cancer","Incidence"
2011,2,265.678558,"All sites excl. non-melanoma skin cancer","Incidence"
2012,2,273.0874917,"All sites excl. non-melanoma skin cancer","Incidence"
2013,2,269.8467891,"All sites excl. non-melanoma skin cancer","Incidence"
1996,2,110.614283,"All sites excl. non-melanoma skin cancer","Mortality"
1997,2,110.3240709,"All sites excl. non-melanoma skin cancer","Mortality"
1998,2,107.3919292,"All sites excl. non-melanoma skin cancer","Mortality"
1999,2,108.9602791,"All sites excl. non-melanoma skin cancer","Mortality"
2000,2,111.4250471,"All sites excl. non-melanoma skin cancer","Mortality"
2001,2,106.4015429,"All sites excl. non-melanoma skin cancer","Mortality"
2002,2,102.1237678,"All sites excl. non-melanoma skin cancer","Mortality"
2003,2,106.4415232,"All sites excl. non-melanoma skin cancer","Mortality"
2004,2,103.9101715,"All sites excl. non-melanoma skin cancer","Mortality"
2005,2,100.8554033,"All sites excl. non-melanoma skin cancer","Mortality"
2006,2,102.1594839,"All sites excl. non-melanoma skin cancer","Mortality"
2007,2,98.11115059,"All sites excl. non-melanoma skin cancer","Mortality"
2008,2,101.2559236,"All sites excl. non-melanoma skin cancer","Mortality"
2009,2,98.80927455,"All sites excl. non-melanoma skin cancer","Mortality"
2010,2,99.1844837,"All sites excl. non-melanoma skin cancer","Mortality"
2011,2,95.62501394,"All sites excl. non-melanoma skin cancer","Mortality"
2012,2,96.39509372,"All sites excl. non-melanoma skin cancer","Mortality"
2013,2,94.74024292,"All sites excl. non-melanoma skin cancer","Mortality"
2014,2,100.991955,"All sites excl. non-melanoma skin cancer","Mortality"
2015,2,94.38922829,"All sites excl. non-melanoma skin cancer","Mortality"
2016,2,99.09295133,"All sites excl. non-melanoma skin cancer","Mortality"
1993,2,67.74522794,"Breast","Incidence"
1994,2,73.28811661,"Breast","Incidence"
1995,2,75.5617235,"Breast","Incidence"
1996,2,73.14899209,"Breast","Incidence"
1997,2,72.31711107,"Breast","Incidence"
1998,2,76.61265291,"Breast","Incidence"
1999,2,75.66876041,"Breast","Incidence"
2000,2,77.2994053,"Breast","Incidence"
2001,2,75.19530112,"Breast","Incidence"
2002,2,75.14006722,"Breast","Incidence"
2003,2,81.61676881,"Breast","Incidence"
2004,2,86.62332117,"Breast","Incidence"
2005,2,78.87027098,"Breast","Incidence"
2006,2,71.58882532,"Breast","Incidence"
2007,2,83.52889191,"Breast","Incidence"
2008,2,84.26495599,"Breast","Incidence"
2009,2,85.96516656,"Breast","Incidence"
2010,2,81.33870663,"Breast","Incidence"
2011,2,84.5427033,"Breast","Incidence"
2012,2,84.85092403,"Breast","Incidence"
2013,2,80.78795418,"Breast","Incidence"
1996,2,22.50508619,"Breast","Mortality"
1997,2,19.13214489,"Breast","Mortality"
1998,2,21.60514613,"Breast","Mortality"
1999,2,20.60194414,"Breast","Mortality"
2000,2,20.72557365,"Breast","Mortality"
2001,2,21.29010669,"Breast","Mortality"
2002,2,18.31084131,"Breast","Mortality"
2003,2,18.25538146,"Breast","Mortality"
2004,2,20.85617014,"Breast","Mortality"
2005,2,18.49606252,"Breast","Mortality"
2006,2,18.66892117,"Breast","Mortality"
2007,2,17.8682225,"Breast","Mortality"
2008,2,18.68674953,"Breast","Mortality"
2009,2,18.14237411,"Breast","Mortality"
2010,2,15.97951556,"Breast","Mortality"
2011,2,18.2971826,"Breast","Mortality"
2012,2,15.66016846,"Breast","Mortality"
2013,2,16.65728477,"Breast","Mortality"
2014,2,17.3546167,"Breast","Mortality"
2015,2,15.58574131,"Breast","Mortality"
2016,2,15.18558634,"Breast","Mortality"
1993,2,29.64164745,"Colorectum","Incidence"
1994,2,28.19525104,"Colorectum","Incidence"
1995,2,31.57038846,"Colorectum","Incidence"
1996,2,29.3800612,"Colorectum","Incidence"
1997,2,27.59325815,"Colorectum","Incidence"
1998,2,29.50394262,"Colorectum","Incidence"
1999,2,27.59300146,"Colorectum","Incidence"
2000,2,27.00990488,"Colorectum","Incidence"
2001,2,26.81658827,"Colorectum","Incidence"
2002,2,27.31173127,"Colorectum","Incidence"
2003,2,26.23866746,"Colorectum","Incidence"
2004,2,28.6489721,"Colorectum","Incidence"
2005,2,24.30178929,"Colorectum","Incidence"
2006,2,26.77786682,"Colorectum","Incidence"
2007,2,29.25236233,"Colorectum","Incidence"
2008,2,28.8082608,"Colorectum","Incidence"
2009,2,25.75203611,"Colorectum","Incidence"
2010,2,29.10906524,"Colorectum","Incidence"
2011,2,30.82503799,"Colorectum","Incidence"
2012,2,29.9411661,"Colorectum","Incidence"
2013,2,29.48228509,"Colorectum","Incidence"
1996,2,11.83888555,"Colorectum","Mortality"
1997,2,12.78767318,"Colorectum","Mortality"
1998,2,11.05772828,"Colorectum","Mortality"
1999,2,10.62669181,"Colorectum","Mortality"
2000,2,11.8091948,"Colorectum","Mortality"
2001,2,9.109551287,"Colorectum","Mortality"
2002,2,9.294885961,"Colorectum","Mortality"
2003,2,11.85580426,"Colorectum","Mortality"
2004,2,10.57616943,"Colorectum","Mortality"
2005,2,10.61208578,"Colorectum","Mortality"
2006,2,8.794287574,"Colorectum","Mortality"
2007,2,9.615070311,"Colorectum","Mortality"
2008,2,9.680260219,"Colorectum","Mortality"
2009,2,9.877059087,"Colorectum","Mortality"
2010,2,8.54682106,"Colorectum","Mortality"
2011,2,8.368126517,"Colorectum","Mortality"
2012,2,8.268394445,"Colorectum","Mortality"
2013,2,9.153244233,"Colorectum","Mortality"
2014,2,9.187890467,"Colorectum","Mortality"
2015,2,8.121427186,"Colorectum","Mortality"
2016,2,9.310798107,"Colorectum","Mortality"
1993,2,24.23658405,"Lung","Incidence"
1994,2,22.66007126,"Lung","Incidence"
1995,2,23.31849201,"Lung","Incidence"
1996,2,22.12937756,"Lung","Incidence"
1997,2,22.1174702,"Lung","Incidence"
1998,2,21.68419097,"Lung","Incidence"
1999,2,23.66522421,"Lung","Incidence"
2000,2,23.45958938,"Lung","Incidence"
2001,2,21.34624306,"Lung","Incidence"
2002,2,22.97666045,"Lung","Incidence"
2003,2,23.77046701,"Lung","Incidence"
2004,2,22.68744846,"Lung","Incidence"
2005,2,24.02355932,"Lung","Incidence"
2006,2,22.79561496,"Lung","Incidence"
2007,2,26.03749536,"Lung","Incidence"
2008,2,24.03885116,"Lung","Incidence"
2009,2,26.90714281,"Lung","Incidence"
2010,2,23.94426371,"Lung","Incidence"
2011,2,26.11923135,"Lung","Incidence"
2012,2,29.5193018,"Lung","Incidence"
2013,2,29.03546753,"Lung","Incidence"
1996,2,19.21833496,"Lung","Mortality"
1997,2,17.53512213,"Lung","Mortality"
1998,2,19.37816189,"Lung","Mortality"
1999,2,18.94501179,"Lung","Mortality"
2000,2,20.91379307,"Lung","Mortality"
2001,2,18.02316371,"Lung","Mortality"
2002,2,19.10395408,"Lung","Mortality"
2003,2,19.03470669,"Lung","Mortality"
2004,2,19.6324051,"Lung","Mortality"
2005,2,18.27043167,"Lung","Mortality"
2006,2,19.07801482,"Lung","Mortality"
2007,2,19.33690708,"Lung","Mortality"
2008,2,19.60842882,"Lung","Mortality"
2009,2,21.31851008,"Lung","Mortality"
2010,2,21.05528689,"Lung","Mortality"
2011,2,18.64152846,"Lung","Mortality"
2012,2,21.71157588,"Lung","Mortality"
2013,2,19.6745044,"Lung","Mortality"
2014,2,22.72743766,"Lung","Mortality"
2015,2,21.78709465,"Lung","Mortality"
2016,2,23.51267101,"Lung","Mortality"
1993,2,3.422764001,"Oesophagus","Incidence"
1994,2,2.987897521,"Oesophagus","Incidence"
1995,2,3.317200047,"Oesophagus","Incidence"
1996,2,3.353827155,"Oesophagus","Incidence"
1997,2,3.966548366,"Oesophagus","Incidence"
1998,2,2.776243842,"Oesophagus","Incidence"
1999,2,3.695792143,"Oesophagus","Incidence"
2000,2,4.049156023,"Oesophagus","Incidence"
2001,2,3.462559172,"Oesophagus","Incidence"
2002,2,3.131990666,"Oesophagus","Incidence"
2003,2,2.991962744,"Oesophagus","Incidence"
2004,2,2.514935768,"Oesophagus","Incidence"
2005,2,2.524195314,"Oesophagus","Incidence"
2006,2,3.492597761,"Oesophagus","Incidence"
2007,2,3.799902926,"Oesophagus","Incidence"
2008,2,2.953528892,"Oesophagus","Incidence"
2009,2,2.724624509,"Oesophagus","Incidence"
2010,2,3.187725881,"Oesophagus","Incidence"
2011,2,3.049416565,"Oesophagus","Incidence"
2012,2,4.166447353,"Oesophagus","Incidence"
2013,2,3.255985471,"Oesophagus","Incidence"
1996,2,2.839643213,"Oesophagus","Mortality"
1997,2,2.846218219,"Oesophagus","Mortality"
1998,2,3.23216706,"Oesophagus","Mortality"
1999,2,3.326187957,"Oesophagus","Mortality"
2000,2,3.181001731,"Oesophagus","Mortality"
2001,2,3.410576133,"Oesophagus","Mortality"
2002,2,2.541194608,"Oesophagus","Mortality"
2003,2,2.658743032,"Oesophagus","Mortality"
2004,2,2.457553041,"Oesophagus","Mortality"
2005,2,2.623641086,"Oesophagus","Mortality"
2006,2,2.055613607,"Oesophagus","Mortality"
2007,2,2.759797216,"Oesophagus","Mortality"
2008,2,3.203771114,"Oesophagus","Mortality"
2009,2,2.769787072,"Oesophagus","Mortality"
2010,2,2.604362259,"Oesophagus","Mortality"
2011,2,2.626879918,"Oesophagus","Mortality"
2012,2,2.254363149,"Oesophagus","Mortality"
2013,2,2.561456724,"Oesophagus","Mortality"
2014,2,2.700818195,"Oesophagus","Mortality"
2015,2,2.496249393,"Oesophagus","Mortality"
2016,2,2.697690052,"Oesophagus","Mortality"
1993,2,5.147158094,"Pancreas","Incidence"
1994,2,4.916067054,"Pancreas","Incidence"
1995,2,3.819578062,"Pancreas","Incidence"
1996,2,4.138994925,"Pancreas","Incidence"
1997,2,4.659329147,"Pancreas","Incidence"
1998,2,3.643716322,"Pancreas","Incidence"
1999,2,3.185215982,"Pancreas","Incidence"
2000,2,5.227618818,"Pancreas","Incidence"
2001,2,3.974467698,"Pancreas","Incidence"
2002,2,4.838734091,"Pancreas","Incidence"
2003,2,5.227427103,"Pancreas","Incidence"
2004,2,4.774154037,"Pancreas","Incidence"
2005,2,3.997038233,"Pancreas","Incidence"
2006,2,5.361847088,"Pancreas","Incidence"
2007,2,4.587522515,"Pancreas","Incidence"
2008,2,5.852548561,"Pancreas","Incidence"
2009,2,5.360327028,"Pancreas","Incidence"
2010,2,5.0282817,"Pancreas","Incidence"
2011,2,5.661730108,"Pancreas","Incidence"
2012,2,5.930712939,"Pancreas","Incidence"
2013,2,6.101369357,"Pancreas","Incidence"
1996,2,4.117969089,"Pancreas","Mortality"
1997,2,4.44887978,"Pancreas","Mortality"
1998,2,3.639138686,"Pancreas","Mortality"
1999,2,3.608459217,"Pancreas","Mortality"
2000,2,5.136895479,"Pancreas","Mortality"
2001,2,4.867141529,"Pancreas","Mortality"
2002,2,4.535964949,"Pancreas","Mortality"
2003,2,5.160037703,"Pancreas","Mortality"
2004,2,4.136390531,"Pancreas","Mortality"
2005,2,4.367833232,"Pancreas","Mortality"
2006,2,5.114689412,"Pancreas","Mortality"
2007,2,4.734350089,"Pancreas","Mortality"
2008,2,5.553865886,"Pancreas","Mortality"
2009,2,4.999087485,"Pancreas","Mortality"
2010,2,4.55365949,"Pancreas","Mortality"
2011,2,5.230779463,"Pancreas","Mortality"
2012,2,6.170399576,"Pancreas","Mortality"
2013,2,5.732983533,"Pancreas","Mortality"
2014,2,4.460200286,"Pancreas","Mortality"
2015,2,4.917915651,"Pancreas","Mortality"
2016,2,5.410815155,"Pancreas","Mortality"
