"Sex"	"Cancer label"	"incmort"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
1	All sites excl. non-melanoma skin cancer	"Incidence"	1993	321.07	315.58	NA	0.7729*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1994	324.55	318.02	NA	0.7729*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1995	318.25	320.47	NA	0.7729*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1996	339.12	322.95	Joinpoint 1	NA	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1997	319.20	322.40	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1998	318.17	321.86	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	1999	314.25	321.31	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2000	314.23	320.77	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2001	316.87	320.23	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2002	322.84	319.68	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2003	321.25	319.14	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2004	322.40	318.60	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2005	313.37	318.06	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2006	314.83	317.52	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2007	314.54	316.99	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2008	321.78	316.45	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2009	323.83	315.91	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2010	313.17	315.38	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2011	318.00	314.85	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2012	312.28	314.31	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Incidence"	2013	311.38	313.78	NA	-0.1693*	1	1
1	All sites excl. non-melanoma skin cancer	"Mortality"	1950	173.46	173.28	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1951	169.13	175.24	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1952	175.99	177.22	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1953	180.47	179.22	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1954	185.28	181.25	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1955	184.01	183.29	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1956	186.95	185.36	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1957	187.09	187.46	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1958	192.46	189.57	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1959	194.18	191.71	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1960	189.79	193.88	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1961	194.55	196.07	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1962	199.40	198.28	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1963	205.59	200.52	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1964	202.30	202.79	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1965	206.02	205.08	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1966	202.92	207.39	NA	1.1293*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1967	207.97	209.73	Joinpoint 1	NA	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1968	205.99	209.23	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1969	208.83	208.73	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1970	206.34	208.22	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1971	206.97	207.72	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1972	206.44	207.22	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1973	207.97	206.73	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1974	206.53	206.23	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1975	206.22	205.73	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1976	208.78	205.24	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1977	200.94	204.75	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1978	207.32	204.25	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1979	211.51	203.76	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1980	205.13	203.27	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1981	201.14	202.79	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1982	201.27	202.30	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1983	201.03	201.81	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1984	199.94	201.33	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1985	199.31	200.84	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1986	200.18	200.36	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1987	201.71	199.88	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1988	200.18	199.40	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1989	198.84	198.92	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1990	197.84	198.44	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1991	195.56	197.96	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1992	197.83	197.49	NA	-0.2403*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1993	200.49	197.01	Joinpoint 2	NA	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1994	192.39	193.88	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1995	192.17	190.79	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1996	188.84	187.75	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1997	181.08	184.76	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1998	178.70	181.81	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	1999	176.02	178.92	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2000	173.61	176.07	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2001	177.64	173.26	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2002	175.54	170.50	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2003	168.39	167.79	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2004	166.76	165.11	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2005	162.56	162.48	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2006	160.45	159.90	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2007	157.16	157.35	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2008	154.12	154.84	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2009	149.67	152.38	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2010	146.78	149.95	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2011	146.69	147.56	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2012	143.38	145.21	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2013	142.28	142.90	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2014	139.97	140.62	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2015	142.57	138.38	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2016	138.05	136.18	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2017	133.50	134.01	NA	-1.5930*	2	2
1	All sites excl. non-melanoma skin cancer	"Mortality"	2018	132.24	131.87	NA	-1.5930*	2	2
1	Colorectum	"Incidence"	1975	34.12	33.58	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1976	33.61	33.71	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1977	32.96	33.83	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1978	35.73	33.96	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1979	33.31	34.09	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1980	34.16	34.21	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1981	34.35	34.34	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1982	33.68	34.47	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1983	33.88	34.59	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1984	34.88	34.72	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1985	34.78	34.85	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1986	35.98	34.98	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1987	35.08	35.11	NA	0.3715*	4	4
1	Colorectum	"Incidence"	1988	34.02	35.24	Joinpoint 1	NA	4	4
1	Colorectum	"Incidence"	1989	36.65	36.29	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1990	37.69	37.38	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1991	39.69	38.49	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1992	39.92	39.64	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1993	42.07	40.82	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1994	41.05	42.04	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1995	41.07	43.30	NA	2.9841*	4	4
1	Colorectum	"Incidence"	1996	45.55	44.59	Joinpoint 2	NA	4	4
1	Colorectum	"Incidence"	1997	44.14	44.21	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	1998	43.23	43.84	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	1999	42.84	43.47	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2000	44.57	43.11	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2001	43.33	42.75	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2002	41.79	42.39	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2003	43.06	42.03	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2004	41.88	41.68	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2005	41.04	41.33	NA	-0.8394*	4	4
1	Colorectum	"Incidence"	2006	40.22	40.98	Joinpoint 3	NA	4	4
1	Colorectum	"Incidence"	2007	41.41	42.00	NA	2.4744	4	4
1	Colorectum	"Incidence"	2008	43.94	43.04	NA	2.4744	4	4
1	Colorectum	"Incidence"	2009	44.17	44.10	NA	2.4744	4	4
1	Colorectum	"Incidence"	2010	44.40	45.19	Joinpoint 4	NA	4	4
1	Colorectum	"Incidence"	2011	44.34	43.30	NA	-4.1954*	4	4
1	Colorectum	"Incidence"	2012	40.69	41.48	NA	-4.1954*	4	4
1	Colorectum	"Incidence"	2013	39.93	39.74	NA	-4.1954*	4	4
1	Colorectum	"Mortality"	1955	31.18	27.96	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1956	28.02	27.70	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1957	26.94	27.43	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1958	27.82	27.17	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1959	25.33	26.91	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1960	25.38	26.66	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1961	25.51	26.40	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1962	26.34	26.15	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1963	26.50	25.90	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1964	26.15	25.66	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1965	23.38	25.41	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1966	24.50	25.17	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1967	24.31	24.93	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1968	25.04	24.70	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1969	24.61	24.46	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1970	23.93	24.23	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1971	24.53	24.00	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1972	23.02	23.77	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1973	23.27	23.54	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1974	24.65	23.32	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1975	24.13	23.10	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1976	25.28	22.88	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1977	22.13	22.66	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1978	23.59	22.44	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1979	21.33	22.23	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1980	21.60	22.02	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1981	22.15	21.81	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1982	20.32	21.60	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1983	20.47	21.40	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1984	20.90	21.19	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1985	21.42	20.99	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1986	21.28	20.79	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1987	21.45	20.59	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1988	20.80	20.40	NA	-0.9513*	3	3
1	Colorectum	"Mortality"	1989	19.34	20.20	Joinpoint 1	NA	3	3
1	Colorectum	"Mortality"	1990	20.71	20.78	NA	2.8397	3	3
1	Colorectum	"Mortality"	1991	21.40	21.37	NA	2.8397	3	3
1	Colorectum	"Mortality"	1992	21.91	21.97	NA	2.8397	3	3
1	Colorectum	"Mortality"	1993	22.23	22.60	Joinpoint 2	NA	3	3
1	Colorectum	"Mortality"	1994	21.89	22.10	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	1995	20.06	21.62	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	1996	20.88	21.14	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	1997	21.49	20.68	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	1998	20.34	20.22	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	1999	20.45	19.78	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2000	19.17	19.34	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2001	19.30	18.92	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2002	19.06	18.50	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2003	17.98	18.09	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2004	18.11	17.70	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2005	17.96	17.31	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2006	17.19	16.93	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2007	16.27	16.55	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2008	16.66	16.19	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2009	16.02	15.83	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2010	14.58	15.49	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2011	15.07	15.15	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2012	14.63	14.81	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2013	15.13	14.49	NA	-2.1989*	3	3
1	Colorectum	"Mortality"	2014	13.35	14.17	Joinpoint 3	NA	3	3
1	Colorectum	"Mortality"	2015	14.69	14.34	NA	1.2484	3	3
1	Colorectum	"Mortality"	2016	14.12	14.52	NA	1.2484	3	3
1	Colorectum	"Mortality"	2017	14.44	14.71	NA	1.2484	3	3
1	Colorectum	"Mortality"	2018	15.22	14.89	NA	1.2484	3	3
1	Lung	"Incidence"	1975	93.30	89.58	NA	1.2501	3	3
1	Lung	"Incidence"	1976	89.36	90.70	NA	1.2501	3	3
1	Lung	"Incidence"	1977	86.57	91.84	NA	1.2501	3	3
1	Lung	"Incidence"	1978	93.04	92.99	NA	1.2501	3	3
1	Lung	"Incidence"	1979	96.73	94.15	Joinpoint 1	NA	3	3
1	Lung	"Incidence"	1980	92.87	92.76	NA	-1.4799*	3	3
1	Lung	"Incidence"	1981	89.96	91.38	NA	-1.4799*	3	3
1	Lung	"Incidence"	1982	88.25	90.03	NA	-1.4799*	3	3
1	Lung	"Incidence"	1983	89.95	88.70	NA	-1.4799*	3	3
1	Lung	"Incidence"	1984	91.12	87.39	NA	-1.4799*	3	3
1	Lung	"Incidence"	1985	88.75	86.09	NA	-1.4799*	3	3
1	Lung	"Incidence"	1986	83.59	84.82	NA	-1.4799*	3	3
1	Lung	"Incidence"	1987	84.50	83.56	NA	-1.4799*	3	3
1	Lung	"Incidence"	1988	81.07	82.33	NA	-1.4799*	3	3
1	Lung	"Incidence"	1989	79.15	81.11	NA	-1.4799*	3	3
1	Lung	"Incidence"	1990	77.70	79.91	NA	-1.4799*	3	3
1	Lung	"Incidence"	1991	78.18	78.72	NA	-1.4799*	3	3
1	Lung	"Incidence"	1992	79.07	77.56	NA	-1.4799*	3	3
1	Lung	"Incidence"	1993	76.86	76.41	Joinpoint 2	NA	3	3
1	Lung	"Incidence"	1994	73.75	73.82	NA	-3.3907*	3	3
1	Lung	"Incidence"	1995	70.57	71.32	NA	-3.3907*	3	3
1	Lung	"Incidence"	1996	70.65	68.90	NA	-3.3907*	3	3
1	Lung	"Incidence"	1997	66.48	66.56	NA	-3.3907*	3	3
1	Lung	"Incidence"	1998	65.10	64.31	NA	-3.3907*	3	3
1	Lung	"Incidence"	1999	61.24	62.13	NA	-3.3907*	3	3
1	Lung	"Incidence"	2000	59.48	60.02	Joinpoint 3	NA	3	3
1	Lung	"Incidence"	2001	58.61	58.94	NA	-1.7944*	3	3
1	Lung	"Incidence"	2002	59.62	57.88	NA	-1.7944*	3	3
1	Lung	"Incidence"	2003	55.90	56.85	NA	-1.7944*	3	3
1	Lung	"Incidence"	2004	56.01	55.83	NA	-1.7944*	3	3
1	Lung	"Incidence"	2005	54.21	54.82	NA	-1.7944*	3	3
1	Lung	"Incidence"	2006	53.84	53.84	NA	-1.7944*	3	3
1	Lung	"Incidence"	2007	53.19	52.87	NA	-1.7944*	3	3
1	Lung	"Incidence"	2008	51.26	51.93	NA	-1.7944*	3	3
1	Lung	"Incidence"	2009	52.84	50.99	NA	-1.7944*	3	3
1	Lung	"Incidence"	2010	49.45	50.08	NA	-1.7944*	3	3
1	Lung	"Incidence"	2011	48.53	49.18	NA	-1.7944*	3	3
1	Lung	"Incidence"	2012	48.16	48.30	NA	-1.7944*	3	3
1	Lung	"Incidence"	2013	47.76	47.43	NA	-1.7944*	3	3
1	Lung	"Mortality"	1950	39.38	38.15	NA	9.3301*	5	5
1	Lung	"Mortality"	1951	40.41	41.71	NA	9.3301*	5	5
1	Lung	"Mortality"	1952	44.17	45.60	NA	9.3301*	5	5
1	Lung	"Mortality"	1953	51.09	49.85	Joinpoint 1	NA	5	5
1	Lung	"Mortality"	1954	52.48	51.98	NA	4.2655*	5	5
1	Lung	"Mortality"	1955	51.75	54.19	NA	4.2655*	5	5
1	Lung	"Mortality"	1956	57.18	56.51	NA	4.2655*	5	5
1	Lung	"Mortality"	1957	59.71	58.92	NA	4.2655*	5	5
1	Lung	"Mortality"	1958	63.04	61.43	NA	4.2655*	5	5
1	Lung	"Mortality"	1959	65.19	64.05	NA	4.2655*	5	5
1	Lung	"Mortality"	1960	67.71	66.78	NA	4.2655*	5	5
1	Lung	"Mortality"	1961	68.52	69.63	NA	4.2655*	5	5
1	Lung	"Mortality"	1962	71.13	72.60	NA	4.2655*	5	5
1	Lung	"Mortality"	1963	75.91	75.70	NA	4.2655*	5	5
1	Lung	"Mortality"	1964	77.06	78.93	Joinpoint 2	NA	5	5
1	Lung	"Mortality"	1965	77.78	79.37	NA	0.5562*	5	5
1	Lung	"Mortality"	1966	78.46	79.81	NA	0.5562*	5	5
1	Lung	"Mortality"	1967	80.86	80.25	NA	0.5562*	5	5
1	Lung	"Mortality"	1968	80.54	80.70	NA	0.5562*	5	5
1	Lung	"Mortality"	1969	82.05	81.15	NA	0.5562*	5	5
1	Lung	"Mortality"	1970	84.03	81.60	NA	0.5562*	5	5
1	Lung	"Mortality"	1971	82.06	82.05	NA	0.5562*	5	5
1	Lung	"Mortality"	1972	84.16	82.51	NA	0.5562*	5	5
1	Lung	"Mortality"	1973	85.69	82.97	NA	0.5562*	5	5
1	Lung	"Mortality"	1974	85.34	83.43	NA	0.5562*	5	5
1	Lung	"Mortality"	1975	83.45	83.89	NA	0.5562*	5	5
1	Lung	"Mortality"	1976	85.97	84.36	NA	0.5562*	5	5
1	Lung	"Mortality"	1977	79.32	84.83	NA	0.5562*	5	5
1	Lung	"Mortality"	1978	85.12	85.30	NA	0.5562*	5	5
1	Lung	"Mortality"	1979	87.75	85.77	Joinpoint 3	NA	5	5
1	Lung	"Mortality"	1980	82.99	84.34	NA	-1.6689*	5	5
1	Lung	"Mortality"	1981	81.34	82.93	NA	-1.6689*	5	5
1	Lung	"Mortality"	1982	79.18	81.55	NA	-1.6689*	5	5
1	Lung	"Mortality"	1983	81.08	80.19	NA	-1.6689*	5	5
1	Lung	"Mortality"	1984	79.19	78.85	NA	-1.6689*	5	5
1	Lung	"Mortality"	1985	79.01	77.54	NA	-1.6689*	5	5
1	Lung	"Mortality"	1986	76.51	76.24	NA	-1.6689*	5	5
1	Lung	"Mortality"	1987	76.08	74.97	NA	-1.6689*	5	5
1	Lung	"Mortality"	1988	73.44	73.72	NA	-1.6689*	5	5
1	Lung	"Mortality"	1989	73.27	72.49	NA	-1.6689*	5	5
1	Lung	"Mortality"	1990	68.70	71.28	NA	-1.6689*	5	5
1	Lung	"Mortality"	1991	69.02	70.09	NA	-1.6689*	5	5
1	Lung	"Mortality"	1992	69.96	68.92	NA	-1.6689*	5	5
1	Lung	"Mortality"	1993	69.04	67.77	NA	-1.6689*	5	5
1	Lung	"Mortality"	1994	66.37	66.64	Joinpoint 4	NA	5	5
1	Lung	"Mortality"	1995	63.38	63.41	NA	-4.8430	5	5
1	Lung	"Mortality"	1996	59.71	60.34	NA	-4.8430	5	5
1	Lung	"Mortality"	1997	58.37	57.42	Joinpoint 5	NA	5	5
1	Lung	"Mortality"	1998	55.50	55.87	NA	-2.6886*	5	5
1	Lung	"Mortality"	1999	53.68	54.37	NA	-2.6886*	5	5
1	Lung	"Mortality"	2000	51.13	52.91	NA	-2.6886*	5	5
1	Lung	"Mortality"	2001	51.78	51.49	NA	-2.6886*	5	5
1	Lung	"Mortality"	2002	52.20	50.10	NA	-2.6886*	5	5
1	Lung	"Mortality"	2003	47.64	48.76	NA	-2.6886*	5	5
1	Lung	"Mortality"	2004	46.95	47.44	NA	-2.6886*	5	5
1	Lung	"Mortality"	2005	46.52	46.17	NA	-2.6886*	5	5
1	Lung	"Mortality"	2006	44.47	44.93	NA	-2.6886*	5	5
1	Lung	"Mortality"	2007	44.99	43.72	NA	-2.6886*	5	5
1	Lung	"Mortality"	2008	42.05	42.54	NA	-2.6886*	5	5
1	Lung	"Mortality"	2009	42.62	41.40	NA	-2.6886*	5	5
1	Lung	"Mortality"	2010	39.68	40.29	NA	-2.6886*	5	5
1	Lung	"Mortality"	2011	40.31	39.20	NA	-2.6886*	5	5
1	Lung	"Mortality"	2012	37.70	38.15	NA	-2.6886*	5	5
1	Lung	"Mortality"	2013	37.36	37.12	NA	-2.6886*	5	5
1	Lung	"Mortality"	2014	36.48	36.13	NA	-2.6886*	5	5
1	Lung	"Mortality"	2015	35.37	35.16	NA	-2.6886*	5	5
1	Lung	"Mortality"	2016	34.73	34.21	NA	-2.6886*	5	5
1	Lung	"Mortality"	2017	32.79	33.29	NA	-2.6886*	5	5
1	Lung	"Mortality"	2018	31.29	32.40	NA	-2.6886*	5	5
1	Oesophagus	"Incidence"	1975	7.51	7.32	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1976	6.86	7.43	NA	1.5856*	2	2
